bet_type,game_date,home_team,away_team,home_sp_name,away_sp_name,pick,odds,model_prob,edge,edge_pct,confidence,recommended,notes,line
1ST INN ML,2026-09-18,CLE,OAK,Daniel Espino,Mason Barnett,CLE,-110,0.6617,0.1379,13.8%,HIGH,True,Strong value,
1ST INN ML,2026-09-18,STL,WSH,Kyle Leahy,Cade Cavalli,WSH,-110,0.5949,0.0711,7.1%,HIGH,True,Elite pitching matchup,
1ST INN ML,2026-09-18,SD,MIA,Nick Pivetta,Tyler Phillips,SD,-110,0.5802,0.0564,5.6%,MEDIUM,False,Standard play,
1ST INN ML,2026-09-18,TB,BOS,Ian Seymour,Ranger Suarez,BOS,-110,0.572,0.0482,4.8%,MEDIUM,False,Standard play,
1ST INN ML,2026-09-18,TEX,TOR,Kumar Rocker,Dylan Cease,TOR,-110,0.5653,0.0415,4.1%,MEDIUM,False,Elite pitching matchup,
1ST INN ML,2026-09-18,NYM,PHI,Zac Thornton,TBD,NYM,-110,0.563,0.0392,3.9%,LOW,False,Standard play,
1ST INN ML,2026-09-18,COL,SEA,TBD,Bryan Woo,SEA,-110,0.544,0.0202,2.0%,NO PLAY,False,Standard play,
1ST INN ML,2026-09-18,BAL,MIL,Cade Povich,Dustin May,BAL,-110,0.5391,0.0153,1.5%,NO PLAY,False,Standard play,
1ST INN ML,2026-09-18,LAD,SF,Tyler Glasnow,Cesar Perdomo,LAD,-110,0.539,0.0152,1.5%,NO PLAY,False,Standard play,
1ST INN ML,2026-09-18,PIT,KC,Paul Skenes,Randy Dobnak,KC,-110,0.5315,0.0077,0.8%,NO PLAY,False,Elite pitching matchup,
1ST INN ML,2026-09-18,CIN,CHC,Chase Burns,Clay Holmes,CHC,-110,0.5303,0.0065,0.7%,NO PLAY,False,Elite pitching matchup,
1ST INN ML,2026-09-18,LAA,MIN,Grayson Rodriguez,Connor Prielipp,MIN,-110,0.5166,-0.0072,-0.7%,NO PLAY,False,Standard play,
1ST INN ML,2026-09-18,HOU,ATL,Peter Lambert,Tyler Mahle,HOU,-110,0.5161,-0.0078,-0.8%,NO PLAY,False,Standard play,
1ST INN ML,2026-09-18,CWS,DET,David Sandlin,Andrew Sears,CWS,-110,0.5126,-0.0112,-1.1%,NO PLAY,False,Standard play,
1ST INN ML,2026-09-18,ARI,NYY,Eduardo Rodriguez,Gerrit Cole,NYY,-110,0.5076,-0.0162,-1.6%,NO PLAY,False,Elite pitching matchup,
1ST INN TOTAL,2026-09-18,ARI,NYY,Eduardo Rodriguez,Gerrit Cole,OVER 0.5,-110,0.5639,0.0401,4.0%,NO PLAY,False,Hitter-friendly park,0.5
1ST INN TOTAL,2026-09-18,COL,SEA,TBD,Bryan Woo,OVER 0.5,-110,0.5452,0.0214,2.1%,NO PLAY,False,Hitter-friendly park,0.5
1ST INN TOTAL,2026-09-18,TEX,TOR,Kumar Rocker,Dylan Cease,UNDER 0.5,-110,0.5444,0.0206,2.1%,NO PLAY,False,Elite SPs keep 1st clean,0.5
1ST INN TOTAL,2026-09-18,LAD,SF,Tyler Glasnow,Cesar Perdomo,OVER 0.5,-110,0.5364,0.0125,1.3%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-09-18,CIN,CHC,Chase Burns,Clay Holmes,OVER 0.5,-110,0.5308,0.007,0.7%,NO PLAY,False,Hitter-friendly park,0.5
1ST INN TOTAL,2026-09-18,CWS,DET,David Sandlin,Andrew Sears,OVER 0.5,-110,0.5213,-0.0025,-0.3%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-09-18,STL,WSH,Kyle Leahy,Cade Cavalli,OVER 0.5,-110,0.5189,-0.0049,-0.5%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-09-18,PIT,KC,Paul Skenes,Randy Dobnak,OVER 0.5,-110,0.5178,-0.006,-0.6%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-09-18,TB,BOS,Ian Seymour,Ranger Suarez,UNDER 0.5,-110,0.5165,-0.0073,-0.7%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-09-18,LAA,MIN,Grayson Rodriguez,Connor Prielipp,OVER 0.5,-110,0.5124,-0.0114,-1.1%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-09-18,CLE,OAK,Daniel Espino,Mason Barnett,OVER 0.5,-110,0.5101,-0.0137,-1.4%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-09-18,HOU,ATL,Peter Lambert,Tyler Mahle,UNDER 0.5,-110,0.5021,-0.0217,-2.2%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-09-18,SD,MIA,Nick Pivetta,Tyler Phillips,OVER 0.5,-110,0.502,-0.0218,-2.2%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-09-18,NYM,PHI,Zac Thornton,TBD,OVER 0.5,-110,0.5012,-0.0226,-2.3%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-09-18,BAL,MIL,Cade Povich,Dustin May,UNDER 0.5,-110,0.5005,-0.0233,-2.3%,NO PLAY,False,Standard play,0.5
