bet_type,game_date,home_team,away_team,underdog_team,home_sp_name,away_sp_name,underdog_odds,market_implied_prob,model_win_prob,edge,edge_pct,kelly_fraction,confidence,recommended,notes,pick,odds,model_prob,line,player_name
F5 TOTAL,2026-04-21,LAA,TOR,,Jack Kochanowicz,Patrick Corbin,,,,0.0121,1.2%,,NO PLAY,False,Both teams travel-fatigued,OVER,,0.5121,5.2,
F5 TOTAL,2026-04-21,KC,BAL,,Kris Bubic,Shane Baz,,,,0.0062,0.6%,,NO PLAY,False,Both teams travel-fatigued,UNDER,,0.5062,5.0,
1ST INN ML,2026-04-21,DET,MIL,,Keider Montero,Kyle Harrison,,,,0.1028,10.3%,,HIGH,True,Elite pitching matchup; Strong value,MIL,-110.0,0.6266,,
1ST INN ML,2026-04-21,ARI,CWS,,Merrill Kelly,Sean Burke,,,,0.0927,9.3%,,HIGH,True,Standard play,ARI,-110.0,0.6166,,
1ST INN ML,2026-04-21,SF,LAD,,Landen Roupp,Yoshinobu Yamamoto,,,,0.0884,8.8%,,HIGH,False,Elite pitching matchup,LAD,-110.0,0.6122,,
1ST INN ML,2026-04-21,CLE,HOU,,Parker Messick,Ryan Weiss,,,,0.0871,8.7%,,HIGH,False,Standard play,CLE,-110.0,0.611,,
1ST INN ML,2026-04-21,KC,BAL,,Kris Bubic,Shane Baz,,,,0.0815,8.1%,,HIGH,False,Standard play,KC,-110.0,0.6053,,
1ST INN ML,2026-04-21,MIA,STL,,Chris Paddack,Dustin May,,,,0.0728,7.3%,,HIGH,False,Standard play,MIA,-110.0,0.5966,,
1ST INN ML,2026-04-21,SEA,OAK,,Luis Castillo,Jacob Lopez,,,,0.0428,4.3%,,MEDIUM,False,Standard play,SEA,-110.0,0.5667,,
1ST INN ML,2026-04-21,BOS,NYY,,Connelly Early,Luis Gil,,,,0.0416,4.2%,,MEDIUM,False,Standard play,BOS,-110.0,0.5654,,
1ST INN ML,2026-04-21,NYM,MIN,,Nolan McLean,Simeon Woods Richardson,,,,0.0347,3.5%,,LOW,False,Standard play,NYM,-110.0,0.5585,,
1ST INN ML,2026-04-21,CHC,PHI,,Shota Imanaga,Jesús Luzardo,,,,0.0342,3.4%,,LOW,False,Standard play,CHC,-110.0,0.558,,
1ST INN ML,2026-04-21,TB,CIN,,Steven Matz,Chase Burns,,,,0.0339,3.4%,,LOW,False,Elite pitching matchup,CIN,-110.0,0.5578,,
1ST INN ML,2026-04-21,LAA,TOR,,Jack Kochanowicz,Patrick Corbin,,,,0.0276,2.8%,,NO PLAY,False,Standard play,LAA,-110.0,0.5514,,
1ST INN ML,2026-04-21,WSH,ATL,,Foster Griffin,Reynaldo López,,,,0.0156,1.6%,,NO PLAY,False,Elite pitching matchup,ATL,-110.0,0.5394,,
1ST INN ML,2026-04-21,TEX,PIT,,TBD,TBD,,,,0.0101,1.0%,,NO PLAY,False,Standard play,TEX,-110.0,0.5339,,
1ST INN ML,2026-04-21,COL,SD,,TBD,Randy Vásquez,,,,0.0015,0.2%,,NO PLAY,False,Elite pitching matchup,SD,-110.0,0.5253,,
1ST INN TOTAL,2026-04-21,CHC,PHI,,Shota Imanaga,Jesús Luzardo,,,,0.0401,4.0%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.5639,0.5,
1ST INN TOTAL,2026-04-21,WSH,ATL,,Foster Griffin,Reynaldo López,,,,0.0346,3.5%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.5584,0.5,
1ST INN TOTAL,2026-04-21,COL,SD,,TBD,Randy Vásquez,,,,0.0307,3.1%,,NO PLAY,False,Hitter-friendly park,OVER 0.5,-110.0,0.5545,0.5,
1ST INN TOTAL,2026-04-21,DET,MIL,,Keider Montero,Kyle Harrison,,,,0.0299,3.0%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.5537,0.5,
1ST INN TOTAL,2026-04-21,SF,LAD,,Landen Roupp,Yoshinobu Yamamoto,,,,0.0158,1.6%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.5397,0.5,
1ST INN TOTAL,2026-04-21,MIA,STL,,Chris Paddack,Dustin May,,,,0.0132,1.3%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.537,0.5,
1ST INN TOTAL,2026-04-21,SEA,OAK,,Luis Castillo,Jacob Lopez,,,,0.0078,0.8%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.5316,0.5,
1ST INN TOTAL,2026-04-21,NYM,MIN,,Nolan McLean,Simeon Woods Richardson,,,,-0.0126,-1.3%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.5112,0.5,
1ST INN TOTAL,2026-04-21,CLE,HOU,,Parker Messick,Ryan Weiss,,,,-0.0147,-1.5%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.5091,0.5,
1ST INN TOTAL,2026-04-21,LAA,TOR,,Jack Kochanowicz,Patrick Corbin,,,,-0.015,-1.5%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.5088,0.5,
1ST INN TOTAL,2026-04-21,BOS,NYY,,Connelly Early,Luis Gil,,,,-0.0156,-1.6%,,NO PLAY,False,Hitter-friendly park,OVER 0.5,-110.0,0.5082,0.5,
1ST INN TOTAL,2026-04-21,KC,BAL,,Kris Bubic,Shane Baz,,,,-0.0166,-1.7%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.5072,0.5,
1ST INN TOTAL,2026-04-21,TB,CIN,,Steven Matz,Chase Burns,,,,-0.0177,-1.8%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.5061,0.5,
1ST INN TOTAL,2026-04-21,ARI,CWS,,Merrill Kelly,Sean Burke,,,,-0.0181,-1.8%,,NO PLAY,False,Hitter-friendly park,OVER 0.5,-110.0,0.5057,0.5,
1ST INN TOTAL,2026-04-21,TEX,PIT,,TBD,TBD,,,,-0.0233,-2.3%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.5005,0.5,
PITCHER K,2026-04-21,TB,CIN,,,,,,,0.3582,35.8%,,HIGH,True,Strong value,UNDER 5.5 Ks,-111.0,0.8582,5.5,Chase Burns
PITCHER K,2026-04-21,CHC,PHI,,,,,,,0.2396,24.0%,,HIGH,True,Strong value,UNDER 5.5 Ks,128.0,0.7396,5.5,Jesús Luzardo
PITCHER K,2026-04-21,COL,SD,,,,,,,0.2367,23.7%,,HIGH,False,Facing high-K team; Strong value,OVER 2.8 Ks,-110.0,0.7367,2.8,Randy Vásquez
PITCHER K,2026-04-21,CLE,HOU,,,,,,,0.1941,19.4%,,HIGH,False,Strong value,UNDER 5.5 Ks,-148.0,0.6941,5.5,Parker Messick
PITCHER K,2026-04-21,SF,LAD,,,,,,,0.188,18.8%,,HIGH,False,Strong value,UNDER 5.5 Ks,-128.0,0.688,5.5,Yoshinobu Yamamoto
PITCHER K,2026-04-21,WSH,ATL,,,,,,,0.1716,17.2%,,HIGH,False,Low K average; Strong value,UNDER 3.5 Ks,-110.0,0.6716,3.5,Reynaldo López
PITCHER K,2026-04-21,BOS,NYY,,,,,,,0.1702,17.0%,,HIGH,False,Facing high-K team; Strong value,OVER 4.5 Ks,-110.0,0.6702,4.5,Luis Gil
PITCHER K,2026-04-21,ARI,CWS,,,,,,,0.1646,16.5%,,HIGH,False,Low K average; Strong value,UNDER 4.5 Ks,-168.0,0.6646,4.5,Sean Burke
PITCHER K,2026-04-21,MIA,STL,,,,,,,0.1629,16.3%,,HIGH,False,Low K average; Strong value,UNDER 4.5 Ks,-146.0,0.6629,4.5,Dustin May
PITCHER K,2026-04-21,ARI,CWS,,,,,,,0.1539,15.4%,,HIGH,False,Facing high-K team; Strong value,OVER 4.5 Ks,-117.0,0.6539,4.5,Merrill Kelly
PITCHER K,2026-04-21,DET,MIL,,,,,,,0.1483,14.8%,,HIGH,False,Low K average; Strong value,UNDER 4.5 Ks,115.0,0.6483,4.5,Kyle Harrison
PITCHER K,2026-04-21,NYM,MIN,,,,,,,0.1472,14.7%,,HIGH,False,Low K average; Strong value,UNDER 4.5 Ks,-160.0,0.6472,4.5,Simeon Woods Richardson
PITCHER K,2026-04-21,CHC,PHI,,,,,,,0.1255,12.5%,,HIGH,False,Strong value,UNDER 6.5 Ks,-130.0,0.6255,6.5,Shota Imanaga
PITCHER K,2026-04-21,LAA,TOR,,,,,,,0.1221,12.2%,,HIGH,False,Facing high-K team; Strong value,OVER 3.9 Ks,-110.0,0.6221,3.9,Patrick Corbin
PITCHER K,2026-04-21,SEA,OAK,,,,,,,0.0909,9.1%,,LOW,False,Facing high-K team,OVER 5.0 Ks,-110.0,0.5909,5.0,Jacob Lopez
PITCHER K,2026-04-21,LAA,TOR,,,,,,,0.0713,7.1%,,NO PLAY,False,Low K average,UNDER 2.8 Ks,-110.0,0.5713,2.8,Jack Kochanowicz
PITCHER K,2026-04-21,MIA,STL,,,,,,,0.0609,6.1%,,NO PLAY,False,Facing high-K team,OVER 4.5 Ks,103.0,0.5609,4.5,Chris Paddack
PITCHER K,2026-04-21,DET,MIL,,,,,,,0.0593,5.9%,,NO PLAY,False,Facing high-K team,OVER 3.5 Ks,-161.0,0.5593,3.5,Keider Montero
PITCHER K,2026-04-21,KC,BAL,,,,,,,0.0521,5.2%,,NO PLAY,False,Facing high-K team,OVER 6.5 Ks,106.0,0.5521,6.5,Kris Bubic
PITCHER K,2026-04-21,KC,BAL,,,,,,,0.051,5.1%,,NO PLAY,False,Facing high-K team,OVER 4.5 Ks,-110.0,0.551,4.5,Shane Baz
PITCHER K,2026-04-21,BOS,NYY,,,,,,,0.0374,3.7%,,NO PLAY,False,Facing high-K team,OVER 5.5 Ks,-135.0,0.5374,5.5,Connelly Early
PITCHER K,2026-04-21,TB,CIN,,,,,,,0.0335,3.3%,,NO PLAY,False,Facing high-K team,OVER 5.5 Ks,100.0,0.5335,5.5,Steven Matz
PITCHER K,2026-04-21,SF,LAD,,,,,,,0.0176,1.8%,,NO PLAY,False,Low K average,UNDER 4.5 Ks,108.0,0.5176,4.5,Landen Roupp
PITCHER K,2026-04-21,NYM,MIN,,,,,,,0.0101,1.0%,,NO PLAY,False,Standard play,UNDER 6.5 Ks,-123.0,0.5101,6.5,Nolan McLean
PITCHER K,2026-04-21,SEA,OAK,,,,,,,0.0041,0.4%,,NO PLAY,False,Low K average,UNDER 4.5 Ks,-110.0,0.5041,4.5,Luis Castillo
BATTER HITS,2026-04-21,CHC,PHI,,,,,,,0.3414,34.1%,,HIGH,True,Strong value,OVER 0.5 hits,-143.0,0.8414,0.5,Michael Busch
BATTER HITS,2026-04-21,MIA,STL,,,,,,,0.3357,33.6%,,HIGH,True,Strong value,UNDER 1.5 hits,-259.0,0.8357,1.5,Jordan Walker
BATTER HITS,2026-04-21,CLE,HOU,,,,,,,0.3325,33.3%,,HIGH,False,Strong value,OVER 0.5 hits,-134.0,0.8325,0.5,Shay Whitcomb
BATTER HITS,2026-04-21,MIA,STL,,,,,,,0.3126,31.3%,,HIGH,False,Strong value,UNDER 0.5 hits,183.0,0.8126,0.5,Xavier Edwards
BATTER HITS,2026-04-21,CLE,HOU,,,,,,,0.3023,30.2%,,HIGH,False,Strong value,UNDER 0.5 hits,182.0,0.8023,0.5,Yordan Alvarez
BATTER HITS,2026-04-21,KC,BAL,,,,,,,0.2919,29.2%,,HIGH,False,Strong value,OVER 0.5 hits,-170.0,0.7919,0.5,Samuel Basallo
BATTER HITS,2026-04-21,KC,BAL,,,,,,,0.2878,28.8%,,HIGH,False,Strong value,OVER 0.5 hits,-233.0,0.7878,0.5,Vinnie Pasquantino
BATTER HITS,2026-04-21,MIA,STL,,,,,,,0.2657,26.6%,,HIGH,False,Strong value,UNDER 1.5 hits,-263.0,0.7657,1.5,Otto Lopez
BATTER HITS,2026-04-21,ARI,CWS,,,,,,,0.2646,26.5%,,HIGH,False,Strong value,UNDER 0.5 hits,165.0,0.7646,0.5,Ildemaro Vargas
BATTER HITS,2026-04-21,DET,MIL,,,,,,,0.2635,26.3%,,HIGH,False,Strong value,UNDER 1.5 hits,-250.0,0.7635,1.5,William Contreras
BATTER HITS,2026-04-21,CLE,HOU,,,,,,,0.2605,26.1%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,-153.0,0.7605,0.5,Kyle Manzardo
BATTER HITS,2026-04-21,MIA,STL,,,,,,,0.2574,25.7%,,HIGH,False,Strong value,OVER 0.5 hits,-270.0,0.7574,0.5,Ivan Herrera
BATTER HITS,2026-04-21,KC,BAL,,,,,,,0.256,25.6%,,HIGH,False,Strong value,OVER 0.5 hits,-156.0,0.756,0.5,Coby Mayo
BATTER HITS,2026-04-21,KC,BAL,,,,,,,0.2558,25.6%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,-233.0,0.7558,0.5,Salvador Perez
BATTER HITS,2026-04-21,MIA,STL,,,,,,,0.2547,25.5%,,HIGH,False,Strong value,OVER 0.5 hits,-220.0,0.7547,0.5,Jakob Marsee
BATTER HITS,2026-04-21,TB,CIN,,,,,,,0.2516,25.2%,,HIGH,False,Strong value,OVER 0.5 hits,-153.0,0.7516,0.5,Ke'Bryan Hayes
BATTER HITS,2026-04-21,KC,BAL,,,,,,,0.2507,25.1%,,HIGH,False,Strong value,UNDER 1.5 hits,-218.0,0.7507,1.5,Bobby Witt Jr.
BATTER HITS,2026-04-21,ARI,CWS,,,,,,,0.2505,25.0%,,HIGH,False,Strong value,OVER 0.5 hits,-213.0,0.7505,0.5,Nolan Arenado
BATTER HITS,2026-04-21,DET,MIL,,,,,,,0.2494,24.9%,,HIGH,False,Strong value,OVER 0.5 hits,-132.0,0.7494,0.5,Spencer Torkelson
BATTER HITS,2026-04-21,ARI,CWS,,,,,,,0.2486,24.9%,,HIGH,False,Strong value,UNDER 0.5 hits,133.0,0.7486,0.5,Jose Fernandez
BATTER HITS,2026-04-21,NYM,MIN,,,,,,,0.2442,24.4%,,HIGH,False,Strong value,OVER 1.5 hits,550.0,0.7442,1.5,Matt Wallner
BATTER HITS,2026-04-21,CLE,HOU,,,,,,,0.244,24.4%,,HIGH,False,Strong value,OVER 0.5 hits,-118.0,0.744,0.5,Brice Matthews
BATTER HITS,2026-04-21,CLE,HOU,,,,,,,0.2435,24.4%,,HIGH,False,Strong value,OVER 0.5 hits,-130.0,0.7435,0.5,Bo Naylor
BATTER HITS,2026-04-21,ARI,CWS,,,,,,,0.2421,24.2%,,HIGH,False,Strong value,OVER 0.5 hits,-227.0,0.7421,0.5,Miguel Vargas
BATTER HITS,2026-04-21,KC,BAL,,,,,,,0.2382,23.8%,,HIGH,False,Strong value,OVER 0.5 hits,-166.0,0.7382,0.5,Blaze Alexander
BATTER HITS,2026-04-21,ARI,CWS,,,,,,,0.2363,23.6%,,HIGH,False,Strong value,OVER 0.5 hits,-197.0,0.7363,0.5,Edgar Quero
BATTER HITS,2026-04-21,MIA,STL,,,,,,,0.2328,23.3%,,HIGH,False,Strong value,OVER 0.5 hits,-161.0,0.7328,0.5,Nolan Gorman
BATTER HITS,2026-04-21,TB,CIN,,,,,,,0.231,23.1%,,HIGH,False,Strong value,OVER 0.5 hits,-143.0,0.731,0.5,Rece Hinds
BATTER HITS,2026-04-21,TB,CIN,,,,,,,0.2288,22.9%,,HIGH,False,Strong value,OVER 0.5 hits,-147.0,0.7288,0.5,Tyler Stephenson
BATTER HITS,2026-04-21,TB,CIN,,,,,,,0.2194,21.9%,,HIGH,False,Strong value,OVER 0.5 hits,-179.0,0.7194,0.5,Matt McLain
BATTER HITS,2026-04-21,TB,CIN,,,,,,,0.2077,20.8%,,HIGH,False,Strong value,UNDER 0.5 hits,193.0,0.7077,0.5,Chandler Simpson
BATTER HITS,2026-04-21,MIA,STL,,,,,,,0.2019,20.2%,,HIGH,False,Strong value,UNDER 0.5 hits,159.0,0.7019,0.5,Liam Hicks
BATTER HITS,2026-04-21,DET,MIL,,,,,,,0.1993,19.9%,,HIGH,False,Strong value,OVER 0.5 hits,-171.0,0.6993,0.5,Wenceel Perez
BATTER HITS,2026-04-21,TB,CIN,,,,,,,0.1988,19.9%,,HIGH,False,Strong value,OVER 0.5 hits,-129.0,0.6988,0.5,Cedric Mullins
BATTER HITS,2026-04-21,CLE,HOU,,,,,,,0.1962,19.6%,,HIGH,False,Strong value,OVER 0.5 hits,-170.0,0.6962,0.5,Cam Smith
BATTER HITS,2026-04-21,ARI,CWS,,,,,,,0.1927,19.3%,,HIGH,False,Strong value,OVER 0.5 hits,-235.0,0.6927,0.5,Ketel Marte
BATTER HITS,2026-04-21,CLE,HOU,,,,,,,0.1915,19.1%,,HIGH,False,Strong value,UNDER 0.5 hits,101.0,0.6915,0.5,Brayan Rocchio
BATTER HITS,2026-04-21,MIA,STL,,,,,,,0.1896,19.0%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,-195.0,0.6896,0.5,Nathan Church
BATTER HITS,2026-04-21,MIA,STL,,,,,,,0.1887,18.9%,,HIGH,False,Strong value,UNDER 0.5 hits,169.0,0.6887,0.5,Kyle Stowers
BATTER HITS,2026-04-21,DET,MIL,,,,,,,0.1823,18.2%,,HIGH,False,Strong value,OVER 0.5 hits,-161.0,0.6823,0.5,Joey Ortiz
BATTER HITS,2026-04-21,TB,CIN,,,,,,,0.1801,18.0%,,HIGH,False,Strong value,UNDER 0.5 hits,103.0,0.6801,0.5,Nick Fortes
BATTER HITS,2026-04-21,MIA,STL,,,,,,,0.1787,17.9%,,HIGH,False,Strong value,OVER 0.5 hits,-142.0,0.6787,0.5,Victor Scott II
BATTER HITS,2026-04-21,KC,BAL,,,,,,,0.1753,17.5%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,-142.0,0.6753,0.5,Isaac Collins
BATTER HITS,2026-04-21,TB,CIN,,,,,,,0.1751,17.5%,,HIGH,False,Cold streak; Strong value,UNDER 0.5 hits,172.0,0.6751,0.5,Yandy Diaz
BATTER HITS,2026-04-21,DET,MIL,,,,,,,0.1741,17.4%,,HIGH,False,Strong value,UNDER 0.5 hits,137.0,0.6741,0.5,Javier Baez
BATTER HITS,2026-04-21,DET,MIL,,,,,,,0.1721,17.2%,,HIGH,False,Strong value,UNDER 0.5 hits,153.0,0.6721,0.5,Kevin McGonigle
BATTER HITS,2026-04-21,NYM,MIN,,,,,,,0.1709,17.1%,,HIGH,False,Strong value,OVER 1.5 hits,167.0,0.6709,1.5,Bo Bichette
BATTER HITS,2026-04-21,TB,CIN,,,,,,,0.1698,17.0%,,HIGH,False,Strong value,OVER 0.5 hits,103.0,0.6698,0.5,Taylor Walls
BATTER HITS,2026-04-21,CHC,PHI,,,,,,,0.1673,16.7%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,-167.0,0.6673,0.5,Dansby Swanson
BATTER HITS,2026-04-21,KC,BAL,,,,,,,0.1647,16.5%,,HIGH,False,Strong value,UNDER 0.5 hits,190.0,0.6647,0.5,Taylor Ward
BATTER HITS,2026-04-21,KC,BAL,,,,,,,0.163,16.3%,,HIGH,False,Strong value,OVER 0.5 hits,-231.0,0.663,0.5,Pete Alonso
BATTER HITS,2026-04-21,DET,MIL,,,,,,,0.161,16.1%,,HIGH,False,Strong value,OVER 0.5 hits,-217.0,0.661,0.5,Luis Rengifo
BATTER HITS,2026-04-21,MIA,STL,,,,,,,0.1564,15.6%,,HIGH,False,Strong value,OVER 0.5 hits,-241.0,0.6564,0.5,JJ Wetherholt
BATTER HITS,2026-04-21,NYM,MIN,,,,,,,0.1542,15.4%,,HIGH,False,Strong value,OVER 0.5 hits,-181.0,0.6542,0.5,Carson Benge
BATTER HITS,2026-04-21,TB,CIN,,,,,,,0.1529,15.3%,,HIGH,False,Strong value,UNDER 0.5 hits,161.0,0.6529,0.5,Elly De La Cruz
BATTER HITS,2026-04-21,DET,MIL,,,,,,,0.1479,14.8%,,HIGH,False,Strong value,UNDER 0.5 hits,168.0,0.6479,0.5,Dillon Dingler
BATTER HITS,2026-04-21,NYM,MIN,,,,,,,0.1471,14.7%,,HIGH,False,Strong value,OVER 0.5 hits,-115.0,0.6471,0.5,Kody Clemens
BATTER HITS,2026-04-21,MIA,STL,,,,,,,0.1452,14.5%,,HIGH,False,Strong value,OVER 0.5 hits,-140.0,0.6452,0.5,Graham Pauley
