bet_type,game_date,home_team,away_team,underdog_team,home_sp_name,away_sp_name,underdog_odds,market_implied_prob,model_win_prob,edge,edge_pct,kelly_fraction,confidence,recommended,notes,pick,odds,model_prob,line,player_name
MONEYLINE,2026-04-23,COL,SD,COL,Ryan Feltner,Matt Waldron,130.0,0.4348,0.5407,0.1059,10.6%,0.1873,HIGH,False,Underdog SP has better ERA; Strong value play; Home underdog; Favorite is travel-fatigued; Underdog is travel-fatigued; FILTERED: Underdog win% below .450,,,,,
MONEYLINE,2026-04-23,TEX,PIT,PIT,Jacob deGrom,Bubba Chandler,135.0,0.4255,0.5308,0.1053,10.5%,0.1833,HIGH,True,Facing elite SP; Strong value play; Favorite is travel-fatigued; Underdog is travel-fatigued,,,,,
MONEYLINE,2026-04-23,BOS,NYY,BOS,Payton Tolle,Cam Schlittler,125.0,0.4444,0.5073,0.0629,6.3%,0.1131,MEDIUM,False,Facing elite SP; Favorite on 5L skid; Good value; Home underdog; Favorite is travel-fatigued; Underdog is travel-fatigued; FILTERED: Underdog win% below .450,,,,,
MONEYLINE,2026-04-23,ARI,CWS,CWS,Michael Soroka,Davis Martin,131.0,0.4329,0.4883,0.0554,5.5%,0.0978,MEDIUM,False,Underdog SP has better ERA; Good value; Favorite is travel-fatigued; Underdog is travel-fatigued; FILTERED: Underdog win% below .450,,,,,
MONEYLINE,2026-04-23,SF,LAD,SF,Logan Webb,Tyler Glasnow,136.0,0.4237,0.4724,0.0486,4.9%,0.0844,NO PLAY,False,Facing elite SP; Home underdog; Favorite is travel-fatigued; Underdog is travel-fatigued; FILTERED: Favorite win% above .550,,,,,
MONEYLINE,2026-04-23,DET,MIL,MIL,Tarik Skubal,Brandon Sproat,195.0,0.339,0.3171,-0.0219,-2.2%,0.0,NO PLAY,False,Facing elite SP; Favorite is travel-fatigued; Underdog is travel-fatigued; FILTERED: Underdog pitcher ERA over 4.00,,,,,
RUN LINE,2026-04-23,COL,SD,COL,Ryan Feltner,Matt Waldron,130.0,0.5,,0.1907,19.1%,0.3813,HIGH,True,Strong ML probability boosts +1.5 cover; Strong value on run line; Favorite is travel-fatigued; Home underdog,COL +1.5,100.0,0.6907,,
RUN LINE,2026-04-23,BOS,NYY,BOS,Payton Tolle,Cam Schlittler,125.0,0.4762,,0.1811,18.1%,0.3458,HIGH,False,Strong ML probability boosts +1.5 cover; Strong value on run line; Favorite is travel-fatigued; Home underdog,BOS +1.5,110.0,0.6573,,
RUN LINE,2026-04-23,SF,LAD,SF,Logan Webb,Tyler Glasnow,136.0,0.4762,,0.1462,14.6%,0.279,HIGH,False,Strong ML probability boosts +1.5 cover; Strong value on run line; Favorite is travel-fatigued; Home underdog,SF +1.5,110.0,0.6224,,
RUN LINE,2026-04-23,TEX,PIT,PIT,Jacob deGrom,Bubba Chandler,135.0,0.6154,,0.0655,6.5%,0.1702,LOW,False,Strong ML probability boosts +1.5 cover; Favorite is travel-fatigued,PIT +1.5,-160.0,0.6808,,
RUN LINE,2026-04-23,ARI,CWS,CWS,Michael Soroka,Davis Martin,131.0,0.6154,,0.023,2.3%,0.0597,NO PLAY,False,Strong ML probability boosts +1.5 cover; Favorite is travel-fatigued,CWS +1.5,-160.0,0.6383,,
RUN LINE,2026-04-23,DET,MIL,MIL,Tarik Skubal,Brandon Sproat,195.0,0.5349,,-0.0678,-6.8%,0.0,NO PLAY,False,Favorite is travel-fatigued,MIL +1.5,-115.0,0.4671,,
FULL GAME TOTAL,2026-04-23,WSH,ATL,,Cade Cavalli,JR Ritchie,,,,0.1305,13.1%,,LOW,True,"High-scoring teams, but line is inflated; Strong value; Both teams travel-fatigued",UNDER,,0.6305,9.5,
FULL GAME TOTAL,2026-04-23,SF,LAD,,Logan Webb,Tyler Glasnow,,,,0.1302,13.0%,,LOW,False,Pitcher-friendly park favors UNDER; Strong value; Both teams travel-fatigued,UNDER,,0.6302,7.5,
FULL GAME TOTAL,2026-04-23,COL,SD,,Ryan Feltner,Matt Waldron,,,,0.1202,12.0%,,LOW,False,Hitter-friendly park favors OVER; Weak pitching matchup; Strong value; Both teams travel-fatigued,OVER,,0.6202,11.0,
FULL GAME TOTAL,2026-04-23,BOS,NYY,,Payton Tolle,Cam Schlittler,,,,0.1058,10.6%,,NO PLAY,False,"Hitter-friendly park favors OVER; Elite SPs, but line overreacts; Strong value; Both teams travel-fatigued",OVER,,0.6058,8.0,
FULL GAME TOTAL,2026-04-23,DET,MIL,,Tarik Skubal,Brandon Sproat,,,,0.0461,4.6%,,NO PLAY,False,Both teams travel-fatigued,UNDER,,0.5461,7.0,
FULL GAME TOTAL,2026-04-23,ARI,CWS,,Michael Soroka,Davis Martin,,,,0.0428,4.3%,,NO PLAY,False,"Hitter-friendly park favors OVER; Elite SPs, but line overreacts; Both teams travel-fatigued",OVER,,0.5428,8.5,
FULL GAME TOTAL,2026-04-23,CHC,PHI,,Edward Cabrera,Cristopher Sánchez,,,,0.0131,1.3%,,NO PLAY,False,"Elite SPs, but line overreacts; Both teams travel-fatigued",OVER,,0.5131,9.5,
FULL GAME TOTAL,2026-04-23,NYM,MIN,,Christian Scott,Joe Ryan,,,,0.0127,1.3%,,NO PLAY,False,Both teams travel-fatigued,UNDER,,0.5127,7.5,
FULL GAME TOTAL,2026-04-23,TEX,PIT,,Jacob deGrom,Bubba Chandler,,,,0.005,0.5%,,NO PLAY,False,Elite SP matchup; Both teams travel-fatigued,UNDER,,0.505,7.5,
F5 TOTAL,2026-04-23,SF,LAD,,Logan Webb,Tyler Glasnow,,,,0.1433,14.3%,,LOW,True,Pitcher-friendly park favors UNDER; Strong value; Both teams travel-fatigued,UNDER,,0.6433,4.1,
F5 TOTAL,2026-04-23,WSH,ATL,,Cade Cavalli,JR Ritchie,,,,0.108,10.8%,,NO PLAY,False,"High-scoring teams, but line is inflated; Strong value; Both teams travel-fatigued",UNDER,,0.608,5.2,
F5 TOTAL,2026-04-23,BOS,NYY,,Payton Tolle,Cam Schlittler,,,,0.089,8.9%,,NO PLAY,False,"Hitter-friendly park favors OVER; Elite SPs, but line overreacts; Strong value; Both teams travel-fatigued",OVER,,0.589,4.4,
F5 TOTAL,2026-04-23,COL,SD,,Ryan Feltner,Matt Waldron,,,,0.0811,8.1%,,NO PLAY,False,Hitter-friendly park favors OVER; Weak pitching matchup; Strong value; Both teams travel-fatigued,OVER,,0.5811,6.1,
F5 TOTAL,2026-04-23,DET,MIL,,Tarik Skubal,Brandon Sproat,,,,0.0715,7.1%,,NO PLAY,False,Both teams travel-fatigued,UNDER,,0.5715,3.9,
F5 TOTAL,2026-04-23,TEX,PIT,,Jacob deGrom,Bubba Chandler,,,,0.054,5.4%,,NO PLAY,False,Elite SP matchup; Both teams travel-fatigued,UNDER,,0.554,4.1,
F5 TOTAL,2026-04-23,NYM,MIN,,Christian Scott,Joe Ryan,,,,0.0475,4.8%,,NO PLAY,False,Both teams travel-fatigued,UNDER,,0.5475,4.1,
F5 TOTAL,2026-04-23,ARI,CWS,,Michael Soroka,Davis Martin,,,,0.0361,3.6%,,NO PLAY,False,"Hitter-friendly park favors OVER; Elite SPs, but line overreacts; Both teams travel-fatigued",OVER,,0.5361,4.7,
F5 TOTAL,2026-04-23,CHC,PHI,,Edward Cabrera,Cristopher Sánchez,,,,0.0229,2.3%,,NO PLAY,False,"Elite SPs, but line overreacts; Both teams travel-fatigued",OVER,,0.5229,5.2,
1ST INN ML,2026-04-23,NYM,MIN,,Christian Scott,Joe Ryan,,,,0.0508,5.1%,,MEDIUM,True,Standard play,MIN,-110.0,0.5746,,
1ST INN ML,2026-04-23,SF,LAD,,Logan Webb,Tyler Glasnow,,,,0.0412,4.1%,,MEDIUM,True,Standard play,LAD,-110.0,0.565,,
1ST INN ML,2026-04-23,BOS,NYY,,Payton Tolle,Cam Schlittler,,,,0.0392,3.9%,,LOW,False,Standard play,NYY,-110.0,0.563,,
1ST INN ML,2026-04-23,COL,SD,,Ryan Feltner,Matt Waldron,,,,0.0352,3.5%,,LOW,False,Standard play,COL,-110.0,0.559,,
1ST INN ML,2026-04-23,DET,MIL,,Tarik Skubal,Brandon Sproat,,,,0.0329,3.3%,,LOW,False,Standard play,DET,-110.0,0.5567,,
1ST INN ML,2026-04-23,TEX,PIT,,Jacob deGrom,Bubba Chandler,,,,0.0019,0.2%,,NO PLAY,False,Elite pitching matchup,PIT,-110.0,0.5257,,
1ST INN ML,2026-04-23,ARI,CWS,,Michael Soroka,Davis Martin,,,,0.0015,0.2%,,NO PLAY,False,Elite pitching matchup,CWS,-110.0,0.5253,,
1ST INN ML,2026-04-23,WSH,ATL,,Cade Cavalli,JR Ritchie,,,,-0.0005,-0.0%,,NO PLAY,False,Standard play,WSH,-110.0,0.5233,,
1ST INN ML,2026-04-23,CHC,PHI,,Edward Cabrera,Cristopher Sánchez,,,,-0.0166,-1.7%,,NO PLAY,False,Elite pitching matchup,PHI,-110.0,0.5072,,
1ST INN TOTAL,2026-04-23,SF,LAD,,Logan Webb,Tyler Glasnow,,,,0.0505,5.1%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.5743,0.5,
1ST INN TOTAL,2026-04-23,NYM,MIN,,Christian Scott,Joe Ryan,,,,0.0355,3.6%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.5593,0.5,
1ST INN TOTAL,2026-04-23,COL,SD,,Ryan Feltner,Matt Waldron,,,,0.0317,3.2%,,NO PLAY,False,Hitter-friendly park,OVER 0.5,-110.0,0.5555,0.5,
