bet_type,game_date,home_team,away_team,home_sp_name,away_sp_name,pick,odds,model_prob,edge,edge_pct,confidence,recommended,notes,line
1ST INN ML,2026-08-20,HOU,LAA,Peter Lambert,Grayson Rodriguez,HOU,-110,0.6072,0.0834,8.3%,HIGH,True,Standard play,
1ST INN ML,2026-08-20,TB,TOR,Ian Seymour,Shane Bieber,TB,-110,0.5646,0.0408,4.1%,MEDIUM,True,Standard play,
1ST INN ML,2026-08-20,KC,OAK,Randy Dobnak,Gage Jump,KC,-110,0.5539,0.0301,3.0%,LOW,False,Elite pitching matchup,
1ST INN ML,2026-08-20,CIN,STL,Brady Singer,Michael McGreevy,STL,-110,0.5451,0.0213,2.1%,NO PLAY,False,Standard play,
1ST INN ML,2026-08-20,CLE,SF,Gavin Williams,Landen Roupp,CLE,-110,0.5361,0.0122,1.2%,NO PLAY,False,Standard play,
1ST INN ML,2026-08-20,BAL,NYY,Kyle Bradish,Gerrit Cole,NYY,-110,0.5357,0.0119,1.2%,NO PLAY,False,Elite pitching matchup,
1ST INN ML,2026-08-20,MIL,SEA,Robert Gasser,George Kirby,MIL,-110,0.5343,0.0105,1.1%,NO PLAY,False,Standard play,
1ST INN ML,2026-08-20,CWS,ATL,Anthony Kay,Grant Holmes,CWS,-110,0.5151,-0.0087,-0.9%,NO PLAY,False,Standard play,
1ST INN ML,2026-08-20,TEX,WSH,Jacob deGrom,Andrew Alvarez,WSH,-110,0.5058,-0.018,-1.8%,NO PLAY,False,Standard play,
1ST INN TOTAL,2026-08-20,BAL,NYY,Kyle Bradish,Gerrit Cole,UNDER 0.5,-110,0.561,0.0372,3.7%,NO PLAY,False,Elite SPs keep 1st clean,0.5
1ST INN TOTAL,2026-08-20,HOU,LAA,Peter Lambert,Grayson Rodriguez,OVER 0.5,-110,0.5271,0.0033,0.3%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-20,CLE,SF,Gavin Williams,Landen Roupp,OVER 0.5,-110,0.5215,-0.0023,-0.2%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-20,KC,OAK,Randy Dobnak,Gage Jump,OVER 0.5,-110,0.5113,-0.0125,-1.3%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-20,CWS,ATL,Anthony Kay,Grant Holmes,UNDER 0.5,-110,0.5096,-0.0142,-1.4%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-20,MIL,SEA,Robert Gasser,George Kirby,OVER 0.5,-110,0.5054,-0.0184,-1.8%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-20,TB,TOR,Ian Seymour,Shane Bieber,OVER 0.5,-110,0.5043,-0.0195,-2.0%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-20,CIN,STL,Brady Singer,Michael McGreevy,OVER 0.5,-110,0.502,-0.0218,-2.2%,NO PLAY,False,Hitter-friendly park,0.5
1ST INN TOTAL,2026-08-20,TEX,WSH,Jacob deGrom,Andrew Alvarez,UNDER 0.5,-110,0.5004,-0.0234,-2.3%,NO PLAY,False,Standard play,0.5
