bet_type,game_date,home_team,away_team,underdog_team,home_sp_name,away_sp_name,underdog_odds,market_implied_prob,model_win_prob,edge,edge_pct,kelly_fraction,confidence,recommended,notes,pick,odds,model_prob,line,player_name
MONEYLINE,2026-05-04,NYY,BAL,BAL,Cam Schlittler,Shane Baz,176.0,0.3623,0.4614,0.0991,9.9%,0.1553,MEDIUM,False,Facing elite SP; Underdog on 4L skid; Favorite on 3L skid; Strong value play; Favorite is travel-fatigued; Underdog is travel-fatigued; FILTERED: Underdog win% below .450,,,,,
MONEYLINE,2026-05-04,HOU,LAD,HOU,Steven Okert,Yoshinobu Yamamoto,166.0,0.3759,0.4585,0.0826,8.3%,0.1324,MEDIUM,False,Facing elite SP; Strong value play; Home underdog; Favorite is travel-fatigued; Underdog is travel-fatigued; Underdog traveled cross-country; FILTERED: Underdog win% below .450,,,,,
MONEYLINE,2026-05-04,LAA,CWS,CWS,José Soriano,Davis Martin,134.0,0.4274,0.4842,0.0568,5.7%,0.0992,MEDIUM,False,Facing elite SP; Good value; Favorite is travel-fatigued; Underdog is travel-fatigued; FILTERED: Facing pitcher with ERA under 2.00,,,,,
MONEYLINE,2026-05-04,DET,BOS,BOS,Tarik Skubal,Payton Tolle,166.0,0.3759,0.3756,-0.0003,-0.0%,0.0,NO PLAY,False,Facing elite SP; Favorite is travel-fatigued; Underdog is travel-fatigued; FILTERED: Underdog win% below .450,,,,,
MONEYLINE,2026-05-04,SEA,ATL,ATL,Logan Gilbert,JR Ritchie,125.0,0.4444,0.4347,-0.0098,-1.0%,0.0,NO PLAY,False,Underdog SP has better ERA; Favorite on 3L skid; Favorite is travel-fatigued; Underdog is travel-fatigued,,,,,
MONEYLINE,2026-05-04,CHC,CIN,CIN,Edward Cabrera,Chase Petty,174.0,0.365,0.2662,-0.0987,-9.9%,0.0,NO PLAY,False,Facing elite SP; Favorite on 5L skid; Favorite is travel-fatigued; Underdog is travel-fatigued; FILTERED: Favorite win% above .550,,,,,
RUN LINE,2026-05-04,NYY,BAL,BAL,Cam Schlittler,Shane Baz,176.0,0.5349,,0.0765,7.6%,0.1644,LOW,True,Strong ML probability boosts +1.5 cover; Favorite is travel-fatigued,BAL +1.5,-115.0,0.6114,,
RUN LINE,2026-05-04,HOU,LAD,HOU,Steven Okert,Yoshinobu Yamamoto,166.0,0.5556,,0.053,5.3%,0.1192,NO PLAY,False,Strong ML probability boosts +1.5 cover; Favorite is travel-fatigued; Home underdog,HOU +1.5,-125.0,0.6085,,
RUN LINE,2026-05-04,LAA,CWS,CWS,José Soriano,Davis Martin,134.0,0.6154,,0.0188,1.9%,0.0488,NO PLAY,False,Strong ML probability boosts +1.5 cover; Favorite is travel-fatigued,CWS +1.5,-160.0,0.6342,,
RUN LINE,2026-05-04,SEA,ATL,ATL,Logan Gilbert,JR Ritchie,125.0,0.6296,,-0.045,-4.5%,0.0,NO PLAY,False,Favorite is travel-fatigued,ATL +1.5,-170.0,0.5847,,
RUN LINE,2026-05-04,DET,BOS,BOS,Tarik Skubal,Payton Tolle,166.0,0.5798,,-0.0542,-5.4%,0.0,NO PLAY,False,Favorite is travel-fatigued,BOS +1.5,-138.0,0.5256,,
RUN LINE,2026-05-04,CHC,CIN,CIN,Edward Cabrera,Chase Petty,174.0,0.5169,,-0.1007,-10.1%,0.0,NO PLAY,False,Favorite is travel-fatigued,CIN +1.5,-107.0,0.4162,,
FULL GAME TOTAL,2026-05-04,SEA,ATL,,Logan Gilbert,JR Ritchie,,,,0.1559,15.6%,,MEDIUM,True,Pitcher-friendly park favors UNDER; Elite SP matchup; Strong value; Both teams travel-fatigued,UNDER,,0.6559,7.5,
FULL GAME TOTAL,2026-05-04,COL,NYM,,Tomoyuki Sugano,Huascar Brazobán,,,,0.131,13.1%,,LOW,False,"Hitter-friendly park favors OVER; Elite SPs, but line overreacts; Strong value; Both teams travel-fatigued",OVER,,0.631,10.5,
FULL GAME TOTAL,2026-05-04,CHC,CIN,,Edward Cabrera,Chase Petty,,,,0.1264,12.6%,,LOW,False,Strong value; Both teams travel-fatigued,UNDER,,0.6264,11.5,
FULL GAME TOTAL,2026-05-04,STL,MIL,,Kyle Leahy,Chad Patrick,,,,0.1072,10.7%,,NO PLAY,False,"High-scoring teams, but line is inflated; Strong value; Both teams travel-fatigued",UNDER,,0.6072,8.5,
FULL GAME TOTAL,2026-05-04,HOU,LAD,,Steven Okert,Yoshinobu Yamamoto,,,,0.0994,9.9%,,NO PLAY,False,"High-scoring teams, but line is inflated; Strong value; Both teams travel-fatigued",UNDER,,0.5994,9.0,
FULL GAME TOTAL,2026-05-04,MIA,PHI,,Janson Junk,Aaron Nola,,,,0.0845,8.4%,,NO PLAY,False,Pitcher-friendly park favors UNDER; Strong value; Both teams travel-fatigued,UNDER,,0.5845,8.5,
FULL GAME TOTAL,2026-05-04,TB,TOR,,Nick Martinez,TBD,,,,0.0395,4.0%,,NO PLAY,False,Elite SP matchup; Both teams travel-fatigued,UNDER,,0.5395,8.0,
FULL GAME TOTAL,2026-05-04,SF,SD,,Trevor McDonald,Randy Vásquez,,,,0.0292,2.9%,,NO PLAY,False,Pitcher-friendly park favors UNDER; Both teams travel-fatigued,UNDER,,0.5292,8.0,
FULL GAME TOTAL,2026-05-04,NYY,BAL,,Cam Schlittler,Shane Baz,,,,0.0151,1.5%,,NO PLAY,False,"Hitter-friendly park, but other factors favor UNDER; Elite SP matchup; Both teams travel-fatigued",UNDER,,0.5151,8.5,
FULL GAME TOTAL,2026-05-04,KC,CLE,,Michael Wacha,Tanner Bibee,,,,0.0072,0.7%,,NO PLAY,False,Both teams travel-fatigued,UNDER,,0.5072,9.0,
FULL GAME TOTAL,2026-05-04,DET,BOS,,Tarik Skubal,Payton Tolle,,,,0.0033,0.3%,,NO PLAY,False,"Elite SPs, but line overreacts; Both teams travel-fatigued",OVER,,0.5033,7.0,
FULL GAME TOTAL,2026-05-04,LAA,CWS,,José Soriano,Davis Martin,,,,0.002,0.2%,,NO PLAY,False,"Elite SPs, but line overreacts; Both teams travel-fatigued",OVER,,0.502,7.5,
F5 TOTAL,2026-05-04,COL,NYM,,Tomoyuki Sugano,Huascar Brazobán,,,,0.1086,10.9%,,NO PLAY,True,"Hitter-friendly park favors OVER; Elite SPs, but line overreacts; Strong value; Both teams travel-fatigued",OVER,,0.6086,5.8,
F5 TOTAL,2026-05-04,SF,SD,,Trevor McDonald,Randy Vásquez,,,,0.104,10.4%,,NO PLAY,False,Pitcher-friendly park favors UNDER; Strong value; Both teams travel-fatigued,UNDER,,0.604,4.4,
