bet_type,game_date,home_team,away_team,home_sp_name,away_sp_name,pick,odds,model_prob,edge,edge_pct,confidence,recommended,notes,line
1ST INN ML,2026-06-02,CHC,OAK,Jameson Taillon,Gage Jump,CHC,-110,0.6425,0.1186,11.9%,HIGH,True,Strong value,
1ST INN ML,2026-06-02,BOS,BAL,Connelly Early,Shane Baz,BOS,-110,0.6095,0.0857,8.6%,HIGH,True,Standard play,
1ST INN ML,2026-06-02,ARI,LAD,Michael Soroka,Eric Lauer,ARI,-110,0.5908,0.067,6.7%,HIGH,False,Standard play,
1ST INN ML,2026-06-02,ATL,TOR,Bryce Elder,Kevin Gausman,TOR,-110,0.5841,0.0603,6.0%,HIGH,False,Elite pitching matchup,
1ST INN ML,2026-06-02,SEA,NYM,Logan Gilbert,TBD,SEA,-110,0.5747,0.0509,5.1%,MEDIUM,False,Standard play,
1ST INN ML,2026-06-02,PHI,SD,Aaron Nola,Randy Vásquez,SD,-110,0.5621,0.0383,3.8%,LOW,False,Standard play,
1ST INN ML,2026-06-02,STL,TEX,Dustin May,Nathan Eovaldi,TEX,-110,0.5491,0.0253,2.5%,NO PLAY,False,Standard play,
1ST INN ML,2026-06-02,MIN,CWS,Connor Prielipp,Davis Martin,CWS,-110,0.544,0.0202,2.0%,NO PLAY,False,Standard play,
1ST INN ML,2026-06-02,TB,DET,Steven Matz,Jack Flaherty,TB,-110,0.5386,0.0148,1.5%,NO PLAY,False,Standard play,
1ST INN ML,2026-06-02,CIN,KC,Andrew Abbott,Noah Cameron,CIN,-110,0.5347,0.0109,1.1%,NO PLAY,False,Standard play,
1ST INN ML,2026-06-02,WSH,MIA,Miles Mikolas,Lake Bachar,MIA,-110,0.5279,0.0041,0.4%,NO PLAY,False,Standard play,
1ST INN ML,2026-06-02,NYY,CLE,Cam Schlittler,Joey Cantillo,NYY,-110,0.5209,-0.0029,-0.3%,NO PLAY,False,Elite pitching matchup,
1ST INN ML,2026-06-02,HOU,PIT,Mike Burrows,Bubba Chandler,HOU,-110,0.5102,-0.0136,-1.4%,NO PLAY,False,Standard play,
1ST INN ML,2026-06-02,MIL,SF,Kyle Harrison,Trevor McDonald,SF,-110,0.5097,-0.0141,-1.4%,NO PLAY,False,Elite pitching matchup,
1ST INN ML,2026-06-02,LAA,COL,Grayson Rodriguez,Tomoyuki Sugano,LAA,-110,0.5019,-0.0219,-2.2%,NO PLAY,False,Standard play,
1ST INN TOTAL,2026-06-02,NYY,CLE,Cam Schlittler,Joey Cantillo,OVER 0.5,-110,0.5798,0.056,5.6%,NO PLAY,False,Hitter-friendly park,0.5
1ST INN TOTAL,2026-06-02,ATL,TOR,Bryce Elder,Kevin Gausman,OVER 0.5,-110,0.5608,0.037,3.7%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-06-02,PHI,SD,Aaron Nola,Randy Vásquez,UNDER 0.5,-110,0.5449,0.0211,2.1%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-06-02,LAA,COL,Grayson Rodriguez,Tomoyuki Sugano,UNDER 0.5,-110,0.5433,0.0195,2.0%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-06-02,MIN,CWS,Connor Prielipp,Davis Martin,UNDER 0.5,-110,0.5394,0.0156,1.6%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-06-02,WSH,MIA,Miles Mikolas,Lake Bachar,UNDER 0.5,-110,0.5392,0.0154,1.5%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-06-02,CIN,KC,Andrew Abbott,Noah Cameron,OVER 0.5,-110,0.5385,0.0147,1.5%,NO PLAY,False,Hitter-friendly park,0.5
1ST INN TOTAL,2026-06-02,STL,TEX,Dustin May,Nathan Eovaldi,UNDER 0.5,-110,0.5352,0.0114,1.1%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-06-02,TB,DET,Steven Matz,Jack Flaherty,OVER 0.5,-110,0.5232,-0.0006,-0.1%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-06-02,MIL,SF,Kyle Harrison,Trevor McDonald,OVER 0.5,-110,0.5192,-0.0047,-0.5%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-06-02,SEA,NYM,Logan Gilbert,TBD,UNDER 0.5,-110,0.5103,-0.0135,-1.3%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-06-02,CHC,OAK,Jameson Taillon,Gage Jump,OVER 0.5,-110,0.5059,-0.018,-1.8%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-06-02,ARI,LAD,Michael Soroka,Eric Lauer,UNDER 0.5,-110,0.5052,-0.0186,-1.9%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-06-02,HOU,PIT,Mike Burrows,Bubba Chandler,OVER 0.5,-110,0.5033,-0.0205,-2.0%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-06-02,BOS,BAL,Connelly Early,Shane Baz,UNDER 0.5,-110,0.501,-0.0228,-2.3%,NO PLAY,False,Standard play,0.5
