bet_type,game_date,home_team,away_team,underdog_team,home_sp_name,away_sp_name,underdog_odds,market_implied_prob,model_win_prob,edge,edge_pct,kelly_fraction,confidence,recommended,notes,pick,odds,model_prob,line,player_name
FULL GAME TOTAL,2026-05-02,STL,LAD,,Michael McGreevy,Roki Sasaki,,,,0.1045,10.4%,,NO PLAY,False,"High-scoring teams, but line is inflated; Strong value; Home team travel-fatigued",UNDER,,0.6045,8.5,
FULL GAME TOTAL,2026-05-02,PIT,CIN,,Carmen Mlodzinski,Rhett Lowder,,,,0.1027,10.3%,,NO PLAY,False,Strong value; Both teams travel-fatigued,UNDER,,0.6027,8.0,
FULL GAME TOTAL,2026-05-02,CHC,ARI,,Shota Imanaga,Ryne Nelson,,,,0.0768,7.7%,,NO PLAY,False,"High-scoring teams, but line is inflated; Weak pitching, but line already accounts for it; Away team travel-fatigued",UNDER,,0.5768,7.5,
FULL GAME TOTAL,2026-05-02,DET,TEX,,Keider Montero,Kumar Rocker,,,,0.0757,7.6%,,NO PLAY,False,Home team travel-fatigued,UNDER,,0.5757,8.5,
FULL GAME TOTAL,2026-05-02,SEA,KC,,Emerson Hancock,Seth Lugo,,,,0.0589,5.9%,,NO PLAY,False,Pitcher-friendly park favors UNDER; Elite SP matchup; Away team travel-fatigued,UNDER,,0.5589,7.5,
FULL GAME TOTAL,2026-05-02,MIA,PHI,,Max Meyer,Andrew Painter,,,,0.0579,5.8%,,NO PLAY,False,Pitcher-friendly park favors UNDER; Away team travel-fatigued,UNDER,,0.5579,8.5,
FULL GAME TOTAL,2026-05-02,BOS,HOU,,Connelly Early,Spencer Arrighetti,,,,0.0516,5.2%,,NO PLAY,False,"Hitter-friendly park, but other factors favor UNDER; Elite SP matchup; Away team travel-fatigued",UNDER,,0.5516,9.0,
FULL GAME TOTAL,2026-05-02,MIN,TOR,,Connor Prielipp,Dylan Cease,,,,0.0411,4.1%,,NO PLAY,False,Elite SP matchup; Both teams travel-fatigued,UNDER,,0.5411,7.5,
FULL GAME TOTAL,2026-05-02,WSH,MIL,,Foster Griffin,Kyle Harrison,,,,0.0386,3.9%,,NO PLAY,False,"High-scoring teams, but line is inflated; Elite SP matchup; Both teams travel-fatigued",UNDER,,0.5386,7.5,
FULL GAME TOTAL,2026-05-02,LAA,NYM,,Reid Detmers,Nolan McLean,,,,0.0233,2.3%,,NO PLAY,False,Elite SP matchup; Away team travel-fatigued,UNDER,,0.5233,8.0,
FULL GAME TOTAL,2026-05-02,TB,SF,,Griffin Jax,Landen Roupp,,,,0.0223,2.2%,,NO PLAY,False,Away team travel-fatigued,OVER,,0.5223,7.5,
FULL GAME TOTAL,2026-05-02,SD,CWS,,Michael King,Sean Burke,,,,0.0058,0.6%,,NO PLAY,False,"Pitcher-friendly park, but other factors favor OVER; Elite SPs, but line overreacts",OVER,,0.5058,7.5,
F5 TOTAL,2026-05-02,DET,TEX,,Keider Montero,Kumar Rocker,,,,0.1322,13.2%,,LOW,True,Strong value; Home team travel-fatigued,UNDER,,0.6322,4.7,
F5 TOTAL,2026-05-02,NYY,BAL,,Ryan Weathers,Kyle Bradish,,,,0.1116,11.2%,,NO PLAY,False,"Hitter-friendly park, but other factors favor UNDER; Strong value; Away team travel-fatigued",UNDER,,0.6116,4.7,
F5 TOTAL,2026-05-02,TB,SF,,Griffin Jax,Landen Roupp,,,,0.1104,11.0%,,NO PLAY,False,Strong value; Away team travel-fatigued,UNDER,,0.6104,4.1,
F5 TOTAL,2026-05-02,PIT,CIN,,Carmen Mlodzinski,Rhett Lowder,,,,0.0894,8.9%,,NO PLAY,False,Strong value; Both teams travel-fatigued,UNDER,,0.5894,4.4,
F5 TOTAL,2026-05-02,MIA,PHI,,Max Meyer,Andrew Painter,,,,0.0545,5.5%,,NO PLAY,False,Pitcher-friendly park favors UNDER; Away team travel-fatigued,UNDER,,0.5545,4.7,
F5 TOTAL,2026-05-02,SD,CWS,,Michael King,Sean Burke,,,,0.0497,5.0%,,NO PLAY,False,Pitcher-friendly park favors UNDER; Elite SP matchup,UNDER,,0.5497,4.1,
F5 TOTAL,2026-05-02,SEA,KC,,Emerson Hancock,Seth Lugo,,,,0.0482,4.8%,,NO PLAY,False,Pitcher-friendly park favors UNDER; Elite SP matchup; Away team travel-fatigued,UNDER,,0.5482,4.1,
F5 TOTAL,2026-05-02,WSH,MIL,,Foster Griffin,Kyle Harrison,,,,0.0279,2.8%,,NO PLAY,False,"High-scoring teams, but line is inflated; Elite SP matchup; Both teams travel-fatigued",UNDER,,0.5279,4.1,
F5 TOTAL,2026-05-02,CHC,ARI,,Shota Imanaga,Ryne Nelson,,,,0.0203,2.0%,,NO PLAY,False,"High-scoring teams, but line is inflated; Weak pitching, but line already accounts for it; Away team travel-fatigued",UNDER,,0.5203,4.1,
F5 TOTAL,2026-05-02,MIN,TOR,,Connor Prielipp,Dylan Cease,,,,0.0145,1.4%,,NO PLAY,False,Elite SP matchup; Both teams travel-fatigued,UNDER,,0.5145,4.1,
F5 TOTAL,2026-05-02,STL,LAD,,Michael McGreevy,Roki Sasaki,,,,0.0072,0.7%,,NO PLAY,False,High-scoring teams; Home team travel-fatigued,OVER,,0.5072,4.7,
F5 TOTAL,2026-05-02,COL,ATL,,TBD,Chris Sale,,,,0.0049,0.5%,,NO PLAY,False,"Hitter-friendly park favors OVER; Elite SPs, but line overreacts; Both teams travel-fatigued",OVER,,0.5049,5.5,
F5 TOTAL,2026-05-02,BOS,HOU,,Connelly Early,Spencer Arrighetti,,,,0.0038,0.4%,,NO PLAY,False,"Hitter-friendly park, but other factors favor UNDER; Elite SP matchup; Away team travel-fatigued",UNDER,,0.5038,5.0,
F5 TOTAL,2026-05-02,LAA,NYM,,Reid Detmers,Nolan McLean,,,,0.0034,0.3%,,NO PLAY,False,Elite SP matchup; Away team travel-fatigued,UNDER,,0.5034,4.4,
1ST INN ML,2026-05-02,CHC,ARI,,Shota Imanaga,Ryne Nelson,,,,0.0919,9.2%,,HIGH,True,Standard play,CHC,-110.0,0.6157,,
1ST INN ML,2026-05-02,NYY,BAL,,Ryan Weathers,Kyle Bradish,,,,0.0748,7.5%,,HIGH,True,Standard play,NYY,-110.0,0.5986,,
1ST INN ML,2026-05-02,LAA,NYM,,Reid Detmers,Nolan McLean,,,,0.0741,7.4%,,HIGH,False,Elite pitching matchup,NYM,-110.0,0.5979,,
1ST INN ML,2026-05-02,WSH,MIL,,Foster Griffin,Kyle Harrison,,,,0.067,6.7%,,HIGH,False,Elite pitching matchup,MIL,-110.0,0.5908,,
1ST INN ML,2026-05-02,STL,LAD,,Michael McGreevy,Roki Sasaki,,,,0.0493,4.9%,,MEDIUM,False,Standard play,STL,-110.0,0.5731,,
1ST INN ML,2026-05-02,COL,ATL,,TBD,Chris Sale,,,,0.0448,4.5%,,MEDIUM,False,Elite pitching matchup,ATL,-110.0,0.5686,,
1ST INN ML,2026-05-02,SEA,KC,,Emerson Hancock,Seth Lugo,,,,0.0327,3.3%,,LOW,False,Elite pitching matchup,KC,-110.0,0.5566,,
1ST INN ML,2026-05-02,SD,CWS,,Michael King,Sean Burke,,,,0.0251,2.5%,,NO PLAY,False,Elite pitching matchup,CWS,-110.0,0.549,,
1ST INN ML,2026-05-02,PIT,CIN,,Carmen Mlodzinski,Rhett Lowder,,,,0.024,2.4%,,NO PLAY,False,Standard play,CIN,-110.0,0.5478,,
1ST INN ML,2026-05-02,MIA,PHI,,Max Meyer,Andrew Painter,,,,0.022,2.2%,,NO PLAY,False,Standard play,MIA,-110.0,0.5458,,
1ST INN ML,2026-05-02,MIN,TOR,,Connor Prielipp,Dylan Cease,,,,0.0184,1.8%,,NO PLAY,False,Elite pitching matchup,TOR,-110.0,0.5422,,
1ST INN ML,2026-05-02,TB,SF,,Griffin Jax,Landen Roupp,,,,0.0109,1.1%,,NO PLAY,False,Standard play,TB,-110.0,0.5347,,
1ST INN ML,2026-05-02,BOS,HOU,,Connelly Early,Spencer Arrighetti,,,,0.0065,0.7%,,NO PLAY,False,Elite pitching matchup,HOU,-110.0,0.5303,,
1ST INN ML,2026-05-02,DET,TEX,,Keider Montero,Kumar Rocker,,,,0.0025,0.2%,,NO PLAY,False,Standard play,TEX,-110.0,0.5263,,
1ST INN ML,2026-05-02,OAK,CLE,,Jacob Lopez,Slade Cecconi,,,,-0.0045,-0.4%,,NO PLAY,False,Standard play,OAK,-110.0,0.5193,,
1ST INN TOTAL,2026-05-02,PIT,CIN,,Carmen Mlodzinski,Rhett Lowder,,,,0.0566,5.7%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.5804,0.5,
1ST INN TOTAL,2026-05-02,WSH,MIL,,Foster Griffin,Kyle Harrison,,,,0.0464,4.6%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.5702,0.5,
1ST INN TOTAL,2026-05-02,CHC,ARI,,Shota Imanaga,Ryne Nelson,,,,0.034,3.4%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.5578,0.5,
1ST INN TOTAL,2026-05-02,BOS,HOU,,Connelly Early,Spencer Arrighetti,,,,0.026,2.6%,,NO PLAY,False,Hitter-friendly park,OVER 0.5,-110.0,0.5498,0.5,
1ST INN TOTAL,2026-05-02,MIN,TOR,,Connor Prielipp,Dylan Cease,,,,0.0116,1.2%,,NO PLAY,False,Elite SPs keep 1st clean,UNDER 0.5,-110.0,0.5354,0.5,
1ST INN TOTAL,2026-05-02,COL,ATL,,TBD,Chris Sale,,,,0.0062,0.6%,,NO PLAY,False,Hitter-friendly park,OVER 0.5,-110.0,0.53,0.5,
1ST INN TOTAL,2026-05-02,SEA,KC,,Emerson Hancock,Seth Lugo,,,,0.0006,0.1%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.5244,0.5,
1ST INN TOTAL,2026-05-02,DET,TEX,,Keider Montero,Kumar Rocker,,,,-0.0017,-0.2%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.5221,0.5,
1ST INN TOTAL,2026-05-02,LAA,NYM,,Reid Detmers,Nolan McLean,,,,-0.0068,-0.7%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.517,0.5,
1ST INN TOTAL,2026-05-02,SD,CWS,,Michael King,Sean Burke,,,,-0.0096,-1.0%,,NO PLAY,False,Elite SPs keep 1st clean,UNDER 0.5,-110.0,0.5142,0.5,
1ST INN TOTAL,2026-05-02,OAK,CLE,,Jacob Lopez,Slade Cecconi,,,,-0.0126,-1.3%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.5112,0.5,
1ST INN TOTAL,2026-05-02,STL,LAD,,Michael McGreevy,Roki Sasaki,,,,-0.0128,-1.3%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.511,0.5,
1ST INN TOTAL,2026-05-02,MIA,PHI,,Max Meyer,Andrew Painter,,,,-0.0208,-2.1%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.503,0.5,
1ST INN TOTAL,2026-05-02,NYY,BAL,,Ryan Weathers,Kyle Bradish,,,,-0.0228,-2.3%,,NO PLAY,False,Hitter-friendly park,OVER 0.5,-110.0,0.501,0.5,
1ST INN TOTAL,2026-05-02,TB,SF,,Griffin Jax,Landen Roupp,,,,-0.0232,-2.3%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.5006,0.5,
PITCHER K,2026-05-02,BOS,HOU,,,,,,,0.2666,26.7%,,HIGH,True,Low K average; Strong value; Starter confirmed,UNDER 4.5 Ks,-123.0,0.7666,4.5,Connelly Early
PITCHER K,2026-05-02,TB,SF,,,,,,,0.2216,22.2%,,HIGH,True,Strong value; Starter confirmed,UNDER 4.5 Ks,105.0,0.7216,4.5,Landen Roupp
PITCHER K,2026-05-02,DET,TEX,,,,,,,0.2095,21.0%,,HIGH,False,Facing high-K team; Strong value; Starter confirmed,OVER 4.5 Ks,124.0,0.7095,4.5,Keider Montero
PITCHER K,2026-05-02,CHC,ARI,,,,,,,0.2015,20.1%,,HIGH,False,Low K average; Strong value; Starter confirmed,UNDER 4.5 Ks,-130.0,0.7015,4.5,Ryne Nelson
PITCHER K,2026-05-02,MIN,TOR,,,,,,,0.1868,18.7%,,HIGH,False,Strong value; Starter confirmed,UNDER 6.5 Ks,-130.0,0.6868,6.5,Dylan Cease
PITCHER K,2026-05-02,STL,LAD,,,,,,,0.1776,17.8%,,HIGH,False,Low K average; Strong value; Starter confirmed,UNDER 4.5 Ks,-131.0,0.6776,4.5,Roki Sasaki
PITCHER K,2026-05-02,DET,TEX,,,,,,,0.1431,14.3%,,HIGH,False,Low K average; Strong value; Starter confirmed,UNDER 4.5 Ks,103.0,0.6431,4.5,Kumar Rocker
PITCHER K,2026-05-02,LAA,NYM,,,,,,,0.1393,13.9%,,HIGH,False,Strong value; Starter confirmed,UNDER 6.5 Ks,-144.0,0.6393,6.5,Reid Detmers
PITCHER K,2026-05-02,OAK,CLE,,,,,,,0.1303,13.0%,,HIGH,False,Low K average; Strong value; Starter confirmed,UNDER 2.9 Ks,-110.0,0.6303,2.9,Jacob Lopez
PITCHER K,2026-05-02,WSH,MIL,,,,,,,0.1277,12.8%,,HIGH,False,Strong value; Starter confirmed,UNDER 5.5 Ks,-133.0,0.6277,5.5,Kyle Harrison
PITCHER K,2026-05-02,STL,LAD,,,,,,,0.1051,10.5%,,MEDIUM,False,Strong value; Starter confirmed,OVER 3.5 Ks,-116.0,0.6051,3.5,Michael McGreevy
PITCHER K,2026-05-02,COL,ATL,,,,,,,0.0958,9.6%,,NO PLAY,False,Standard play; Starter confirmed,UNDER 5.8 Ks,-110.0,0.5958,5.8,Chris Sale
PITCHER K,2026-05-02,SD,CWS,,,,,,,0.0942,9.4%,,NO PLAY,False,Low K average; Starter confirmed,UNDER 3.5 Ks,112.0,0.5942,3.5,Sean Burke
PITCHER K,2026-05-02,LAA,NYM,,,,,,,0.0861,8.6%,,NO PLAY,False,Facing high-K team; High K average; Starter confirmed,OVER 7.5 Ks,117.0,0.5861,7.5,Nolan McLean
PITCHER K,2026-05-02,MIA,PHI,,,,,,,0.0844,8.4%,,NO PLAY,False,Standard play; Starter confirmed,UNDER 4.5 Ks,108.0,0.5844,4.5,Max Meyer
PITCHER K,2026-05-02,SD,CWS,,,,,,,0.0794,7.9%,,NO PLAY,False,Facing high-K team; Starter confirmed,OVER 5.5 Ks,-122.0,0.5794,5.5,Michael King
PITCHER K,2026-05-02,CHC,ARI,,,,,,,0.0765,7.6%,,NO PLAY,False,Facing high-K team; Starter confirmed,OVER 4.5 Ks,-152.0,0.5765,4.5,Shota Imanaga
PITCHER K,2026-05-02,BOS,HOU,,,,,,,0.0635,6.4%,,NO PLAY,False,Standard play; Starter confirmed,UNDER 5.5 Ks,-131.0,0.5635,5.5,Spencer Arrighetti
PITCHER K,2026-05-02,WSH,MIL,,,,,,,0.0624,6.2%,,NO PLAY,False,Standard play; Starter confirmed,UNDER 4.5 Ks,118.0,0.5624,4.5,Foster Griffin
PITCHER K,2026-05-02,OAK,CLE,,,,,,,0.0417,4.2%,,NO PLAY,False,Facing high-K team; Starter confirmed,OVER 3.7 Ks,-110.0,0.5417,3.7,Slade Cecconi
PITCHER K,2026-05-02,SEA,KC,,,,,,,0.0364,3.6%,,NO PLAY,False,Facing high-K team; Starter confirmed,OVER 4.5 Ks,100.0,0.5364,4.5,Emerson Hancock
PITCHER K,2026-05-02,PIT,CIN,,,,,,,0.0361,3.6%,,NO PLAY,False,Facing high-K team; Starter confirmed,OVER 4.5 Ks,112.0,0.5361,4.5,Rhett Lowder
PITCHER K,2026-05-02,NYY,BAL,,,,,,,0.0248,2.5%,,NO PLAY,False,Standard play; Starter confirmed,UNDER 5.5 Ks,100.0,0.5248,5.5,Kyle Bradish
PITCHER K,2026-05-02,NYY,BAL,,,,,,,0.021,2.1%,,NO PLAY,False,Facing high-K team; Starter confirmed,OVER 6.5 Ks,116.0,0.521,6.5,Ryan Weathers
PITCHER K,2026-05-02,SEA,KC,,,,,,,0.0052,0.5%,,NO PLAY,False,Facing high-K team; Starter confirmed,OVER 5.5 Ks,-104.0,0.5052,5.5,Seth Lugo
PITCHER K,2026-05-02,PIT,CIN,,,,,,,0.0041,0.4%,,NO PLAY,False,Facing high-K team; Starter confirmed,OVER 4.5 Ks,-116.0,0.5041,4.5,Carmen Mlodzinski
PITCHER OUTS,2026-05-02,PIT,CIN,,,,,,,0.4639,46.4%,,HIGH,True,Strong value; Starter confirmed,OVER 14.5 outs,-165.0,0.9639,14.5,Carmen Mlodzinski
PITCHER OUTS,2026-05-02,STL,LAD,,,,,,,0.4637,46.4%,,HIGH,True,Strong value; Starter confirmed,OVER 15.5 outs,126.0,0.9637,15.5,Roki Sasaki
PITCHER OUTS,2026-05-02,OAK,CLE,,,,,,,0.4027,40.3%,,HIGH,False,Strong value; Starter confirmed,OVER 13.7 outs,-110.0,0.9027,13.7,Jacob Lopez
PITCHER OUTS,2026-05-02,WSH,MIL,,,,,,,0.3468,34.7%,,HIGH,False,Strong value; Starter confirmed,OVER 15.5 outs,-118.0,0.8468,15.5,Kyle Harrison
PITCHER OUTS,2026-05-02,NYY,BAL,,,,,,,0.338,33.8%,,HIGH,False,Strong value; Starter confirmed,OVER 15.5 outs,100.0,0.838,15.5,Kyle Bradish
PITCHER OUTS,2026-05-02,CHC,ARI,,,,,,,0.3359,33.6%,,HIGH,False,Strong value; Starter confirmed,OVER 16.5 outs,-114.0,0.8359,16.5,Ryne Nelson
PITCHER OUTS,2026-05-02,SD,CWS,,,,,,,0.3342,33.4%,,HIGH,False,Strong value; Starter confirmed,OVER 15.5 outs,-107.0,0.8342,15.5,Sean Burke
PITCHER OUTS,2026-05-02,MIA,PHI,,,,,,,0.2518,25.2%,,HIGH,False,Strong value; Starter confirmed,OVER 15.5 outs,105.0,0.7518,15.5,Max Meyer
PITCHER OUTS,2026-05-02,SD,CWS,,,,,,,0.2205,22.0%,,HIGH,False,Strong value; Starter confirmed,OVER 17.5 outs,105.0,0.7205,17.5,Michael King
PITCHER OUTS,2026-05-02,SEA,KC,,,,,,,0.1958,19.6%,,HIGH,False,Strong value; Starter confirmed,OVER 17.5 outs,-121.0,0.6958,17.5,Emerson Hancock
PITCHER OUTS,2026-05-02,BOS,HOU,,,,,,,0.1576,15.8%,,HIGH,False,Strong value; Starter confirmed,OVER 17.5 outs,-113.0,0.6576,17.5,Spencer Arrighetti
PITCHER OUTS,2026-05-02,NYY,BAL,,,,,,,0.1531,15.3%,,HIGH,False,Strong value; Starter confirmed,OVER 16.5 outs,-129.0,0.6531,16.5,Ryan Weathers
PITCHER OUTS,2026-05-02,STL,LAD,,,,,,,0.1456,14.6%,,HIGH,False,Strong value; Starter confirmed,OVER 15.5 outs,-105.0,0.6456,15.5,Michael McGreevy
PITCHER OUTS,2026-05-02,DET,TEX,,,,,,,0.1451,14.5%,,HIGH,False,Strong value; Starter confirmed,UNDER 15.5 outs,-155.0,0.6451,15.5,Kumar Rocker
PITCHER OUTS,2026-05-02,BOS,HOU,,,,,,,0.1145,11.5%,,MEDIUM,False,Strong value; Starter confirmed,OVER 15.5 outs,105.0,0.6145,15.5,Connelly Early
PITCHER OUTS,2026-05-02,MIN,TOR,,,,,,,0.1111,11.1%,,MEDIUM,False,Strong value; Starter confirmed,OVER 16.5 outs,-118.0,0.6111,16.5,Dylan Cease
PITCHER OUTS,2026-05-02,CHC,ARI,,,,,,,0.0996,10.0%,,NO PLAY,False,Standard play; Starter confirmed,OVER 18.5 outs,135.0,0.5996,18.5,Shota Imanaga
PITCHER OUTS,2026-05-02,WSH,MIL,,,,,,,0.0828,8.3%,,NO PLAY,False,Standard play; Starter confirmed,OVER 17.5 outs,-105.0,0.5828,17.5,Foster Griffin
PITCHER OUTS,2026-05-02,TB,SF,,,,,,,0.0653,6.5%,,NO PLAY,False,Standard play; Starter confirmed,OVER 17.5 outs,-125.0,0.5653,17.5,Landen Roupp
PITCHER OUTS,2026-05-02,PIT,CIN,,,,,,,0.0631,6.3%,,NO PLAY,False,Standard play; Starter confirmed,UNDER 15.5 outs,-115.0,0.5631,15.5,Rhett Lowder
PITCHER OUTS,2026-05-02,LAA,NYM,,,,,,,0.0558,5.6%,,NO PLAY,False,Standard play; Starter confirmed,UNDER 17.5 outs,100.0,0.5558,17.5,Nolan McLean
PITCHER OUTS,2026-05-02,OAK,CLE,,,,,,,0.052,5.2%,,NO PLAY,False,Standard play; Starter confirmed,OVER 14.7 outs,-110.0,0.552,14.7,Slade Cecconi
PITCHER OUTS,2026-05-02,LAA,NYM,,,,,,,0.0268,2.7%,,NO PLAY,False,Standard play; Starter confirmed,OVER 17.5 outs,-170.0,0.5268,17.5,Reid Detmers
PITCHER OUTS,2026-05-02,DET,TEX,,,,,,,0.0224,2.2%,,NO PLAY,False,Standard play; Starter confirmed,UNDER 15.5 outs,-105.0,0.5224,15.5,Keider Montero
PITCHER OUTS,2026-05-02,SEA,KC,,,,,,,0.0204,2.0%,,NO PLAY,False,Standard play; Starter confirmed,UNDER 17.5 outs,122.0,0.5204,17.5,Seth Lugo
PITCHER OUTS,2026-05-02,COL,ATL,,,,,,,0.0129,1.3%,,NO PLAY,False,Standard play; Starter confirmed,UNDER 17.0 outs,-110.0,0.5129,17.0,Chris Sale
BATTER HITS,2026-05-02,SEA,KC,,,,,,,0.3611,36.1%,,HIGH,True,Strong value,OVER 0.5 hits,-104.0,0.8611,0.5,Leo Rivas
BATTER HITS,2026-05-02,NYY,BAL,,,,,,,0.3315,33.1%,,HIGH,True,Strong value; In starting lineup,UNDER 0.5 hits,175.0,0.8315,0.5,Ben Rice
BATTER HITS,2026-05-02,DET,TEX,,,,,,,0.3286,32.9%,,HIGH,False,Strong value,OVER 0.5 hits,-105.0,0.8286,0.5,Jace Jung
BATTER HITS,2026-05-02,CHC,ARI,,,,,,,0.3269,32.7%,,HIGH,False,Strong value; In starting lineup,UNDER 0.5 hits,147.0,0.8269,0.5,Ildemaro Vargas
BATTER HITS,2026-05-02,SEA,KC,,,,,,,0.3184,31.8%,,HIGH,False,Strong value,OVER 0.5 hits,-169.0,0.8184,0.5,J.P. Crawford
BATTER HITS,2026-05-02,LAA,NYM,,,,,,,0.3085,30.9%,,HIGH,False,Strong value,OVER 0.5 hits,-128.0,0.8085,0.5,Yoan Moncada
BATTER HITS,2026-05-02,DET,TEX,,,,,,,0.2843,28.4%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,-140.0,0.7843,0.5,Wenceel Perez
BATTER HITS,2026-05-02,LAA,NYM,,,,,,,0.2808,28.1%,,HIGH,False,Strong value,UNDER 0.5 hits,166.0,0.7808,0.5,Juan Soto
BATTER HITS,2026-05-02,DET,TEX,,,,,,,0.2797,28.0%,,HIGH,False,Strong value,UNDER 1.5 hits,-263.0,0.7797,1.5,Josh Jung
BATTER HITS,2026-05-02,SD,CWS,,,,,,,0.2789,27.9%,,HIGH,False,Strong value,OVER 0.5 hits,-120.0,0.7789,0.5,Jake Cronenworth
BATTER HITS,2026-05-02,TB,SF,,,,,,,0.2735,27.3%,,HIGH,False,Strong value,UNDER 0.5 hits,156.0,0.7735,0.5,Jung Hoo Lee
BATTER HITS,2026-05-02,DET,TEX,,,,,,,0.2686,26.9%,,HIGH,False,Strong value,UNDER 0.5 hits,141.0,0.7686,0.5,Colt Keith
BATTER HITS,2026-05-02,PIT,CIN,,,,,,,0.2603,26.0%,,HIGH,False,Strong value; In starting lineup,UNDER 0.5 hits,175.0,0.7603,0.5,Nick Gonzales
BATTER HITS,2026-05-02,BOS,HOU,,,,,,,0.2571,25.7%,,HIGH,False,Strong value; In starting lineup,UNDER 1.5 hits,-238.0,0.7571,1.5,Yordan Alvarez
BATTER HITS,2026-05-02,MIN,TOR,,,,,,,0.2566,25.7%,,HIGH,False,Strong value; In starting lineup,OVER 0.5 hits,-105.0,0.7566,0.5,Matt Wallner
BATTER HITS,2026-05-02,STL,LAD,,,,,,,0.2497,25.0%,,HIGH,False,Strong value,UNDER 0.5 hits,175.0,0.7497,0.5,Jordan Walker
BATTER HITS,2026-05-02,MIA,PHI,,,,,,,0.2494,24.9%,,HIGH,False,Cold streak; Strong value; In starting lineup,UNDER 1.5 hits,-250.0,0.7494,1.5,Xavier Edwards
BATTER HITS,2026-05-02,LAA,NYM,,,,,,,0.2479,24.8%,,HIGH,False,Strong value,OVER 0.5 hits,-140.0,0.7479,0.5,Luis Torrens
BATTER HITS,2026-05-02,TB,SF,,,,,,,0.2474,24.7%,,HIGH,False,Strong value,OVER 0.5 hits,-135.0,0.7474,0.5,Cedric Mullins
BATTER HITS,2026-05-02,SD,CWS,,,,,,,0.2452,24.5%,,HIGH,False,Strong value,OVER 0.5 hits,-113.0,0.7452,0.5,Edgar Quero
BATTER HITS,2026-05-02,WSH,MIL,,,,,,,0.2434,24.3%,,HIGH,False,Strong value; In starting lineup,OVER 0.5 hits,-149.0,0.7434,0.5,Joey Ortiz
BATTER HITS,2026-05-02,DET,TEX,,,,,,,0.2431,24.3%,,HIGH,False,Strong value,OVER 0.5 hits,-122.0,0.7431,0.5,Josh Smith
