bet_type,game_date,home_team,away_team,underdog_team,home_sp_name,away_sp_name,underdog_odds,market_implied_prob,model_win_prob,edge,edge_pct,kelly_fraction,confidence,recommended,notes,pick,odds,model_prob,line,player_name
F5 TOTAL,2026-04-28,CIN,COL,,Chase Burns,TBD,,,,0.0834,8.3%,,NO PLAY,False,Hitter-friendly park favors OVER; Strong value; Both teams travel-fatigued,OVER,,0.5834,5.0,
F5 TOTAL,2026-04-28,TEX,NYY,,Jacob deGrom,Cam Schlittler,,,,0.081,8.1%,,NO PLAY,False,Elite SP matchup; Strong value; Both teams travel-fatigued,UNDER,,0.581,4.1,
F5 TOTAL,2026-04-28,CLE,TB,,Tanner Bibee,Nick Martinez,,,,0.0748,7.5%,,NO PLAY,False,Elite SP matchup; Both teams travel-fatigued,UNDER,,0.5748,4.1,
F5 TOTAL,2026-04-28,BAL,HOU,,Shane Baz,Kai-Wei Teng,,,,0.0701,7.0%,,NO PLAY,False,Both teams travel-fatigued,UNDER,,0.5701,5.0,
F5 TOTAL,2026-04-28,PHI,SF,,Jesús Luzardo,Tyler Mahle,,,,0.0567,5.7%,,NO PLAY,False,"Low-scoring teams, but line is set too low; Weak pitching matchup; Both teams travel-fatigued",OVER,,0.5567,4.4,
F5 TOTAL,2026-04-28,ATL,DET,,Martín Pérez,Casey Mize,,,,0.0437,4.4%,,NO PLAY,False,"High-scoring teams, but line is inflated; Elite SP matchup; Both teams travel-fatigued",UNDER,,0.5437,4.7,
F5 TOTAL,2026-04-28,MIL,ARI,,Chad Patrick,TBD,,,,0.0355,3.5%,,NO PLAY,False,Elite SP matchup; Both teams travel-fatigued,UNDER,,0.5355,4.4,
F5 TOTAL,2026-04-28,LAD,MIA,,Shohei Ohtani,Janson Junk,,,,0.0262,2.6%,,NO PLAY,False,"High-scoring teams, but line is inflated; Elite SP matchup; Both teams travel-fatigued",UNDER,,0.5262,4.1,
F5 TOTAL,2026-04-28,TOR,BOS,,Trey Yesavage,Payton Tolle,,,,0.0111,1.1%,,NO PLAY,False,"Elite SPs, but line overreacts; Both teams travel-fatigued",OVER,,0.5111,4.1,
F5 TOTAL,2026-04-28,CWS,LAA,,Davis Martin,José Soriano,,,,0.0106,1.1%,,NO PLAY,False,"Elite SPs, but line overreacts; Both teams travel-fatigued",OVER,,0.5106,4.1,
F5 TOTAL,2026-04-28,MIN,SEA,,Joe Ryan,Logan Gilbert,,,,0.0101,1.0%,,NO PLAY,False,Both teams travel-fatigued,OVER,,0.5101,4.1,
F5 TOTAL,2026-04-28,NYM,WSH,,Clay Holmes,Zack Littell,,,,0.0059,0.6%,,NO PLAY,False,Away team travel-fatigued,UNDER,,0.5059,4.1,
1ST INN ML,2026-04-28,CWS,LAA,,Davis Martin,José Soriano,,,,0.067,6.7%,,HIGH,True,Elite pitching matchup,LAA,-110.0,0.5908,,
1ST INN ML,2026-04-28,ATL,DET,,Martín Pérez,Casey Mize,,,,0.06,6.0%,,HIGH,True,Elite pitching matchup,DET,-110.0,0.5838,,
1ST INN ML,2026-04-28,BAL,HOU,,Shane Baz,Kai-Wei Teng,,,,0.0531,5.3%,,MEDIUM,False,Standard play,HOU,-110.0,0.5769,,
1ST INN ML,2026-04-28,PIT,STL,,TBD,Kyle Leahy,,,,0.0449,4.5%,,MEDIUM,False,Standard play,PIT,-110.0,0.5687,,
1ST INN ML,2026-04-28,MIL,ARI,,Chad Patrick,TBD,,,,0.0389,3.9%,,LOW,False,Elite pitching matchup,MIL,-110.0,0.5627,,
1ST INN ML,2026-04-28,TOR,BOS,,Trey Yesavage,Payton Tolle,,,,0.0364,3.6%,,LOW,False,Elite pitching matchup,BOS,-110.0,0.5602,,
1ST INN ML,2026-04-28,CLE,TB,,Tanner Bibee,Nick Martinez,,,,0.031,3.1%,,LOW,False,Elite pitching matchup,TB,-110.0,0.5548,,
1ST INN ML,2026-04-28,MIN,SEA,,Joe Ryan,Logan Gilbert,,,,0.0296,3.0%,,NO PLAY,False,Standard play,MIN,-110.0,0.5534,,
1ST INN ML,2026-04-28,TEX,NYY,,Jacob deGrom,Cam Schlittler,,,,0.028,2.8%,,NO PLAY,False,Elite pitching matchup,NYY,-110.0,0.5518,,
1ST INN ML,2026-04-28,LAD,MIA,,Shohei Ohtani,Janson Junk,,,,0.023,2.3%,,NO PLAY,False,Elite pitching matchup,MIA,-110.0,0.5468,,
1ST INN ML,2026-04-28,NYM,WSH,,Clay Holmes,Zack Littell,,,,0.0191,1.9%,,NO PLAY,False,Standard play,NYM,-110.0,0.5429,,
1ST INN ML,2026-04-28,CIN,COL,,Chase Burns,TBD,,,,0.0136,1.4%,,NO PLAY,False,Standard play,CIN,-110.0,0.5374,,
1ST INN ML,2026-04-28,OAK,KC,,TBD,Kris Bubic,,,,0.0109,1.1%,,NO PLAY,False,Standard play,KC,-110.0,0.5347,,
1ST INN ML,2026-04-28,PHI,SF,,Jesús Luzardo,Tyler Mahle,,,,-0.0023,-0.2%,,NO PLAY,False,Standard play,PHI,-110.0,0.5215,,
1ST INN ML,2026-04-28,SD,CHC,,Walker Buehler,Edward Cabrera,,,,-0.0157,-1.6%,,NO PLAY,False,Standard play,SD,-110.0,0.5081,,
1ST INN TOTAL,2026-04-28,LAD,MIA,,Shohei Ohtani,Janson Junk,,,,0.0644,6.4%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.5882,0.5,
1ST INN TOTAL,2026-04-28,SD,CHC,,Walker Buehler,Edward Cabrera,,,,0.0602,6.0%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.584,0.5,
1ST INN TOTAL,2026-04-28,CWS,LAA,,Davis Martin,José Soriano,,,,0.0464,4.6%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.5702,0.5,
1ST INN TOTAL,2026-04-28,ATL,DET,,Martín Pérez,Casey Mize,,,,0.0219,2.2%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.5457,0.5,
1ST INN TOTAL,2026-04-28,TEX,NYY,,Jacob deGrom,Cam Schlittler,,,,0.0202,2.0%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.544,0.5,
1ST INN TOTAL,2026-04-28,BAL,HOU,,Shane Baz,Kai-Wei Teng,,,,0.0182,1.8%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.542,0.5,
1ST INN TOTAL,2026-04-28,OAK,KC,,TBD,Kris Bubic,,,,0.0114,1.1%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.5352,0.5,
1ST INN TOTAL,2026-04-28,CLE,TB,,Tanner Bibee,Nick Martinez,,,,0.0067,0.7%,,NO PLAY,False,Elite SPs keep 1st clean,UNDER 0.5,-110.0,0.5305,0.5,
1ST INN TOTAL,2026-04-28,MIL,ARI,,Chad Patrick,TBD,,,,0.0016,0.2%,,NO PLAY,False,Elite SPs keep 1st clean,UNDER 0.5,-110.0,0.5254,0.5,
1ST INN TOTAL,2026-04-28,TOR,BOS,,Trey Yesavage,Payton Tolle,,,,-0.0013,-0.1%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.5225,0.5,
1ST INN TOTAL,2026-04-28,CIN,COL,,Chase Burns,TBD,,,,-0.0038,-0.4%,,NO PLAY,False,Hitter-friendly park,OVER 0.5,-110.0,0.52,0.5,
1ST INN TOTAL,2026-04-28,PHI,SF,,Jesús Luzardo,Tyler Mahle,,,,-0.0072,-0.7%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.5167,0.5,
1ST INN TOTAL,2026-04-28,NYM,WSH,,Clay Holmes,Zack Littell,,,,-0.0161,-1.6%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.5077,0.5,
1ST INN TOTAL,2026-04-28,MIN,SEA,,Joe Ryan,Logan Gilbert,,,,-0.02,-2.0%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.5038,0.5,
1ST INN TOTAL,2026-04-28,PIT,STL,,TBD,Kyle Leahy,,,,-0.0219,-2.2%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.502,0.5,
PITCHER K,2026-04-28,ATL,DET,,,,,,,0.3095,30.9%,,HIGH,True,Strong value,UNDER 4.5 Ks,-105.0,0.8095,4.5,Casey Mize
PITCHER K,2026-04-28,PHI,SF,,,,,,,0.2782,27.8%,,HIGH,True,Strong value,UNDER 4.5 Ks,-119.0,0.7782,4.5,Tyler Mahle
PITCHER K,2026-04-28,CLE,TB,,,,,,,0.2104,21.0%,,HIGH,True,Low K average; Strong value,UNDER 4.5 Ks,-110.0,0.7104,4.5,Tanner Bibee
PITCHER K,2026-04-28,NYM,WSH,,,,,,,0.1982,19.8%,,HIGH,False,Low K average; Strong value,UNDER 3.5 Ks,-114.0,0.6982,3.5,Zack Littell
PITCHER K,2026-04-28,TEX,NYY,,,,,,,0.186,18.6%,,HIGH,False,Strong value,UNDER 6.5 Ks,-155.0,0.686,6.5,Cam Schlittler
PITCHER K,2026-04-28,CWS,LAA,,,,,,,0.1781,17.8%,,HIGH,False,Facing high-K team; Strong value,OVER 4.5 Ks,-132.0,0.6781,4.5,Davis Martin
PITCHER K,2026-04-28,LAD,MIA,,,,,,,0.1671,16.7%,,HIGH,False,Facing high-K team; Strong value,OVER 3.5 Ks,-103.0,0.6671,3.5,Janson Junk
PITCHER K,2026-04-28,SD,CHC,,,,,,,0.1644,16.4%,,HIGH,False,Low K average; Strong value,UNDER 3.5 Ks,102.0,0.6644,3.5,Walker Buehler
PITCHER K,2026-04-28,MIL,ARI,,,,,,,0.1528,15.3%,,HIGH,False,Low K average; Strong value,UNDER 4.5 Ks,-169.0,0.6528,4.5,Chad Patrick
PITCHER K,2026-04-28,SD,CHC,,,,,,,0.1443,14.4%,,HIGH,False,Low K average; Strong value,UNDER 4.5 Ks,-107.0,0.6443,4.5,Edward Cabrera
PITCHER K,2026-04-28,ATL,DET,,,,,,,0.141,14.1%,,HIGH,False,Facing high-K team; Strong value,OVER 3.1 Ks,-110.0,0.641,3.1,Martín Pérez
PITCHER K,2026-04-28,BAL,HOU,,,,,,,0.0866,8.7%,,LOW,False,Low K average,UNDER 4.5 Ks,105.0,0.5866,4.5,Shane Baz
PITCHER K,2026-04-28,PIT,STL,,,,,,,0.065,6.5%,,NO PLAY,False,Facing high-K team,OVER 2.5 Ks,-110.0,0.565,2.5,Kyle Leahy
PITCHER K,2026-04-28,NYM,WSH,,,,,,,0.065,6.5%,,NO PLAY,False,Facing high-K team,OVER 4.5 Ks,118.0,0.565,4.5,Clay Holmes
PITCHER K,2026-04-28,CIN,COL,,,,,,,0.0538,5.4%,,NO PLAY,False,Facing high-K team,OVER 7.5 Ks,110.0,0.5538,7.5,Chase Burns
PITCHER K,2026-04-28,CLE,TB,,,,,,,0.0458,4.6%,,NO PLAY,False,Low K average,UNDER 3.5 Ks,100.0,0.5458,3.5,Nick Martinez
PITCHER K,2026-04-28,PHI,SF,,,,,,,0.0445,4.5%,,NO PLAY,False,Standard play,UNDER 6.5 Ks,110.0,0.5445,6.5,Jesús Luzardo
PITCHER K,2026-04-28,TEX,NYY,,,,,,,0.0397,4.0%,,NO PLAY,False,Standard play,UNDER 7.5 Ks,-156.0,0.5397,7.5,Jacob deGrom
PITCHER K,2026-04-28,LAD,MIA,,,,,,,0.0294,2.9%,,NO PLAY,False,Low K average,UNDER 6.5 Ks,-111.0,0.5294,6.5,Shohei Ohtani
PITCHER K,2026-04-28,CWS,LAA,,,,,,,0.0263,2.6%,,NO PLAY,False,Facing high-K team; High K average,OVER 5.5 Ks,-154.0,0.5263,5.5,José Soriano
PITCHER K,2026-04-28,BAL,HOU,,,,,,,0.0229,2.3%,,NO PLAY,False,Facing high-K team,OVER 4.5 Ks,-110.0,0.5229,4.5,Kai-Wei Teng
PITCHER K,2026-04-28,OAK,KC,,,,,,,0.0229,2.3%,,NO PLAY,False,Standard play,UNDER 5.3 Ks,-110.0,0.5229,5.3,Kris Bubic
PITCHER K,2026-04-28,MIN,SEA,,,,,,,0.0187,1.9%,,NO PLAY,False,Standard play,UNDER 5.5 Ks,107.0,0.5187,5.5,Joe Ryan
PITCHER K,2026-04-28,MIN,SEA,,,,,,,0.0179,1.8%,,NO PLAY,False,Standard play,UNDER 5.5 Ks,105.0,0.5179,5.5,Logan Gilbert
PITCHER OUTS,2026-04-28,BAL,HOU,,,,,,,0.4714,47.1%,,HIGH,True,Strong value,OVER 10.1 outs,-110.0,0.9714,10.1,Kai-Wei Teng
PITCHER OUTS,2026-04-28,SD,CHC,,,,,,,0.447,44.7%,,HIGH,True,Strong value,OVER 14.5 outs,-150.0,0.947,14.5,Walker Buehler
PITCHER OUTS,2026-04-28,LAD,MIA,,,,,,,0.3611,36.1%,,HIGH,True,Strong value,OVER 18.5 outs,133.0,0.8611,18.5,Shohei Ohtani
PITCHER OUTS,2026-04-28,TEX,NYY,,,,,,,0.304,30.4%,,HIGH,False,Strong value,UNDER 17.5 outs,-110.0,0.804,17.5,Cam Schlittler
PITCHER OUTS,2026-04-28,TEX,NYY,,,,,,,0.2733,27.3%,,HIGH,False,Strong value,OVER 16.5 outs,-111.0,0.7733,16.5,Jacob deGrom
PITCHER OUTS,2026-04-28,PIT,STL,,,,,,,0.2618,26.2%,,HIGH,False,Strong value,OVER 13.9 outs,-110.0,0.7618,13.9,Kyle Leahy
PITCHER OUTS,2026-04-28,CIN,COL,,,,,,,0.2601,26.0%,,HIGH,False,Strong value,OVER 17.5 outs,-121.0,0.7601,17.5,Chase Burns
PITCHER OUTS,2026-04-28,CLE,TB,,,,,,,0.249,24.9%,,HIGH,False,Strong value,UNDER 15.5 outs,-110.0,0.749,15.5,Nick Martinez
PITCHER OUTS,2026-04-28,CWS,LAA,,,,,,,0.2451,24.5%,,HIGH,False,Strong value,UNDER 17.5 outs,-104.0,0.7451,17.5,José Soriano
PITCHER OUTS,2026-04-28,PHI,SF,,,,,,,0.2396,24.0%,,HIGH,False,Strong value,OVER 15.5 outs,115.0,0.7396,15.5,Tyler Mahle
PITCHER OUTS,2026-04-28,MIL,ARI,,,,,,,0.2382,23.8%,,HIGH,False,Strong value,OVER 15.5 outs,116.0,0.7382,15.5,Chad Patrick
PITCHER OUTS,2026-04-28,SD,CHC,,,,,,,0.1773,17.7%,,HIGH,False,Strong value,UNDER 17.5 outs,-120.0,0.6773,17.5,Edward Cabrera
PITCHER OUTS,2026-04-28,PHI,SF,,,,,,,0.1499,15.0%,,HIGH,False,Strong value,OVER 17.5 outs,-180.0,0.6499,17.5,Jesús Luzardo
PITCHER OUTS,2026-04-28,CWS,LAA,,,,,,,0.1415,14.1%,,HIGH,False,Strong value,UNDER 16.5 outs,-110.0,0.6415,16.5,Davis Martin
PITCHER OUTS,2026-04-28,CLE,TB,,,,,,,0.1375,13.7%,,HIGH,False,Strong value,OVER 17.5 outs,-129.0,0.6375,17.5,Tanner Bibee
PITCHER OUTS,2026-04-28,BAL,HOU,,,,,,,0.1259,12.6%,,HIGH,False,Strong value,OVER 17.5 outs,-115.0,0.6259,17.5,Shane Baz
PITCHER OUTS,2026-04-28,MIN,SEA,,,,,,,0.1214,12.1%,,HIGH,False,Strong value,OVER 16.5 outs,-124.0,0.6214,16.5,Joe Ryan
PITCHER OUTS,2026-04-28,NYM,WSH,,,,,,,0.1101,11.0%,,MEDIUM,False,Strong value,UNDER 16.5 outs,-115.0,0.6101,16.5,Zack Littell
PITCHER OUTS,2026-04-28,ATL,DET,,,,,,,0.0903,9.0%,,LOW,False,Standard play,OVER 15.3 outs,-110.0,0.5903,15.3,Martín Pérez
PITCHER OUTS,2026-04-28,ATL,DET,,,,,,,0.0802,8.0%,,LOW,False,Standard play,UNDER 16.7 outs,-110.0,0.5802,16.7,Casey Mize
PITCHER OUTS,2026-04-28,NYM,WSH,,,,,,,0.0588,5.9%,,NO PLAY,False,Standard play,UNDER 17.5 outs,-131.0,0.5588,17.5,Clay Holmes
PITCHER OUTS,2026-04-28,LAD,MIA,,,,,,,0.0392,3.9%,,NO PLAY,False,Standard play,UNDER 15.5 outs,-135.0,0.5392,15.5,Janson Junk
PITCHER OUTS,2026-04-28,OAK,KC,,,,,,,0.0269,2.7%,,NO PLAY,False,Standard play,OVER 16.7 outs,-110.0,0.5269,16.7,Kris Bubic
PITCHER OUTS,2026-04-28,MIN,SEA,,,,,,,0.017,1.7%,,NO PLAY,False,Standard play,OVER 17.5 outs,-137.0,0.517,17.5,Logan Gilbert
BATTER HITS,2026-04-28,MIN,SEA,,,,,,,0.3491,34.9%,,HIGH,True,Strong value,OVER 0.5 hits,-118.0,0.8491,0.5,Leo Rivas
BATTER HITS,2026-04-28,SD,CHC,,,,,,,0.314,31.4%,,HIGH,True,Strong value,OVER 0.5 hits,-123.0,0.814,0.5,Jake Cronenworth
BATTER HITS,2026-04-28,CIN,COL,,,,,,,0.3033,30.3%,,HIGH,True,Hot streak; Strong value,OVER 0.5 hits,-217.0,0.8033,0.5,TJ Friedl
BATTER HITS,2026-04-28,MIN,SEA,,,,,,,0.2987,29.9%,,HIGH,False,Strong value,OVER 0.5 hits,-196.0,0.7987,0.5,J.P. Crawford
BATTER HITS,2026-04-28,SD,CHC,,,,,,,0.2973,29.7%,,HIGH,False,Strong value,UNDER 0.5 hits,130.0,0.7973,0.5,Moisés Ballesteros
BATTER HITS,2026-04-28,LAD,MIA,,,,,,,0.2861,28.6%,,HIGH,False,Strong value,UNDER 0.5 hits,129.0,0.7861,0.5,Xavier Edwards
BATTER HITS,2026-04-28,CIN,COL,,,,,,,0.2853,28.5%,,HIGH,False,Strong value,OVER 0.5 hits,-175.0,0.7853,0.5,Tyler Stephenson
BATTER HITS,2026-04-28,ATL,DET,,,,,,,0.2841,28.4%,,HIGH,False,Strong value,UNDER 0.5 hits,136.0,0.7841,0.5,Dominic Smith
BATTER HITS,2026-04-28,PHI,SF,,,,,,,0.2831,28.3%,,HIGH,False,Strong value,UNDER 0.5 hits,144.0,0.7831,0.5,Jung Hoo Lee
BATTER HITS,2026-04-28,TEX,NYY,,,,,,,0.2826,28.3%,,HIGH,False,Strong value,OVER 0.5 hits,-135.0,0.7826,0.5,Josh Smith
BATTER HITS,2026-04-28,TOR,BOS,,,,,,,0.2804,28.0%,,HIGH,False,Strong value,OVER 0.5 hits,-113.0,0.7804,0.5,Tyler Heineman
BATTER HITS,2026-04-28,LAD,MIA,,,,,,,0.2783,27.8%,,HIGH,False,Strong value,OVER 0.5 hits,-140.0,0.7783,0.5,Jakob Marsee
BATTER HITS,2026-04-28,ATL,DET,,,,,,,0.278,27.8%,,HIGH,False,Strong value,UNDER 0.5 hits,159.0,0.778,0.5,Matt Olson
BATTER HITS,2026-04-28,CWS,LAA,,,,,,,0.2753,27.5%,,HIGH,False,Strong value,OVER 0.5 hits,-160.0,0.7753,0.5,Yoan Moncada
BATTER HITS,2026-04-28,PHI,SF,,,,,,,0.2721,27.2%,,HIGH,False,Strong value,OVER 0.5 hits,-105.0,0.7721,0.5,Patrick Bailey
BATTER HITS,2026-04-28,TEX,NYY,,,,,,,0.2658,26.6%,,HIGH,False,Strong value,OVER 0.5 hits,-152.0,0.7658,0.5,Trent Grisham
BATTER HITS,2026-04-28,TEX,NYY,,,,,,,0.2636,26.4%,,HIGH,False,Strong value,OVER 0.5 hits,-111.0,0.7636,0.5,Austin Wells
BATTER HITS,2026-04-28,BAL,HOU,,,,,,,0.2634,26.3%,,HIGH,False,Strong value,UNDER 0.5 hits,160.0,0.7634,0.5,Adley Rutschman
BATTER HITS,2026-04-28,CWS,LAA,,,,,,,0.2626,26.3%,,HIGH,False,Strong value,OVER 0.5 hits,-130.0,0.7626,0.5,Edgar Quero
BATTER HITS,2026-04-28,MIL,ARI,,,,,,,0.2616,26.2%,,HIGH,False,Strong value,UNDER 0.5 hits,142.0,0.7616,0.5,Ildemaro Vargas
BATTER HITS,2026-04-28,BAL,HOU,,,,,,,0.2589,25.9%,,HIGH,False,Strong value,UNDER 0.5 hits,140.0,0.7589,0.5,Taylor Ward
BATTER HITS,2026-04-28,MIN,SEA,,,,,,,0.2579,25.8%,,HIGH,False,Strong value,OVER 0.5 hits,105.0,0.7579,0.5,Matt Wallner
BATTER HITS,2026-04-28,CWS,LAA,,,,,,,0.253,25.3%,,HIGH,False,Strong value,OVER 0.5 hits,-160.0,0.753,0.5,Josh Lowe
BATTER HITS,2026-04-28,MIL,ARI,,,,,,,0.2521,25.2%,,HIGH,False,Strong value,UNDER 0.5 hits,120.0,0.7521,0.5,Nolan Arenado
BATTER HITS,2026-04-28,BAL,HOU,,,,,,,0.2492,24.9%,,HIGH,False,Strong value,UNDER 1.5 hits,-244.0,0.7492,1.5,Yordan Alvarez
BATTER HITS,2026-04-28,CLE,TB,,,,,,,0.2491,24.9%,,HIGH,False,Strong value,OVER 0.5 hits,-140.0,0.7491,0.5,Richie Palacios
BATTER HITS,2026-04-28,CLE,TB,,,,,,,0.2476,24.8%,,HIGH,False,Strong value,OVER 0.5 hits,-145.0,0.7476,0.5,Kyle Manzardo
BATTER HITS,2026-04-28,PHI,SF,,,,,,,0.2475,24.8%,,HIGH,False,Strong value,OVER 0.5 hits,-105.0,0.7475,0.5,Drew Gilbert
BATTER HITS,2026-04-28,MIL,ARI,,,,,,,0.2461,24.6%,,HIGH,False,Strong value,UNDER 0.5 hits,141.0,0.7461,0.5,Jose Fernandez
