bet_type,game_date,home_team,away_team,underdog_team,home_sp_name,away_sp_name,underdog_odds,market_implied_prob,model_win_prob,edge,edge_pct,kelly_fraction,confidence,recommended,notes,pick,odds,model_prob,line,player_name
MONEYLINE,2026-05-05,HOU,LAD,HOU,Peter Lambert,Shohei Ohtani,189.0,0.346,0.4737,0.1277,12.8%,0.1952,HIGH,False,Facing elite SP; Strong value play; Home underdog; Favorite is travel-fatigued; Underdog is travel-fatigued; FILTERED: Underdog win% below .450,,,,,
MONEYLINE,2026-05-05,COL,NYM,COL,Michael Lorenzen,Freddy Peralta,139.0,0.4184,0.4826,0.0642,6.4%,0.1103,MEDIUM,False,Underdog on 5L skid; Good value; Home underdog; Favorite is travel-fatigued; Underdog is travel-fatigued; FILTERED: Underdog win% below .450,,,,,
MONEYLINE,2026-05-05,CHC,CIN,CIN,Jameson Taillon,Andrew Abbott,140.0,0.4167,0.4285,0.0118,1.2%,0.0203,NO PLAY,False,Underdog on 4L skid; Favorite on 6L skid; Favorite is travel-fatigued; Underdog is travel-fatigued; FILTERED: Favorite win% above .550,,,,,
MONEYLINE,2026-05-05,DET,BOS,BOS,Framber Valdez,Jovani Morán,135.0,0.4255,0.3824,-0.0431,-4.3%,0.0,NO PLAY,False,Underdog SP has better ERA; Favorite is travel-fatigued; Underdog is travel-fatigued; FILTERED: Underdog win% below .450,,,,,
RUN LINE,2026-05-05,COL,NYM,COL,Michael Lorenzen,Freddy Peralta,139.0,0.5122,,0.1204,12.0%,0.2468,HIGH,True,Strong ML probability boosts +1.5 cover; Strong value on run line; Favorite is travel-fatigued; Home underdog,COL +1.5,-105.0,0.6326,,
RUN LINE,2026-05-05,HOU,LAD,HOU,Peter Lambert,Shohei Ohtani,189.0,0.5671,,0.0566,5.7%,0.1307,NO PLAY,False,Strong ML probability boosts +1.5 cover; Favorite is travel-fatigued; Home underdog,HOU +1.5,-131.0,0.6237,,
RUN LINE,2026-05-05,CHC,CIN,CIN,Jameson Taillon,Andrew Abbott,140.0,0.6154,,-0.0369,-3.7%,0.0,NO PLAY,False,Favorite is travel-fatigued,CIN +1.5,-160.0,0.5785,,
RUN LINE,2026-05-05,DET,BOS,BOS,Framber Valdez,Jovani Morán,135.0,0.6078,,-0.0755,-7.5%,0.0,NO PLAY,False,Favorite is travel-fatigued,BOS +1.5,-155.0,0.5324,,
FULL GAME TOTAL,2026-05-05,SEA,ATL,,George Kirby,Bryce Elder,,,,0.1581,15.8%,,MEDIUM,True,Pitcher-friendly park favors UNDER; Elite SP matchup; Strong value; Both teams travel-fatigued,UNDER,,0.6581,7.5,
FULL GAME TOTAL,2026-05-05,CHC,CIN,,Jameson Taillon,Andrew Abbott,,,,0.1337,13.4%,,LOW,False,"Weak pitching, but line already accounts for it; Strong value; Both teams travel-fatigued",UNDER,,0.6337,8.0,
FULL GAME TOTAL,2026-05-05,COL,NYM,,Michael Lorenzen,Freddy Peralta,,,,0.1287,12.9%,,LOW,False,Hitter-friendly park favors OVER; Strong value; Both teams travel-fatigued,OVER,,0.6287,9.5,
FULL GAME TOTAL,2026-05-05,HOU,LAD,,Peter Lambert,Shohei Ohtani,,,,0.0978,9.8%,,NO PLAY,False,"High-scoring teams, but line is inflated; Elite SP matchup; Strong value; Both teams travel-fatigued",UNDER,,0.5978,8.5,
FULL GAME TOTAL,2026-05-05,STL,MIL,,Andre Pallante,Brandon Sproat,,,,0.0921,9.2%,,NO PLAY,False,"High-scoring teams, but line is inflated; Weak pitching, but line already accounts for it; Strong value; Both teams travel-fatigued",UNDER,,0.5921,7.5,
FULL GAME TOTAL,2026-05-05,NYY,TEX,,Elmer Rodríguez,Jacob deGrom,,,,0.0902,9.0%,,NO PLAY,False,"Hitter-friendly park, but other factors favor UNDER; Elite SP matchup; Strong value; Both teams travel-fatigued",UNDER,,0.5902,9.0,
FULL GAME TOTAL,2026-05-05,WSH,MIN,,Cade Cavalli,Taj Bradley,,,,0.0789,7.9%,,NO PLAY,False,Elite SP matchup; Both teams travel-fatigued,UNDER,,0.5789,9.5,
FULL GAME TOTAL,2026-05-05,TB,TOR,,Drew Rasmussen,Kevin Gausman,,,,0.0493,4.9%,,NO PLAY,False,Elite SP matchup; Both teams travel-fatigued,UNDER,,0.5493,7.0,
FULL GAME TOTAL,2026-05-05,ARI,PIT,,Eduardo Rodriguez,Bubba Chandler,,,,0.0286,2.9%,,NO PLAY,False,Hitter-friendly park favors OVER; Both teams travel-fatigued,OVER,,0.5286,9.0,
FULL GAME TOTAL,2026-05-05,DET,BOS,,Framber Valdez,Jovani Morán,,,,0.0227,2.3%,,NO PLAY,False,Elite SP matchup; Both teams travel-fatigued,UNDER,,0.5227,8.5,
FULL GAME TOTAL,2026-05-05,SF,SD,,Logan Webb,Walker Buehler,,,,0.0215,2.2%,,NO PLAY,False,Pitcher-friendly park favors UNDER; Low-scoring teams; Both teams travel-fatigued,UNDER,,0.5215,7.5,
FULL GAME TOTAL,2026-05-05,MIA,BAL,,Sandy Alcantara,Chris Bassitt,,,,0.0162,1.6%,,NO PLAY,False,Pitcher-friendly park favors UNDER; Both teams travel-fatigued,UNDER,,0.5162,8.5,
FULL GAME TOTAL,2026-05-05,LAA,CWS,,Sam Aldegheri,Erick Fedde,,,,0.0105,1.1%,,NO PLAY,False,Both teams travel-fatigued,UNDER,,0.5105,9.0,
FULL GAME TOTAL,2026-05-05,KC,CLE,,Stephen Kolek,Gavin Williams,,,,0.0086,0.9%,,NO PLAY,False,Both teams travel-fatigued,OVER,,0.5086,7.5,
F5 TOTAL,2026-05-05,NYY,TEX,,Elmer Rodríguez,Jacob deGrom,,,,0.1573,15.7%,,MEDIUM,True,"Hitter-friendly park, but other factors favor UNDER; Elite SP matchup; Strong value; Both teams travel-fatigued",UNDER,,0.6573,5.0,
F5 TOTAL,2026-05-05,SF,SD,,Logan Webb,Walker Buehler,,,,0.1134,11.3%,,NO PLAY,False,Pitcher-friendly park favors UNDER; Low-scoring teams; Strong value; Both teams travel-fatigued,UNDER,,0.6134,4.1,
F5 TOTAL,2026-05-05,COL,NYM,,Michael Lorenzen,Freddy Peralta,,,,0.1057,10.6%,,NO PLAY,False,Hitter-friendly park favors OVER; Strong value; Both teams travel-fatigued,OVER,,0.6057,5.2,
F5 TOTAL,2026-05-05,CHC,CIN,,Jameson Taillon,Andrew Abbott,,,,0.0908,9.1%,,NO PLAY,False,"Weak pitching, but line already accounts for it; Strong value; Both teams travel-fatigued",UNDER,,0.5908,4.4,
F5 TOTAL,2026-05-05,STL,MIL,,Andre Pallante,Brandon Sproat,,,,0.0781,7.8%,,NO PLAY,False,"High-scoring teams, but line is inflated; Weak pitching, but line already accounts for it; Both teams travel-fatigued",UNDER,,0.5781,4.1,
F5 TOTAL,2026-05-05,SEA,ATL,,George Kirby,Bryce Elder,,,,0.0689,6.9%,,NO PLAY,False,Pitcher-friendly park favors UNDER; Elite SP matchup; Both teams travel-fatigued,UNDER,,0.5689,4.1,
F5 TOTAL,2026-05-05,WSH,MIN,,Cade Cavalli,Taj Bradley,,,,0.0589,5.9%,,NO PLAY,False,Elite SP matchup; Both teams travel-fatigued,UNDER,,0.5589,5.2,
F5 TOTAL,2026-05-05,HOU,LAD,,Peter Lambert,Shohei Ohtani,,,,0.0531,5.3%,,NO PLAY,False,"High-scoring teams, but line is inflated; Elite SP matchup; Both teams travel-fatigued",UNDER,,0.5531,4.7,
F5 TOTAL,2026-05-05,TB,TOR,,Drew Rasmussen,Kevin Gausman,,,,0.0437,4.4%,,NO PLAY,False,Elite SP matchup; Both teams travel-fatigued,UNDER,,0.5437,3.9,
F5 TOTAL,2026-05-05,ARI,PIT,,Eduardo Rodriguez,Bubba Chandler,,,,0.033,3.3%,,NO PLAY,False,Hitter-friendly park favors OVER; Both teams travel-fatigued,OVER,,0.533,5.0,
F5 TOTAL,2026-05-05,KC,CLE,,Stephen Kolek,Gavin Williams,,,,0.0126,1.3%,,NO PLAY,False,Both teams travel-fatigued,UNDER,,0.5126,4.1,
F5 TOTAL,2026-05-05,MIA,BAL,,Sandy Alcantara,Chris Bassitt,,,,0.0126,1.3%,,NO PLAY,False,"Pitcher-friendly park, but other factors favor OVER; Both teams travel-fatigued",OVER,,0.5126,4.7,
F5 TOTAL,2026-05-05,LAA,CWS,,Sam Aldegheri,Erick Fedde,,,,0.0077,0.8%,,NO PLAY,False,Both teams travel-fatigued,UNDER,,0.5077,5.0,
F5 TOTAL,2026-05-05,DET,BOS,,Framber Valdez,Jovani Morán,,,,0.0055,0.6%,,NO PLAY,False,Elite SP matchup; Both teams travel-fatigued,UNDER,,0.5055,4.7,
1ST INN ML,2026-05-05,TB,TOR,,Drew Rasmussen,Kevin Gausman,,,,0.1001,10.0%,,HIGH,True,Elite pitching matchup; Strong value,TOR,-110.0,0.6239,,
1ST INN ML,2026-05-05,ARI,PIT,,Eduardo Rodriguez,Bubba Chandler,,,,0.0988,9.9%,,HIGH,True,Standard play,ARI,-110.0,0.6226,,
1ST INN ML,2026-05-05,STL,MIL,,Andre Pallante,Brandon Sproat,,,,0.0635,6.4%,,HIGH,False,Standard play,STL,-110.0,0.5873,,
1ST INN ML,2026-05-05,CHC,CIN,,Jameson Taillon,Andrew Abbott,,,,0.0573,5.7%,,MEDIUM,False,Standard play,CHC,-110.0,0.5811,,
1ST INN ML,2026-05-05,PHI,OAK,,Cristopher Sánchez,Luis Severino,,,,0.0556,5.6%,,MEDIUM,False,Standard play,PHI,-110.0,0.5794,,
