bet_type,game_date,home_team,away_team,underdog_team,home_sp_name,away_sp_name,underdog_odds,market_implied_prob,model_win_prob,edge,edge_pct,kelly_fraction,confidence,recommended,notes,pick,odds,model_prob,line,player_name
MONEYLINE,2026-05-03,COL,ATL,COL,Kyle Freeland,Spencer Strider,135.0,0.4255,0.6303,0.2048,20.5%,0.3565,HIGH,False,Underdog SP has better ERA; Strong value play; Home underdog; Favorite is travel-fatigued; Underdog is travel-fatigued; FILTERED: Underdog win% below .450,,,,,
MONEYLINE,2026-05-03,BOS,HOU,HOU,Ranger Suarez,Cody Bolton,145.0,0.4082,0.5203,0.1121,11.2%,0.1895,HIGH,False,Facing elite SP; Strong value play; Favorite is travel-fatigued; Underdog is travel-fatigued; FILTERED: Underdog win% below .450,,,,,
MONEYLINE,2026-05-03,WSH,MIL,WSH,PJ Poulin,Logan Henderson,125.0,0.4444,0.5423,0.0978,9.8%,0.1761,MEDIUM,False,Underdog SP has better ERA; Favorite on 3L skid; Strong value play; Home underdog; Favorite is travel-fatigued; Underdog is travel-fatigued; FILTERED: Underdog win% below .450,,,,,
MONEYLINE,2026-05-03,SD,CWS,CWS,Griffin Canning,Anthony Kay,153.0,0.3953,0.419,0.0238,2.4%,0.0393,NO PLAY,False,Underdog on 5L skid; Favorite on 4L skid; Favorite is travel-fatigued; Underdog is travel-fatigued; FILTERED: Favorite win% above .550,,,,,
MONEYLINE,2026-05-03,NYY,BAL,BAL,Max Fried,Trey Gibson,194.0,0.3401,0.3364,-0.0037,-0.4%,0.0,NO PLAY,False,Facing elite SP; Favorite is travel-fatigued; Underdog is travel-fatigued; FILTERED: Favorite win% above .550,,,,,
MONEYLINE,2026-05-03,CHC,ARI,ARI,Matthew Boyd,Merrill Kelly,134.0,0.4274,0.3823,-0.0451,-4.5%,0.0,NO PLAY,False,Favorite on 4L skid; Favorite is travel-fatigued; Underdog is travel-fatigued; FILTERED: Favorite win% above .550,,,,,
RUN LINE,2026-05-03,COL,ATL,COL,Kyle Freeland,Spencer Strider,135.0,0.5122,,0.2681,26.8%,0.5497,HIGH,True,Strong ML probability boosts +1.5 cover; Strong value on run line; Favorite is travel-fatigued; Home underdog,COL +1.5,-105.0,0.7803,,
RUN LINE,2026-05-03,WSH,MIL,WSH,PJ Poulin,Logan Henderson,125.0,0.4695,,0.2228,22.3%,0.4199,HIGH,False,Strong ML probability boosts +1.5 cover; Strong value on run line; Favorite is travel-fatigued; Home underdog,WSH +1.5,113.0,0.6923,,
RUN LINE,2026-05-03,BOS,HOU,HOU,Ranger Suarez,Cody Bolton,145.0,0.5984,,0.0719,7.2%,0.179,LOW,False,Strong ML probability boosts +1.5 cover; Favorite is travel-fatigued,HOU +1.5,-149.0,0.6703,,
RUN LINE,2026-05-03,SD,CWS,CWS,Griffin Canning,Anthony Kay,153.0,0.5763,,-0.0072,-0.7%,0.0,NO PLAY,False,Favorite is travel-fatigued,CWS +1.5,-136.0,0.569,,
RUN LINE,2026-05-03,NYY,BAL,BAL,Max Fried,Trey Gibson,194.0,0.5,,-0.0136,-1.4%,0.0,NO PLAY,False,Favorite is travel-fatigued,BAL +1.5,100.0,0.4864,,
RUN LINE,2026-05-03,CHC,ARI,ARI,Matthew Boyd,Merrill Kelly,134.0,0.5833,,-0.0511,-5.1%,0.0,NO PLAY,False,Favorite is travel-fatigued,ARI +1.5,-140.0,0.5323,,
FULL GAME TOTAL,2026-05-03,NYY,BAL,,Max Fried,Trey Gibson,,,,0.1147,11.5%,,NO PLAY,True,"Hitter-friendly park, but other factors favor UNDER; Elite SP matchup; Strong value; Both teams travel-fatigued",UNDER,,0.6147,9.0,
FULL GAME TOTAL,2026-05-03,STL,LAD,,Dustin May,Justin Wrobleski,,,,0.0957,9.6%,,NO PLAY,False,"High-scoring teams, but line is inflated; Elite SP matchup; Strong value; Both teams travel-fatigued",UNDER,,0.5957,9.5,
FULL GAME TOTAL,2026-05-03,CHC,ARI,,Matthew Boyd,Merrill Kelly,,,,0.0933,9.3%,,NO PLAY,False,"Weak pitching, but line already accounts for it; Strong value; Both teams travel-fatigued",UNDER,,0.5933,11.5,
FULL GAME TOTAL,2026-05-03,DET,TEX,,Tyler Holton,Jack Leiter,,,,0.0824,8.2%,,NO PLAY,False,"Weak pitching, but line already accounts for it; Strong value; Both teams travel-fatigued",UNDER,,0.5824,8.0,
FULL GAME TOTAL,2026-05-03,MIA,PHI,,Chris Paddack,Jesús Luzardo,,,,0.0782,7.8%,,NO PLAY,False,"Pitcher-friendly park favors UNDER; Weak pitching, but line already accounts for it; Both teams travel-fatigued",UNDER,,0.5782,8.0,
FULL GAME TOTAL,2026-05-03,BOS,HOU,,Ranger Suarez,Cody Bolton,,,,0.0571,5.7%,,NO PLAY,False,"Hitter-friendly park, but other factors favor UNDER; Both teams travel-fatigued",UNDER,,0.5571,8.5,
FULL GAME TOTAL,2026-05-03,PIT,CIN,,Braxton Ashcraft,Chase Burns,,,,0.0469,4.7%,,NO PLAY,False,Elite SP matchup; Both teams travel-fatigued,UNDER,,0.5469,7.5,
