bet_type,game_date,home_team,away_team,underdog_team,home_sp_name,away_sp_name,underdog_odds,market_implied_prob,model_win_prob,edge,edge_pct,kelly_fraction,confidence,recommended,notes,pick,odds,model_prob,line,player_name
MONEYLINE,2026-04-30,CIN,COL,COL,Andrew Abbott,Michael Lorenzen,139.0,0.4184,0.5685,0.15,15.0%,0.258,HIGH,False,Underdog SP has better ERA; Strong value play; Favorite is travel-fatigued; Underdog is travel-fatigued; FILTERED: Favorite win% above .550,,,,,
MONEYLINE,2026-04-30,PIT,STL,STL,Paul Skenes,Hunter Dobbins,201.0,0.3322,0.3006,-0.0316,-3.2%,0.0,NO PLAY,False,Facing elite SP; Favorite on 4L skid; Favorite is travel-fatigued; Underdog is travel-fatigued; FILTERED: Underdog pitcher ERA over 4.00,,,,,
MONEYLINE,2026-04-30,NYM,WSH,WSH,Freddy Peralta,Miles Mikolas,159.0,0.3861,0.3416,-0.0445,-4.4%,0.0,NO PLAY,False,Favorite is travel-fatigued; Underdog is travel-fatigued; FILTERED: Underdog pitcher ERA over 4.00,,,,,
RUN LINE,2026-04-30,CIN,COL,COL,Andrew Abbott,Michael Lorenzen,139.0,0.5968,,0.1217,12.2%,0.3018,HIGH,True,Strong ML probability boosts +1.5 cover; Strong value on run line; Favorite is travel-fatigued,COL +1.5,-148.0,0.7185,,
RUN LINE,2026-04-30,PIT,STL,STL,Paul Skenes,Hunter Dobbins,201.0,0.5238,,-0.0732,-7.3%,0.0,NO PLAY,False,Favorite is travel-fatigued,STL +1.5,-110.0,0.4506,,
RUN LINE,2026-04-30,NYM,WSH,WSH,Freddy Peralta,Miles Mikolas,159.0,0.5726,,-0.081,-8.1%,0.0,NO PLAY,False,Favorite is travel-fatigued,WSH +1.5,-134.0,0.4916,,
FULL GAME TOTAL,2026-04-30,ATL,DET,,Bryce Elder,Framber Valdez,,,,0.1766,17.7%,,MEDIUM,True,"High-scoring teams, but line is inflated; Elite SP matchup; Strong value; Both teams travel-fatigued",UNDER,,0.6766,9.0,
FULL GAME TOTAL,2026-04-30,PHI,SF,,TBD,TBD,,,,0.1583,15.8%,,MEDIUM,False,"Low-scoring teams, but line is set too low; Strong value",OVER,,0.6583,7.0,
FULL GAME TOTAL,2026-04-30,PHI,SF,,Cristopher Sánchez,Logan Webb,,,,0.1343,13.4%,,LOW,False,"Low-scoring teams, but line is set too low; Strong value",OVER,,0.6343,7.0,
FULL GAME TOTAL,2026-04-30,PIT,STL,,Paul Skenes,Hunter Dobbins,,,,0.0744,7.4%,,NO PLAY,False,Elite SP matchup; Both teams travel-fatigued,UNDER,,0.5744,7.0,
FULL GAME TOTAL,2026-04-30,CIN,COL,,Andrew Abbott,Michael Lorenzen,,,,0.0543,5.4%,,NO PLAY,False,Hitter-friendly park favors OVER; Weak pitching matchup; Both teams travel-fatigued,OVER,,0.5543,9.0,
FULL GAME TOTAL,2026-04-30,MIN,TOR,,Bailey Ober,Kevin Gausman,,,,0.053,5.3%,,NO PLAY,False,Elite SP matchup; Both teams travel-fatigued,UNDER,,0.553,7.5,
FULL GAME TOTAL,2026-04-30,MIL,ARI,,Brandon Woodruff,Michael Soroka,,,,0.0466,4.7%,,NO PLAY,False,Elite SP matchup; Both teams travel-fatigued,UNDER,,0.5466,7.5,
FULL GAME TOTAL,2026-04-30,BAL,HOU,,Chris Bassitt,Peter Lambert,,,,0.0351,3.5%,,NO PLAY,False,"Weak pitching, but line already accounts for it",UNDER,,0.5351,9.0,
FULL GAME TOTAL,2026-04-30,BAL,HOU,,Brandon Young,Lance McCullers Jr.,,,,0.0325,3.3%,,NO PLAY,False,Standard play,UNDER,,0.5325,9.0,
FULL GAME TOTAL,2026-04-30,NYM,WSH,,Freddy Peralta,Miles Mikolas,,,,0.027,2.7%,,NO PLAY,False,Weak pitching matchup; Both teams travel-fatigued,OVER,,0.527,8.0,
F5 TOTAL,2026-04-30,PIT,STL,,Paul Skenes,Hunter Dobbins,,,,0.0694,6.9%,,NO PLAY,False,Elite SP matchup; Both teams travel-fatigued,UNDER,,0.5694,3.9,
F5 TOTAL,2026-04-30,MIL,ARI,,Brandon Woodruff,Michael Soroka,,,,0.0682,6.8%,,NO PLAY,False,Elite SP matchup; Both teams travel-fatigued,UNDER,,0.5682,4.1,
F5 TOTAL,2026-04-30,CIN,COL,,Andrew Abbott,Michael Lorenzen,,,,0.059,5.9%,,NO PLAY,False,Hitter-friendly park favors OVER; Weak pitching matchup; Both teams travel-fatigued,OVER,,0.559,5.0,
F5 TOTAL,2026-04-30,ATL,DET,,Bryce Elder,Framber Valdez,,,,0.0418,4.2%,,NO PLAY,False,"High-scoring teams, but line is inflated; Elite SP matchup; Both teams travel-fatigued",UNDER,,0.5418,5.0,
F5 TOTAL,2026-04-30,BAL,HOU,,Brandon Young,Lance McCullers Jr.,,,,0.0307,3.1%,,NO PLAY,False,Standard play,UNDER,,0.5307,5.0,
F5 TOTAL,2026-04-30,PHI,SF,,Cristopher Sánchez,Logan Webb,,,,0.0299,3.0%,,NO PLAY,False,"Low-scoring teams, but line is set too low",OVER,,0.5299,3.9,
F5 TOTAL,2026-04-30,BAL,HOU,,Chris Bassitt,Peter Lambert,,,,0.0281,2.8%,,NO PLAY,False,"Weak pitching, but line already accounts for it",UNDER,,0.5281,5.0,
F5 TOTAL,2026-04-30,PHI,SF,,TBD,TBD,,,,0.0255,2.5%,,NO PLAY,False,"Low-scoring teams, but line is set too low",OVER,,0.5255,3.9,
F5 TOTAL,2026-04-30,MIN,TOR,,Bailey Ober,Kevin Gausman,,,,0.0235,2.4%,,NO PLAY,False,Elite SP matchup; Both teams travel-fatigued,UNDER,,0.5235,4.1,
F5 TOTAL,2026-04-30,NYM,WSH,,Freddy Peralta,Miles Mikolas,,,,0.0024,0.2%,,NO PLAY,False,Weak pitching matchup; Both teams travel-fatigued,OVER,,0.5024,4.4,
1ST INN ML,2026-04-30,PHI,SF,,Cristopher Sánchez,Logan Webb,,,,0.0948,9.5%,,HIGH,True,Standard play,PHI,-110.0,0.6186,,
1ST INN ML,2026-04-30,NYM,WSH,,Freddy Peralta,Miles Mikolas,,,,0.08,8.0%,,HIGH,True,Standard play,NYM,-110.0,0.6038,,
1ST INN ML,2026-04-30,OAK,KC,,Jeffrey Springs,Noah Cameron,,,,0.0731,7.3%,,HIGH,False,Standard play,OAK,-110.0,0.5969,,
