bet_type,game_date,home_team,away_team,home_sp_name,away_sp_name,pick,odds,model_prob,edge,edge_pct,confidence,recommended,notes,line
1ST INN ML,2026-09-24,BOS,CLE,Ranger Suarez,Daniel Espino,BOS,-110,0.602,0.0782,7.8%,HIGH,True,Standard play,
1ST INN ML,2026-09-24,ATL,CIN,Tyler Mahle,Brady Singer,ATL,-110,0.5989,0.0751,7.5%,HIGH,True,Standard play,
1ST INN ML,2026-09-24,KC,CWS,Randy Dobnak,David Sandlin,KC,-110,0.5967,0.0729,7.3%,HIGH,False,Standard play,
1ST INN ML,2026-09-24,LAD,SD,Tyler Glasnow,Nick Pivetta,SD,-110,0.5782,0.0544,5.4%,MEDIUM,False,Elite pitching matchup,
1ST INN ML,2026-09-24,SEA,LAA,Bryan Woo,Grayson Rodriguez,SEA,-110,0.5483,0.0245,2.5%,NO PLAY,False,Standard play,
1ST INN ML,2026-09-24,CHC,MIA,Matthew Boyd,Tyler Phillips,CHC,-110,0.5478,0.024,2.4%,NO PLAY,False,Standard play,
1ST INN ML,2026-09-24,PIT,STL,Paul Skenes,Kyle Leahy,PIT,-110,0.5273,0.0035,0.3%,NO PLAY,False,Standard play,
1ST INN ML,2026-09-24,PHI,MIL,Andrew Painter,Shane Drohan,PHI,-110,0.5233,-0.0005,-0.1%,NO PLAY,False,Standard play,
1ST INN ML,2026-09-24,COL,ARI,Tanner Gordon,Eduardo Rodriguez,ARI,-110,0.5223,-0.0015,-0.1%,NO PLAY,False,Standard play,
1ST INN ML,2026-09-24,TEX,NYM,Kumar Rocker,Zac Thornton,NYM,-110,0.5198,-0.004,-0.4%,NO PLAY,False,Standard play,
1ST INN ML,2026-09-24,OAK,HOU,Mason Barnett,Peter Lambert,HOU,-110,0.5151,-0.0087,-0.9%,NO PLAY,False,Standard play,
1ST INN ML,2026-09-24,NYY,TB,Cam Schlittler,Ian Seymour,NYY,-110,0.5068,-0.017,-1.7%,NO PLAY,False,Elite pitching matchup,
1ST INN TOTAL,2026-09-24,TEX,NYM,Kumar Rocker,Zac Thornton,UNDER 0.5,-110,0.5483,0.0245,2.4%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-09-24,SEA,LAA,Bryan Woo,Grayson Rodriguez,UNDER 0.5,-110,0.5371,0.0133,1.3%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-09-24,KC,CWS,Randy Dobnak,David Sandlin,UNDER 0.5,-110,0.5343,0.0105,1.1%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-09-24,BOS,CLE,Ranger Suarez,Daniel Espino,OVER 0.5,-110,0.5264,0.0026,0.3%,NO PLAY,False,Hitter-friendly park,0.5
1ST INN TOTAL,2026-09-24,OAK,HOU,Mason Barnett,Peter Lambert,UNDER 0.5,-110,0.526,0.0022,0.2%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-09-24,COL,ARI,Tanner Gordon,Eduardo Rodriguez,OVER 0.5,-110,0.5195,-0.0043,-0.4%,NO PLAY,False,Hitter-friendly park,0.5
1ST INN TOTAL,2026-09-24,ATL,CIN,Tyler Mahle,Brady Singer,OVER 0.5,-110,0.5193,-0.0045,-0.5%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-09-24,NYY,TB,Cam Schlittler,Ian Seymour,OVER 0.5,-110,0.5185,-0.0053,-0.5%,NO PLAY,False,Hitter-friendly park,0.5
1ST INN TOTAL,2026-09-24,PIT,STL,Paul Skenes,Kyle Leahy,OVER 0.5,-110,0.518,-0.0058,-0.6%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-09-24,LAD,SD,Tyler Glasnow,Nick Pivetta,UNDER 0.5,-110,0.5056,-0.0182,-1.8%,NO PLAY,False,Elite SPs keep 1st clean,0.5
1ST INN TOTAL,2026-09-24,PHI,MIL,Andrew Painter,Shane Drohan,UNDER 0.5,-110,0.5028,-0.021,-2.1%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-09-24,CHC,MIA,Matthew Boyd,Tyler Phillips,UNDER 0.5,-110,0.501,-0.0228,-2.3%,NO PLAY,False,Standard play,0.5
