bet_type,game_date,home_team,away_team,underdog_team,home_sp_name,away_sp_name,underdog_odds,market_implied_prob,model_win_prob,edge,edge_pct,kelly_fraction,confidence,recommended,notes,pick,line,model_prob,odds,player_name
BATTER HITS,2026-04-18,LAA,SD,,,,,,,0.2084,20.8%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.7084,-244.0,Ramon Laureano
BATTER HITS,2026-04-18,COL,LAD,,,,,,,0.2077,20.8%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.7077,-192.0,Teoscar Hernandez
BATTER HITS,2026-04-18,CHC,NYM,,,,,,,0.2075,20.7%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7075,110.0,Moisés Ballesteros
BATTER HITS,2026-04-18,SEA,TEX,,,,,,,0.2074,20.7%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7074,144.0,Jake Burger
BATTER HITS,2026-04-18,SEA,TEX,,,,,,,0.205,20.5%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.705,124.0,Josh Jung
BATTER HITS,2026-04-18,ARI,TOR,,,,,,,0.204,20.4%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.704,165.0,Daulton Varsho
BATTER HITS,2026-04-18,LAA,SD,,,,,,,0.1992,19.9%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,0.5,0.6992,-160.0,Yoan Moncada
BATTER HITS,2026-04-18,SEA,TEX,,,,,,,0.1978,19.8%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6978,-120.0,Josh Smith
BATTER HITS,2026-04-18,LAA,SD,,,,,,,0.1974,19.7%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6974,-156.0,Jake Cronenworth
BATTER HITS,2026-04-18,WSH,SF,,,,,,,0.1965,19.6%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6965,-179.0,Nasim Nunez
BATTER HITS,2026-04-18,WSH,SF,,,,,,,0.1951,19.5%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6951,177.0,Willy Adames
BATTER HITS,2026-04-18,COL,LAD,,,,,,,0.1948,19.5%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6948,-160.0,Brenton Doyle
BATTER HITS,2026-04-18,BOS,DET,,,,,,,0.1946,19.5%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6946,-135.0,Spencer Torkelson
BATTER HITS,2026-04-18,WSH,SF,,,,,,,0.1945,19.5%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6945,-141.0,Drew Gilbert
BATTER HITS,2026-04-18,CHC,NYM,,,,,,,0.1922,19.2%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6922,-135.0,Brett Baty
BATTER HITS,2026-04-18,PHI,ATL,,,,,,,0.1904,19.0%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,0.5,0.6904,-108.0,Jorge Mateo
BATTER HITS,2026-04-18,PIT,TB,,,,,,,0.1856,18.6%,,HIGH,False,Cold streak; Strong value,UNDER 1.5 hits,1.5,0.6856,170.0,Chandler Simpson
BATTER HITS,2026-04-18,SEA,TEX,,,,,,,0.1844,18.4%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6844,-118.0,Danny Jansen
BATTER HITS,2026-04-18,SEA,TEX,,,,,,,0.1836,18.4%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,0.5,0.6836,-190.0,Josh Naylor
BATTER HITS,2026-04-18,NYY,KC,,,,,,,0.1835,18.3%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6835,100.0,J.C. Escarra
BATTER HITS,2026-04-18,WSH,SF,,,,,,,0.1819,18.2%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.6819,-179.0,Luis Arraez
BATTER HITS,2026-04-18,WSH,SF,,,,,,,0.1807,18.1%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6807,155.0,Casey Schmitt
BATTER HITS,2026-04-18,PHI,ATL,,,,,,,0.1807,18.1%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6807,150.0,Mauricio Dubon
BATTER HITS,2026-04-18,LAA,SD,,,,,,,0.1789,17.9%,,HIGH,False,High BA; Strong value,OVER 0.5 hits,0.5,0.6789,-155.0,Bryce Johnson
BATTER HITS,2026-04-18,CLE,BAL,,,,,,,0.1776,17.8%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,0.5,0.6776,-144.0,Kyle Manzardo
BATTER HITS,2026-04-18,PIT,TB,,,,,,,0.1775,17.7%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6775,160.0,Ryan O'Hearn
BATTER HITS,2026-04-18,COL,LAD,,,,,,,0.1756,17.6%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.6756,-161.0,Freddie Freeman
BATTER HITS,2026-04-18,PHI,ATL,,,,,,,0.1749,17.5%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6749,156.0,Drake Baldwin
BATTER HITS,2026-04-18,ARI,TOR,,,,,,,0.1748,17.5%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6748,160.0,Andres Gimenez
BATTER HITS,2026-04-18,CHC,NYM,,,,,,,0.1745,17.4%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6745,-154.0,Carson Benge
BATTER HITS,2026-04-18,PHI,ATL,,,,,,,0.1741,17.4%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6741,127.0,J.T. Realmuto
BATTER HITS,2026-04-18,WSH,SF,,,,,,,0.1735,17.3%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.6735,-238.0,Daylen Lile
BATTER HITS,2026-04-18,HOU,STL,,,,,,,0.1718,17.2%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6718,-225.0,Yainer Diaz
BATTER HITS,2026-04-18,WSH,SF,,,,,,,0.1705,17.1%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.6705,-270.0,James Wood
BATTER HITS,2026-04-18,MIN,CIN,,,,,,,0.1669,16.7%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6669,-129.0,Matt Wallner
BATTER HITS,2026-04-18,MIA,MIL,,,,,,,0.1661,16.6%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6661,100.0,Graham Pauley
BATTER HITS,2026-04-18,PHI,ATL,,,,,,,0.166,16.6%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.666,-160.0,Alec Bohm
BATTER HITS,2026-04-18,COL,LAD,,,,,,,0.1659,16.6%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6659,-215.0,TJ Rumfield
BATTER HITS,2026-04-18,CHC,NYM,,,,,,,0.165,16.5%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.665,-120.0,Tyrone Taylor
BATTER HITS,2026-04-18,HOU,STL,,,,,,,0.1646,16.5%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6646,182.0,Alec Burleson
BATTER HITS,2026-04-18,CHC,NYM,,,,,,,0.1644,16.4%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6644,-160.0,Marcus Semien
BATTER HITS,2026-04-18,NYY,KC,,,,,,,0.1639,16.4%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6639,-135.0,Randal Grichuk
BATTER HITS,2026-04-18,SEA,TEX,,,,,,,0.1633,16.3%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6633,-150.0,Evan Carter
BATTER HITS,2026-04-18,CHC,NYM,,,,,,,0.1623,16.2%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.6623,-253.0,Nico Hoerner
BATTER HITS,2026-04-18,ARI,TOR,,,,,,,0.1622,16.2%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6622,186.0,Corbin Carroll
BATTER HITS,2026-04-18,BOS,DET,,,,,,,0.1615,16.1%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.6615,169.0,Kevin McGonigle
BATTER HITS,2026-04-18,PHI,ATL,,,,,,,0.1609,16.1%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6609,-125.0,Brandon Marsh
BATTER HITS,2026-04-18,MIA,MIL,,,,,,,0.1599,16.0%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6599,170.0,Brice Turang
BATTER HITS,2026-04-18,MIA,MIL,,,,,,,0.159,15.9%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.659,-165.0,Brandon Lockridge
BATTER HITS,2026-04-18,HOU,STL,,,,,,,0.1577,15.8%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6577,-200.0,Ivan Herrera
BATTER HITS,2026-04-18,MIN,CIN,,,,,,,0.1565,15.7%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6565,-154.0,Nathaniel Lowe
BATTER HITS,2026-04-18,MIN,CIN,,,,,,,0.1565,15.6%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6565,135.0,Elly De La Cruz
BATTER HITS,2026-04-18,LAA,SD,,,,,,,0.1563,15.6%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6563,-200.0,Nick Castellanos
BATTER HITS,2026-04-18,PHI,ATL,,,,,,,0.1557,15.6%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6557,-130.0,Jonah Heim
BATTER HITS,2026-04-18,PIT,TB,,,,,,,0.1543,15.4%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6543,-150.0,Jonathan Aranda
BATTER HITS,2026-04-18,CHC,NYM,,,,,,,0.1506,15.1%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6506,-196.0,Luis Robert Jr.
BATTER HITS,2026-04-18,BOS,DET,,,,,,,0.15,15.0%,,HIGH,False,Cold streak; Strong value,UNDER 0.5 hits,0.5,0.65,170.0,Colt Keith
BATTER HITS,2026-04-18,HOU,STL,,,,,,,0.1499,15.0%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.6499,-256.0,Jose Altuve
BATTER HITS,2026-04-18,PHI,ATL,,,,,,,0.1442,14.4%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6442,125.0,Bryce Harper
BATTER HITS,2026-04-18,BOS,DET,,,,,,,0.1431,14.3%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6431,121.0,Willson Contreras
BATTER HITS,2026-04-18,MIN,CIN,,,,,,,0.1423,14.2%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6423,133.0,Ryan Jeffers
BATTER HITS,2026-04-18,WSH,SF,,,,,,,0.1385,13.9%,,HIGH,False,Strong value,OVER 1.5 hits,1.5,0.6385,209.0,Brady House
BATTER HITS,2026-04-18,BOS,DET,,,,,,,0.1366,13.7%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6366,-151.0,Wenceel Perez
BATTER HITS,2026-04-18,COL,LAD,,,,,,,0.1347,13.5%,,HIGH,False,Strong value,OVER 1.5 hits,1.5,0.6347,160.0,Kyle Tucker
BATTER HITS,2026-04-18,PIT,TB,,,,,,,0.1332,13.3%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6332,-149.0,Spencer Horwitz
BATTER HITS,2026-04-18,HOU,STL,,,,,,,0.1323,13.2%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6323,-165.0,JJ Wetherholt
BATTER HITS,2026-04-18,COL,LAD,,,,,,,0.1317,13.2%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6317,-193.0,Ezequiel Tovar
BATTER HITS,2026-04-18,COL,LAD,,,,,,,0.1317,13.2%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6317,-155.0,Troy Johnston
BATTER HITS,2026-04-18,WSH,SF,,,,,,,0.1316,13.2%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6316,-182.0,Drew Millas
BATTER HITS,2026-04-18,MIA,MIL,,,,,,,0.1295,13.0%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6295,-230.0,Sal Frelick
BATTER HITS,2026-04-18,COL,LAD,,,,,,,0.129,12.9%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.629,-149.0,Shohei Ohtani
BATTER HITS,2026-04-18,ARI,TOR,,,,,,,0.1285,12.8%,,HIGH,False,Strong value,OVER 1.5 hits,1.5,0.6285,182.0,Jesus Sanchez
BATTER HITS,2026-04-18,SEA,TEX,,,,,,,0.1282,12.8%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6282,155.0,Brendan Donovan
BATTER HITS,2026-04-18,SEA,TEX,,,,,,,0.1275,12.8%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,0.5,0.6275,-155.0,Cal Raleigh
BATTER HITS,2026-04-18,SEA,TEX,,,,,,,0.1274,12.7%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6274,-118.0,Cole Young
BATTER HITS,2026-04-18,WSH,SF,,,,,,,0.1269,12.7%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6269,-210.0,Rafael Devers
BATTER HITS,2026-04-18,PIT,TB,,,,,,,0.1269,12.7%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6269,-175.0,Nick Yorke
BATTER HITS,2026-04-18,CHC,NYM,,,,,,,0.1255,12.5%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,0.5,0.6255,-114.0,Dansby Swanson
BATTER HITS,2026-04-18,WSH,SF,,,,,,,0.1254,12.5%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.6254,-265.0,Matt Chapman
BATTER HITS,2026-04-18,CLE,BAL,,,,,,,0.1254,12.5%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6254,-113.0,Bo Naylor
BATTER HITS,2026-04-18,BOS,DET,,,,,,,0.1231,12.3%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,0.5,0.6231,-154.0,Trevor Story
BATTER HITS,2026-04-18,SEA,TEX,,,,,,,0.1223,12.2%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,0.5,0.6223,-122.0,Joc Pederson
BATTER HITS,2026-04-18,CLE,BAL,,,,,,,0.122,12.2%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.622,-122.0,Dylan Beavers
BATTER HITS,2026-04-18,HOU,STL,,,,,,,0.1194,11.9%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6194,-190.0,Isaac Paredes
BATTER HITS,2026-04-18,MIN,CIN,,,,,,,0.118,11.8%,,MEDIUM,False,Strong value,UNDER 0.5 hits,0.5,0.618,146.0,Sal Stewart
BATTER HITS,2026-04-18,MIN,CIN,,,,,,,0.1176,11.8%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6176,-133.0,Will Benson
BATTER HITS,2026-04-18,NYY,KC,,,,,,,0.1174,11.7%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6174,-232.0,Maikel Garcia
BATTER HITS,2026-04-18,LAA,SD,,,,,,,0.1151,11.5%,,MEDIUM,False,Strong value,UNDER 1.5 hits,1.5,0.6151,-273.0,Zach Neto
BATTER HITS,2026-04-18,HOU,STL,,,,,,,0.1141,11.4%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6141,-115.0,Victor Scott II
BATTER HITS,2026-04-18,NYY,KC,,,,,,,0.1131,11.3%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6131,-110.0,Isaac Collins
BATTER HITS,2026-04-18,COL,LAD,,,,,,,0.1113,11.1%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6113,-175.0,Alex Freeland
BATTER HITS,2026-04-18,LAA,SD,,,,,,,0.1113,11.1%,,MEDIUM,False,Hot streak; Strong value,OVER 0.5 hits,0.5,0.6113,-175.0,Josh Lowe
BATTER HITS,2026-04-18,PHI,ATL,,,,,,,0.1112,11.1%,,MEDIUM,False,Strong value,UNDER 0.5 hits,0.5,0.6112,190.0,Trea Turner
BATTER HITS,2026-04-18,HOU,STL,,,,,,,0.1112,11.1%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6112,-154.0,Ramon Urias
BATTER HITS,2026-04-18,WSH,SF,,,,,,,0.1096,11.0%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6096,-190.0,Heliot Ramos
BATTER HITS,2026-04-18,MIN,CIN,,,,,,,0.1089,10.9%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6089,-200.0,Luke Keaschall
BATTER HITS,2026-04-18,MIN,CIN,,,,,,,0.1087,10.9%,,MEDIUM,False,Strong value,UNDER 0.5 hits,0.5,0.6087,167.0,Byron Buxton
BATTER HITS,2026-04-18,WSH,SF,,,,,,,0.1082,10.8%,,MEDIUM,False,Strong value,UNDER 0.5 hits,0.5,0.6082,177.0,Jung Hoo Lee
BATTER HITS,2026-04-18,MIN,CIN,,,,,,,0.1047,10.5%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6047,-155.0,Brooks Lee
BATTER HITS,2026-04-18,CHC,NYM,,,,,,,0.1046,10.5%,,MEDIUM,False,Strong value,OVER 1.5 hits,1.5,0.6046,171.0,Bo Bichette
BATTER HITS,2026-04-18,ARI,TOR,,,,,,,0.1042,10.4%,,MEDIUM,False,High BA; Strong value,OVER 0.5 hits,0.5,0.6042,-155.0,Tyler Heineman
BATTER HITS,2026-04-18,MIA,MIL,,,,,,,0.1036,10.4%,,MEDIUM,False,Strong value,UNDER 0.5 hits,0.5,0.6036,114.0,Garrett Mitchell
BATTER HITS,2026-04-18,WSH,SF,,,,,,,0.1001,10.0%,,MEDIUM,False,Strong value,OVER 1.5 hits,1.5,0.6001,182.0,Luis Garcia Jr.
BATTER HITS,2026-04-18,MIA,MIL,,,,,,,0.0993,9.9%,,LOW,False,Standard play,UNDER 0.5 hits,0.5,0.5993,120.0,Connor Norby
BATTER HITS,2026-04-18,COL,LAD,,,,,,,0.0987,9.9%,,LOW,False,Standard play,UNDER 0.5 hits,0.5,0.5987,170.0,Tyler Freeman
BATTER HITS,2026-04-18,NYY,KC,,,,,,,0.0985,9.8%,,LOW,False,High BA,OVER 0.5 hits,0.5,0.5985,-123.0,Kyle Isbel
BATTER HITS,2026-04-18,CLE,BAL,,,,,,,0.0972,9.7%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5972,-171.0,Gunnar Henderson
BATTER HITS,2026-04-18,NYY,KC,,,,,,,0.0962,9.6%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5962,-130.0,Jazz Chisholm Jr.
BATTER HITS,2026-04-18,PIT,TB,,,,,,,0.0949,9.5%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5949,-140.0,Jake Fraley
BATTER HITS,2026-04-18,CLE,BAL,,,,,,,0.0945,9.5%,,LOW,False,Standard play,UNDER 0.5 hits,0.5,0.5945,154.0,Chase DeLauter
BATTER HITS,2026-04-18,PIT,TB,,,,,,,0.0942,9.4%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5942,-215.0,Nick Gonzales
BATTER HITS,2026-04-18,NYY,KC,,,,,,,0.0931,9.3%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5931,-211.0,Amed Rosario
BATTER HITS,2026-04-18,PHI,ATL,,,,,,,0.0926,9.3%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5926,-143.0,Edmundo Sosa
BATTER HITS,2026-04-18,COL,LAD,,,,,,,0.0924,9.2%,,LOW,False,Standard play,UNDER 0.5 hits,0.5,0.5924,176.0,Max Muncy
BATTER HITS,2026-04-18,ARI,TOR,,,,,,,0.0913,9.1%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5913,-161.0,Davis Schneider
BATTER HITS,2026-04-18,MIN,CIN,,,,,,,0.0904,9.0%,,LOW,False,Standard play,UNDER 0.5 hits,0.5,0.5904,145.0,Austin Martin
BATTER HITS,2026-04-18,SEA,TEX,,,,,,,0.0882,8.8%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5882,-135.0,Dominic Canzone
BATTER HITS,2026-04-18,ARI,TOR,,,,,,,0.088,8.8%,,LOW,False,Hot streak,OVER 0.5 hits,0.5,0.588,-215.0,Lenyn Sosa
BATTER HITS,2026-04-18,HOU,STL,,,,,,,0.0878,8.8%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5878,-128.0,Taylor Trammell
BATTER HITS,2026-04-18,WSH,SF,,,,,,,0.0877,8.8%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5877,-190.0,Keibert Ruiz
BATTER HITS,2026-04-18,HOU,STL,,,,,,,0.0877,8.8%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5877,-125.0,Pedro Pages
BATTER HITS,2026-04-18,NYY,KC,,,,,,,0.0873,8.7%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5873,-200.0,Cody Bellinger
BATTER HITS,2026-04-18,CHC,NYM,,,,,,,0.085,8.5%,,LOW,False,Standard play,UNDER 0.5 hits,0.5,0.585,109.0,Seiya Suzuki
BATTER HITS,2026-04-18,BOS,DET,,,,,,,0.0838,8.4%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5838,-110.0,Carlos Narvaez
BATTER HITS,2026-04-18,COL,LAD,,,,,,,0.0832,8.3%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5832,-145.0,Edouard Julien
BATTER HITS,2026-04-18,PHI,ATL,,,,,,,0.083,8.3%,,LOW,False,Hot streak,OVER 0.5 hits,0.5,0.583,-105.0,Mike Yastrzemski
BATTER HITS,2026-04-18,MIN,CIN,,,,,,,0.0826,8.3%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5826,-120.0,Tyler Stephenson
BATTER HITS,2026-04-18,MIA,MIL,,,,,,,0.0803,8.0%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5803,-129.0,Owen Caissie
BATTER HITS,2026-04-18,PHI,ATL,,,,,,,0.0802,8.0%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5802,-103.0,Kyle Schwarber
BATTER HITS,2026-04-18,SEA,TEX,,,,,,,0.0799,8.0%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5799,106.0,Randy Arozarena
BATTER HITS,2026-04-18,CLE,BAL,,,,,,,0.0798,8.0%,,NO PLAY,False,Hot streak,OVER 0.5 hits,0.5,0.5798,-123.0,Brayan Rocchio
BATTER HITS,2026-04-18,PHI,ATL,,,,,,,0.0794,7.9%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5794,101.0,Otto Kemp
BATTER HITS,2026-04-18,MIA,MIL,,,,,,,0.0775,7.7%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5775,138.0,Liam Hicks
BATTER HITS,2026-04-18,LAA,SD,,,,,,,0.075,7.5%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.575,-139.0,Adam Frazier
BATTER HITS,2026-04-18,CLE,BAL,,,,,,,0.0748,7.5%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5748,-150.0,Pete Alonso
BATTER HITS,2026-04-18,LAA,SD,,,,,,,0.0713,7.1%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5713,164.0,Mike Trout
BATTER HITS,2026-04-18,MIN,CIN,,,,,,,0.0709,7.1%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5709,-150.0,Victor Caratini
BATTER HITS,2026-04-18,LAA,SD,,,,,,,0.0707,7.1%,,NO PLAY,False,Hot streak,OVER 0.5 hits,0.5,0.5707,-152.0,Luis Campusano
BATTER HITS,2026-04-18,PHI,ATL,,,,,,,0.0706,7.1%,,NO PLAY,False,Standard play,UNDER 1.5 hits,1.5,0.5706,-270.0,Ozzie Albies
BATTER HITS,2026-04-18,PIT,TB,,,,,,,0.0699,7.0%,,NO PLAY,False,Hot streak,OVER 0.5 hits,0.5,0.5699,105.0,Taylor Walls
BATTER HITS,2026-04-18,CLE,BAL,,,,,,,0.0687,6.9%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5687,-140.0,Leody Taveras
BATTER HITS,2026-04-18,BOS,DET,,,,,,,0.0685,6.8%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5685,162.0,Dillon Dingler
BATTER HITS,2026-04-18,CHC,NYM,,,,,,,0.0663,6.6%,,NO PLAY,False,Low BA,UNDER 0.5 hits,0.5,0.5663,103.0,Ian Happ
BATTER HITS,2026-04-18,LAA,SD,,,,,,,0.0649,6.5%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5649,-160.0,Freddy Fermin
BATTER HITS,2026-04-18,SEA,TEX,,,,,,,0.0642,6.4%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5642,-140.0,J.P. Crawford
BATTER HITS,2026-04-18,NYY,KC,,,,,,,0.0641,6.4%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5641,-145.0,Carter Jensen
BATTER HITS,2026-04-18,PHI,ATL,,,,,,,0.0638,6.4%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5638,109.0,Michael Harris II
BATTER HITS,2026-04-18,PIT,TB,,,,,,,0.0637,6.4%,,NO PLAY,False,High BA,OVER 0.5 hits,0.5,0.5637,-112.0,Richie Palacios
BATTER HITS,2026-04-18,PIT,TB,,,,,,,0.0626,6.3%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5626,-177.0,Junior Caminero
BATTER HITS,2026-04-18,MIA,MIL,,,,,,,0.0623,6.2%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5623,-150.0,Joey Ortiz
BATTER HITS,2026-04-18,ARI,TOR,,,,,,,0.0619,6.2%,,NO PLAY,False,Standard play,OVER 1.5 hits,1.5,0.5619,200.0,Nathan Lukes
BATTER HITS,2026-04-18,NYY,KC,,,,,,,0.0618,6.2%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5618,-156.0,Giancarlo Stanton
BATTER HITS,2026-04-18,PHI,ATL,,,,,,,0.0616,6.2%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5616,146.0,Austin Riley
BATTER HITS,2026-04-18,ARI,TOR,,,,,,,0.0611,6.1%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5611,145.0,Adrian Del Castillo
BATTER HITS,2026-04-18,SEA,TEX,,,,,,,0.0602,6.0%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5602,-190.0,Corey Seager
BATTER HITS,2026-04-18,ARI,TOR,,,,,,,0.0564,5.6%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5564,-150.0,Jorge Barrosa
BATTER HITS,2026-04-18,PIT,TB,,,,,,,0.0558,5.6%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5558,-175.0,Bryan Reynolds
BATTER HITS,2026-04-18,CLE,BAL,,,,,,,0.0539,5.4%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5539,-105.0,Blaze Alexander
BATTER HITS,2026-04-18,HOU,STL,,,,,,,0.0531,5.3%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5531,-164.0,Masyn Winn
BATTER HITS,2026-04-18,PHI,ATL,,,,,,,0.0531,5.3%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5531,161.0,Ronald Acuna Jr.
BATTER HITS,2026-04-18,BOS,DET,,,,,,,0.0521,5.2%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5521,-152.0,Javier Baez
