bet_type,game_date,home_team,away_team,underdog_team,home_sp_name,away_sp_name,underdog_odds,market_implied_prob,model_win_prob,edge,edge_pct,kelly_fraction,confidence,recommended,notes,pick,odds,model_prob,line,player_name
F5 TOTAL,2026-04-22,TB,CIN,,Nick Martinez,Brandon Williamson,,,,0.0289,2.9%,,NO PLAY,False,"Elite SPs, but line overreacts; Both teams travel-fatigued",OVER,,0.5289,4.7,
F5 TOTAL,2026-04-22,KC,BAL,,Michael Wacha,Chris Bassitt,,,,0.0117,1.2%,,NO PLAY,False,Both teams travel-fatigued,OVER,,0.5117,5.2,
F5 TOTAL,2026-04-22,LAA,TOR,,José Soriano,Eric Lauer,,,,0.0045,0.4%,,NO PLAY,False,Both teams travel-fatigued,UNDER,,0.5045,4.4,
F5 TOTAL,2026-04-22,BOS,NYY,,Ranger Suarez,Max Fried,,,,0.0022,0.2%,,NO PLAY,False,"Hitter-friendly park favors OVER; Elite SPs, but line overreacts; Home team travel-fatigued",OVER,,0.5022,4.1,
1ST INN ML,2026-04-22,CLE,HOU,,Tanner Bibee,Peter Lambert,,,,0.0654,6.5%,,HIGH,True,Standard play,CLE,-110.0,0.5892,,
1ST INN ML,2026-04-22,TEX,PIT,,Jack Leiter,Braxton Ashcraft,,,,0.064,6.4%,,HIGH,True,Standard play,PIT,-110.0,0.5878,,
1ST INN ML,2026-04-22,DET,MIL,,Casey Mize,Chad Patrick,,,,0.0516,5.2%,,MEDIUM,False,Elite pitching matchup,MIL,-110.0,0.5754,,
1ST INN ML,2026-04-22,LAA,TOR,,José Soriano,Eric Lauer,,,,0.0428,4.3%,,MEDIUM,False,Standard play,LAA,-110.0,0.5666,,
1ST INN ML,2026-04-22,KC,BAL,,Michael Wacha,Chris Bassitt,,,,0.0419,4.2%,,MEDIUM,False,Standard play,KC,-110.0,0.5657,,
1ST INN ML,2026-04-22,SEA,OAK,,Logan Gilbert,Aaron Civale,,,,0.0418,4.2%,,MEDIUM,False,Standard play,SEA,-110.0,0.5656,,
1ST INN ML,2026-04-22,BOS,NYY,,Ranger Suarez,Max Fried,,,,0.0077,0.8%,,NO PLAY,False,Elite pitching matchup,NYY,-110.0,0.5315,,
1ST INN ML,2026-04-22,TB,CIN,,Nick Martinez,Brandon Williamson,,,,0.0062,0.6%,,NO PLAY,False,Elite pitching matchup,TB,-110.0,0.53,,
1ST INN ML,2026-04-22,ARI,CWS,,Eduardo Rodriguez,Anthony Kay,,,,0.0041,0.4%,,NO PLAY,False,Elite pitching matchup,CWS,-110.0,0.5279,,
1ST INN ML,2026-04-22,COL,SD,,Tomoyuki Sugano,Walker Buehler,,,,-0.0005,-0.0%,,NO PLAY,False,Standard play,COL,-110.0,0.5233,,
1ST INN ML,2026-04-22,NYM,MIN,,Clay Holmes,Connor Prielipp,,,,-0.0055,-0.6%,,NO PLAY,False,Elite pitching matchup,NYM,-110.0,0.5183,,
1ST INN ML,2026-04-22,SF,LAD,,Tyler Mahle,Shohei Ohtani,,,,-0.0111,-1.1%,,NO PLAY,False,Standard play,LAD,-110.0,0.5127,,
1ST INN ML,2026-04-22,MIA,STL,,Janson Junk,Kyle Leahy,,,,-0.0153,-1.5%,,NO PLAY,False,Standard play,STL,-110.0,0.5085,,
1ST INN ML,2026-04-22,WSH,ATL,,Zack Littell,Didier Fuentes,,,,-0.0154,-1.5%,,NO PLAY,False,Standard play,ATL,-110.0,0.5084,,
1ST INN ML,2026-04-22,CHC,PHI,,Matthew Boyd,Kyle Backhus,,,,-0.0213,-2.1%,,NO PLAY,False,Standard play,PHI,-110.0,0.5025,,
1ST INN TOTAL,2026-04-22,DET,MIL,,Casey Mize,Chad Patrick,,,,0.0611,6.1%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.5849,0.5,
1ST INN TOTAL,2026-04-22,COL,SD,,Tomoyuki Sugano,Walker Buehler,,,,0.0553,5.5%,,NO PLAY,False,Hitter-friendly park,OVER 0.5,-110.0,0.5791,0.5,
1ST INN TOTAL,2026-04-22,ARI,CWS,,Eduardo Rodriguez,Anthony Kay,,,,0.0295,3.0%,,NO PLAY,False,Hitter-friendly park,OVER 0.5,-110.0,0.5533,0.5,
1ST INN TOTAL,2026-04-22,BOS,NYY,,Ranger Suarez,Max Fried,,,,0.0228,2.3%,,NO PLAY,False,Hitter-friendly park,OVER 0.5,-110.0,0.5466,0.5,
1ST INN TOTAL,2026-04-22,NYM,MIN,,Clay Holmes,Connor Prielipp,,,,0.0173,1.7%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.5411,0.5,
1ST INN TOTAL,2026-04-22,SF,LAD,,Tyler Mahle,Shohei Ohtani,,,,0.0173,1.7%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.5411,0.5,
1ST INN TOTAL,2026-04-22,TEX,PIT,,Jack Leiter,Braxton Ashcraft,,,,0.0143,1.4%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.5381,0.5,
1ST INN TOTAL,2026-04-22,CHC,PHI,,Matthew Boyd,Kyle Backhus,,,,0.0133,1.3%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.5371,0.5,
1ST INN TOTAL,2026-04-22,MIA,STL,,Janson Junk,Kyle Leahy,,,,0.0079,0.8%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.5317,0.5,
1ST INN TOTAL,2026-04-22,LAA,TOR,,José Soriano,Eric Lauer,,,,0.0034,0.3%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.5273,0.5,
1ST INN TOTAL,2026-04-22,WSH,ATL,,Zack Littell,Didier Fuentes,,,,-0.0006,-0.1%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.5232,0.5,
1ST INN TOTAL,2026-04-22,SEA,OAK,,Logan Gilbert,Aaron Civale,,,,-0.0019,-0.2%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.5219,0.5,
1ST INN TOTAL,2026-04-22,CLE,HOU,,Tanner Bibee,Peter Lambert,,,,-0.0114,-1.1%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.5124,0.5,
1ST INN TOTAL,2026-04-22,TB,CIN,,Nick Martinez,Brandon Williamson,,,,-0.0126,-1.3%,,NO PLAY,False,Elite SPs keep 1st clean,UNDER 0.5,-110.0,0.5112,0.5,
1ST INN TOTAL,2026-04-22,KC,BAL,,Michael Wacha,Chris Bassitt,,,,-0.0206,-2.1%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.5032,0.5,
PITCHER K,2026-04-22,LAA,TOR,,,,,,,0.3852,38.5%,,HIGH,True,Facing low-K team; Strong value,UNDER 5.5 Ks,-113.0,0.8852,5.5,José Soriano
PITCHER K,2026-04-22,WSH,ATL,,,,,,,0.2679,26.8%,,HIGH,True,Low K average; Strong value,UNDER 3.5 Ks,-137.0,0.7679,3.5,Zack Littell
PITCHER K,2026-04-22,CLE,HOU,,,,,,,0.2598,26.0%,,HIGH,False,Low K average; Strong value,UNDER 4.5 Ks,118.0,0.7598,4.5,Tanner Bibee
PITCHER K,2026-04-22,TB,CIN,,,,,,,0.1943,19.4%,,HIGH,False,Facing high-K team; Strong value,OVER 4.5 Ks,115.0,0.6943,4.5,Nick Martinez
PITCHER K,2026-04-22,COL,SD,,,,,,,0.185,18.5%,,HIGH,False,Facing high-K team; Strong value,OVER 4.5 Ks,122.0,0.685,4.5,Walker Buehler
PITCHER K,2026-04-22,LAA,TOR,,,,,,,0.1802,18.0%,,HIGH,False,Facing high-K team; Strong value,OVER 4.5 Ks,-120.0,0.6802,4.5,Eric Lauer
PITCHER K,2026-04-22,DET,MIL,,,,,,,0.1617,16.2%,,HIGH,False,Low K average; Strong value,UNDER 4.5 Ks,-155.0,0.6617,4.5,Chad Patrick
PITCHER K,2026-04-22,SF,LAD,,,,,,,0.1546,15.5%,,HIGH,False,Low K average; Strong value,UNDER 6.5 Ks,-132.0,0.6546,6.5,Shohei Ohtani
PITCHER K,2026-04-22,NYM,MIN,,,,,,,0.1431,14.3%,,HIGH,False,Facing high-K team; Strong value,OVER 4.5 Ks,-112.0,0.6431,4.5,Clay Holmes
PITCHER K,2026-04-22,KC,BAL,,,,,,,0.142,14.2%,,HIGH,False,Facing high-K team; Strong value,OVER 5.5 Ks,120.0,0.642,5.5,Michael Wacha
PITCHER K,2026-04-22,MIA,STL,,,,,,,0.1296,13.0%,,HIGH,False,Strong value,OVER 3.5 Ks,-105.0,0.6296,3.5,Kyle Leahy
PITCHER K,2026-04-22,MIA,STL,,,,,,,0.1209,12.1%,,HIGH,False,Facing high-K team; Strong value,OVER 3.5 Ks,-157.0,0.6209,3.5,Janson Junk
PITCHER K,2026-04-22,ARI,CWS,,,,,,,0.1199,12.0%,,MEDIUM,False,Facing high-K team; Strong value,OVER 4.5 Ks,-115.0,0.6199,4.5,Eduardo Rodriguez
PITCHER K,2026-04-22,KC,BAL,,,,,,,0.0953,9.5%,,LOW,False,Facing high-K team,OVER 3.5 Ks,-122.0,0.5953,3.5,Chris Bassitt
PITCHER K,2026-04-22,BOS,NYY,,,,,,,0.0889,8.9%,,LOW,False,Facing high-K team,OVER 5.5 Ks,123.0,0.5889,5.5,Ranger Suarez
PITCHER K,2026-04-22,SF,LAD,,,,,,,0.0656,6.6%,,NO PLAY,False,Facing high-K team,OVER 4.5 Ks,-115.0,0.5656,4.5,Tyler Mahle
PITCHER K,2026-04-22,TEX,PIT,,,,,,,0.0537,5.4%,,NO PLAY,False,Facing high-K team,OVER 5.5 Ks,-127.0,0.5537,5.5,Jack Leiter
PITCHER K,2026-04-22,CHC,PHI,,,,,,,0.0409,4.1%,,NO PLAY,False,Facing high-K team,OVER 5.5 Ks,115.0,0.5409,5.5,Matthew Boyd
PITCHER K,2026-04-22,COL,SD,,,,,,,0.0397,4.0%,,NO PLAY,False,Facing high-K team,OVER 2.5 Ks,-172.0,0.5397,2.5,Tomoyuki Sugano
PITCHER K,2026-04-22,SEA,OAK,,,,,,,0.0372,3.7%,,NO PLAY,False,Facing high-K team,OVER 5.9 Ks,-110.0,0.5372,5.9,Logan Gilbert
PITCHER K,2026-04-22,SEA,OAK,,,,,,,0.0338,3.4%,,NO PLAY,False,Facing high-K team,OVER 3.6 Ks,-110.0,0.5338,3.6,Aaron Civale
PITCHER K,2026-04-22,BOS,NYY,,,,,,,0.0074,0.7%,,NO PLAY,False,Low K average,UNDER 5.5 Ks,-128.0,0.5074,5.5,Max Fried
PITCHER K,2026-04-22,TEX,PIT,,,,,,,0.0072,0.7%,,NO PLAY,False,Facing high-K team,OVER 5.5 Ks,-105.0,0.5072,5.5,Braxton Ashcraft
PITCHER K,2026-04-22,DET,MIL,,,,,,,0.0045,0.4%,,NO PLAY,False,Facing high-K team,OVER 4.5 Ks,-154.0,0.5045,4.5,Casey Mize
BATTER HITS,2026-04-22,MIA,STL,,,,,,,0.3405,34.1%,,HIGH,True,Strong value,OVER 0.5 hits,-210.0,0.8405,0.5,Jakob Marsee
BATTER HITS,2026-04-22,COL,SD,,,,,,,0.3336,33.4%,,HIGH,True,Hot streak; Strong value,OVER 0.5 hits,-190.0,0.8336,0.5,Jordan Beck
BATTER HITS,2026-04-22,MIA,STL,,,,,,,0.3205,32.1%,,HIGH,False,Strong value,UNDER 1.5 hits,-238.0,0.8205,1.5,Xavier Edwards
BATTER HITS,2026-04-22,CLE,HOU,,,,,,,0.316,31.6%,,HIGH,False,Strong value,UNDER 0.5 hits,186.0,0.816,0.5,Yordan Alvarez
BATTER HITS,2026-04-22,COL,SD,,,,,,,0.3112,31.1%,,HIGH,False,Strong value,OVER 0.5 hits,-200.0,0.8112,0.5,Jake Cronenworth
BATTER HITS,2026-04-22,TEX,PIT,,,,,,,0.3049,30.5%,,HIGH,False,Strong value,UNDER 0.5 hits,155.0,0.8049,0.5,Oneil Cruz
BATTER HITS,2026-04-22,CHC,PHI,,,,,,,0.2955,29.6%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,-185.0,0.7955,0.5,Michael Busch
BATTER HITS,2026-04-22,LAA,TOR,,,,,,,0.2937,29.4%,,HIGH,False,Strong value,UNDER 0.5 hits,175.0,0.7937,0.5,Vladimir Guerrero Jr.
BATTER HITS,2026-04-22,KC,BAL,,,,,,,0.2919,29.2%,,HIGH,False,Strong value,OVER 0.5 hits,-175.0,0.7919,0.5,Samuel Basallo
BATTER HITS,2026-04-22,MIA,STL,,,,,,,0.2919,29.2%,,HIGH,False,Strong value,OVER 0.5 hits,-175.0,0.7919,0.5,Heriberto Hernandez
BATTER HITS,2026-04-22,SF,LAD,,,,,,,0.2895,29.0%,,HIGH,False,Strong value,UNDER 0.5 hits,111.0,0.7895,0.5,Max Muncy
BATTER HITS,2026-04-22,KC,BAL,,,,,,,0.2854,28.5%,,HIGH,False,Strong value,OVER 0.5 hits,-135.0,0.7854,0.5,Coby Mayo
BATTER HITS,2026-04-22,CLE,HOU,,,,,,,0.2803,28.0%,,HIGH,False,Strong value,OVER 0.5 hits,-120.0,0.7803,0.5,Bo Naylor
BATTER HITS,2026-04-22,BOS,NYY,,,,,,,0.2785,27.9%,,HIGH,False,Strong value,UNDER 0.5 hits,147.0,0.7785,0.5,Ben Rice
BATTER HITS,2026-04-22,SF,LAD,,,,,,,0.2776,27.8%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,106.0,0.7776,0.5,Drew Gilbert
BATTER HITS,2026-04-22,BOS,NYY,,,,,,,0.2763,27.6%,,HIGH,False,Strong value,OVER 1.5 hits,260.0,0.7763,1.5,Trent Grisham
BATTER HITS,2026-04-22,KC,BAL,,,,,,,0.2757,27.6%,,HIGH,False,Strong value,OVER 0.5 hits,-150.0,0.7757,0.5,Colton Cowser
BATTER HITS,2026-04-22,SF,LAD,,,,,,,0.2749,27.5%,,HIGH,False,Strong value,OVER 0.5 hits,-111.0,0.7749,0.5,Alex Freeland
BATTER HITS,2026-04-22,WSH,ATL,,,,,,,0.2689,26.9%,,HIGH,False,Strong value,UNDER 0.5 hits,155.0,0.7689,0.5,Dominic Smith
BATTER HITS,2026-04-22,COL,SD,,,,,,,0.2661,26.6%,,HIGH,False,Strong value,OVER 0.5 hits,-210.0,0.7661,0.5,Kyle Karros
BATTER HITS,2026-04-22,BOS,NYY,,,,,,,0.2647,26.5%,,HIGH,False,Strong value,OVER 0.5 hits,-177.0,0.7647,0.5,Trevor Story
BATTER HITS,2026-04-22,COL,SD,,,,,,,0.2598,26.0%,,HIGH,False,Strong value,OVER 1.5 hits,138.0,0.7598,1.5,Manny Machado
BATTER HITS,2026-04-22,COL,SD,,,,,,,0.2565,25.7%,,HIGH,False,Strong value,OVER 0.5 hits,-213.0,0.7565,0.5,Jake McCarthy
BATTER HITS,2026-04-22,SF,LAD,,,,,,,0.2564,25.6%,,HIGH,False,Strong value,OVER 0.5 hits,105.0,0.7564,0.5,Patrick Bailey
BATTER HITS,2026-04-22,KC,BAL,,,,,,,0.2528,25.3%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,-220.0,0.7528,0.5,Salvador Perez
BATTER HITS,2026-04-22,MIA,STL,,,,,,,0.2518,25.2%,,HIGH,False,Strong value,UNDER 1.5 hits,-215.0,0.7518,1.5,Otto Lopez
BATTER HITS,2026-04-22,NYM,MIN,,,,,,,0.2507,25.1%,,HIGH,False,Strong value,OVER 0.5 hits,-123.0,0.7507,0.5,Matt Wallner
BATTER HITS,2026-04-22,LAA,TOR,,,,,,,0.25,25.0%,,HIGH,False,Strong value,UNDER 1.5 hits,-235.0,0.75,1.5,Ernie Clement
BATTER HITS,2026-04-22,COL,SD,,,,,,,0.2447,24.5%,,HIGH,False,Strong value,OVER 0.5 hits,-165.0,0.7447,0.5,Brenton Doyle
BATTER HITS,2026-04-22,ARI,CWS,,,,,,,0.2419,24.2%,,HIGH,False,Strong value,UNDER 0.5 hits,157.0,0.7419,0.5,Jose Fernandez
BATTER HITS,2026-04-22,WSH,ATL,,,,,,,0.2414,24.1%,,HIGH,False,Strong value,UNDER 0.5 hits,177.0,0.7414,0.5,Michael Harris II
BATTER HITS,2026-04-22,ARI,CWS,,,,,,,0.2379,23.8%,,HIGH,False,Strong value,UNDER 0.5 hits,144.0,0.7379,0.5,Ildemaro Vargas
BATTER HITS,2026-04-22,TEX,PIT,,,,,,,0.2378,23.8%,,HIGH,False,Strong value,UNDER 0.5 hits,137.0,0.7378,0.5,Josh Jung
BATTER HITS,2026-04-22,CLE,HOU,,,,,,,0.2367,23.7%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,-154.0,0.7367,0.5,Kyle Manzardo
BATTER HITS,2026-04-22,ARI,CWS,,,,,,,0.2363,23.6%,,HIGH,False,Strong value,OVER 0.5 hits,-214.0,0.7363,0.5,Edgar Quero
BATTER HITS,2026-04-22,TB,CIN,,,,,,,0.2355,23.5%,,HIGH,False,Strong value,UNDER 1.5 hits,-270.0,0.7355,1.5,Chandler Simpson
BATTER HITS,2026-04-22,TEX,PIT,,,,,,,0.2303,23.0%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,-155.0,0.7303,0.5,Marcell Ozuna
BATTER HITS,2026-04-22,TB,CIN,,,,,,,0.2284,22.8%,,HIGH,False,Strong value,OVER 0.5 hits,-165.0,0.7284,0.5,TJ Friedl
BATTER HITS,2026-04-22,KC,BAL,,,,,,,0.2237,22.4%,,HIGH,False,Strong value,OVER 0.5 hits,-250.0,0.7237,0.5,Vinnie Pasquantino
BATTER HITS,2026-04-22,SF,LAD,,,,,,,0.2224,22.2%,,HIGH,False,Cold streak; Strong value,UNDER 0.5 hits,167.0,0.7224,0.5,Andy Pages
BATTER HITS,2026-04-22,SF,LAD,,,,,,,0.222,22.2%,,HIGH,False,Strong value,UNDER 0.5 hits,107.0,0.722,0.5,Casey Schmitt
BATTER HITS,2026-04-22,ARI,CWS,,,,,,,0.2183,21.8%,,HIGH,False,Strong value,UNDER 0.5 hits,118.0,0.7183,0.5,Munetaka Murakami
BATTER HITS,2026-04-22,WSH,ATL,,,,,,,0.2177,21.8%,,HIGH,False,Strong value,UNDER 1.5 hits,-196.0,0.7177,1.5,Drake Baldwin
