bet_type,game_date,home_team,away_team,underdog_team,home_sp_name,away_sp_name,underdog_odds,market_implied_prob,model_win_prob,edge,edge_pct,kelly_fraction,confidence,recommended,notes,pick,line,model_prob,odds,player_name
BATTER HITS,2026-04-14,MIN,BOS,,,,,,,0.1801,18.0%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6801,-124.0,Matt Wallner
BATTER HITS,2026-04-14,MIN,BOS,,,,,,,0.1798,18.0%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6798,-204.0,Roman Anthony
BATTER HITS,2026-04-14,PIT,WSH,,,,,,,0.177,17.7%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.677,-213.0,Marcell Ozuna
BATTER HITS,2026-04-14,CWS,TB,,,,,,,0.1753,17.5%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6753,-190.0,Chase Meidroth
BATTER HITS,2026-04-14,BAL,ARI,,,,,,,0.175,17.5%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.675,-204.0,Nolan Arenado
BATTER HITS,2026-04-14,NYY,LAA,,,,,,,0.1724,17.2%,,HIGH,False,Cold streak; Strong value,UNDER 0.5 hits,0.5,0.6724,130.0,Giancarlo Stanton
BATTER HITS,2026-04-14,CWS,TB,,,,,,,0.1717,17.2%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6717,-132.0,Munetaka Murakami
BATTER HITS,2026-04-14,PHI,CHC,,,,,,,0.1708,17.1%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.6708,-210.0,Nico Hoerner
BATTER HITS,2026-04-14,LAD,NYM,,,,,,,0.1704,17.0%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6704,-172.0,Francisco Lindor
BATTER HITS,2026-04-14,PIT,WSH,,,,,,,0.1696,17.0%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.6696,-250.0,Daylen Lile
BATTER HITS,2026-04-14,MIN,BOS,,,,,,,0.1668,16.7%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6668,-139.0,Kody Clemens
BATTER HITS,2026-04-14,HOU,COL,,,,,,,0.1649,16.5%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6649,-200.0,Hunter Goodman
BATTER HITS,2026-04-14,MIL,TOR,,,,,,,0.1639,16.4%,,HIGH,False,Strong value,OVER 1.5 hits,1.5,0.6639,300.0,Luis Rengifo
BATTER HITS,2026-04-14,SD,SEA,,,,,,,0.1604,16.0%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6604,-160.0,Manny Machado
BATTER HITS,2026-04-14,PIT,WSH,,,,,,,0.1595,16.0%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.6595,-227.0,Bryan Reynolds
BATTER HITS,2026-04-14,BAL,ARI,,,,,,,0.1588,15.9%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6588,176.0,Corbin Carroll
BATTER HITS,2026-04-14,ATL,MIA,,,,,,,0.1566,15.7%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6566,-119.0,Graham Pauley
BATTER HITS,2026-04-14,CIN,SF,,,,,,,0.153,15.3%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.653,188.0,Willy Adames
BATTER HITS,2026-04-14,MIL,TOR,,,,,,,0.1526,15.3%,,HIGH,False,High BA; Strong value,OVER 1.5 hits,1.5,0.6526,350.0,Tyler Heineman
BATTER HITS,2026-04-14,HOU,COL,,,,,,,0.1524,15.2%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6524,-115.0,Taylor Trammell
BATTER HITS,2026-04-14,PHI,CHC,,,,,,,0.1512,15.1%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.6512,-250.0,Bryce Harper
BATTER HITS,2026-04-14,STL,CLE,,,,,,,0.149,14.9%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.649,-116.0,Victor Scott II
BATTER HITS,2026-04-14,MIL,TOR,,,,,,,0.1487,14.9%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6487,190.0,Vladimir Guerrero Jr.
BATTER HITS,2026-04-14,DET,KC,,,,,,,0.1471,14.7%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6471,-164.0,Gleyber Torres
BATTER HITS,2026-04-14,STL,CLE,,,,,,,0.1469,14.7%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6469,-172.0,JJ Wetherholt
BATTER HITS,2026-04-14,PIT,WSH,,,,,,,0.1466,14.7%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6466,-140.0,Nasim Nunez
BATTER HITS,2026-04-14,CWS,TB,,,,,,,0.1459,14.6%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6459,-150.0,Nick Fortes
BATTER HITS,2026-04-14,DET,KC,,,,,,,0.1442,14.4%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6442,-161.0,Jonathan India
BATTER HITS,2026-04-14,MIL,TOR,,,,,,,0.1426,14.3%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6426,-120.0,Brandon Lockridge
BATTER HITS,2026-04-14,BAL,ARI,,,,,,,0.1419,14.2%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,0.5,0.6419,-141.0,Jorge Barrosa
BATTER HITS,2026-04-14,DET,KC,,,,,,,0.1379,13.8%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6379,-154.0,Matt Vierling
BATTER HITS,2026-04-14,NYY,LAA,,,,,,,0.1376,13.8%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6376,-147.0,Travis d'Arnaud
BATTER HITS,2026-04-14,HOU,COL,,,,,,,0.1366,13.7%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.6366,-275.0,Jose Altuve
BATTER HITS,2026-04-14,STL,CLE,,,,,,,0.136,13.6%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.636,-154.0,Bo Naylor
BATTER HITS,2026-04-14,CWS,TB,,,,,,,0.136,13.6%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.636,-167.0,Miguel Vargas
BATTER HITS,2026-04-14,MIN,BOS,,,,,,,0.1359,13.6%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,0.5,0.6359,-189.0,Trevor Story
BATTER HITS,2026-04-14,DET,KC,,,,,,,0.1359,13.6%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6359,-210.0,Salvador Perez
BATTER HITS,2026-04-14,HOU,COL,,,,,,,0.1349,13.5%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6349,130.0,Cam Smith
BATTER HITS,2026-04-14,MIL,TOR,,,,,,,0.1347,13.5%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6347,-111.0,Andres Gimenez
BATTER HITS,2026-04-14,BAL,ARI,,,,,,,0.1343,13.4%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6343,-135.0,Coby Mayo
BATTER HITS,2026-04-14,PHI,CHC,,,,,,,0.1339,13.4%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6339,124.0,Justin Crawford
BATTER HITS,2026-04-14,ATL,MIA,,,,,,,0.1336,13.4%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.6336,-250.0,Ronald Acuna Jr.
BATTER HITS,2026-04-14,DET,KC,,,,,,,0.1316,13.2%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.6316,-227.0,Bobby Witt Jr.
BATTER HITS,2026-04-14,HOU,COL,,,,,,,0.1299,13.0%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6299,-220.0,Yainer Diaz
BATTER HITS,2026-04-14,NYY,LAA,,,,,,,0.1295,12.9%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6295,-147.0,Jazz Chisholm Jr.
BATTER HITS,2026-04-14,BAL,ARI,,,,,,,0.1287,12.9%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6287,-147.0,Colton Cowser
BATTER HITS,2026-04-14,PIT,WSH,,,,,,,0.1286,12.9%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.6286,-267.0,Brandon Lowe
BATTER HITS,2026-04-14,MIN,BOS,,,,,,,0.1282,12.8%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6282,127.0,Brooks Lee
BATTER HITS,2026-04-14,SD,SEA,,,,,,,0.1276,12.8%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6276,130.0,Ramon Laureano
BATTER HITS,2026-04-14,NYY,LAA,,,,,,,0.1274,12.7%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6274,-120.0,Jose Caballero
BATTER HITS,2026-04-14,MIL,TOR,,,,,,,0.1249,12.5%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6249,-127.0,Nathan Lukes
BATTER HITS,2026-04-14,NYY,LAA,,,,,,,0.1233,12.3%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6233,180.0,Zach Neto
BATTER HITS,2026-04-14,CWS,TB,,,,,,,0.123,12.3%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.623,-145.0,Cedric Mullins
BATTER HITS,2026-04-14,CIN,SF,,,,,,,0.1228,12.3%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6228,-169.0,Patrick Bailey
BATTER HITS,2026-04-14,MIN,BOS,,,,,,,0.1222,12.2%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,0.5,0.6222,-208.0,Byron Buxton
BATTER HITS,2026-04-14,STL,CLE,,,,,,,0.1216,12.2%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6216,-190.0,Kyle Manzardo
BATTER HITS,2026-04-14,LAD,NYM,,,,,,,0.1189,11.9%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6189,-169.0,Kyle Tucker
BATTER HITS,2026-04-14,STL,CLE,,,,,,,0.1186,11.9%,,MEDIUM,False,Hot streak; Strong value,OVER 1.5 hits,1.5,0.6186,209.0,Jose Ramirez
BATTER HITS,2026-04-14,PIT,WSH,,,,,,,0.1184,11.8%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6184,-175.0,Drew Millas
BATTER HITS,2026-04-14,SD,SEA,,,,,,,0.1184,11.8%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6184,-120.0,Cole Young
BATTER HITS,2026-04-14,PIT,WSH,,,,,,,0.1184,11.8%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6184,-157.0,Jorbit Vivas
BATTER HITS,2026-04-14,CWS,TB,,,,,,,0.1173,11.7%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6173,-139.0,Andrew Benintendi
BATTER HITS,2026-04-14,MIL,TOR,,,,,,,0.1159,11.6%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6159,-137.0,Garrett Mitchell
BATTER HITS,2026-04-14,CIN,SF,,,,,,,0.1154,11.5%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6154,-152.0,Ke'Bryan Hayes
BATTER HITS,2026-04-14,DET,KC,,,,,,,0.1138,11.4%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6138,-125.0,Jahmai Jones
BATTER HITS,2026-04-14,DET,KC,,,,,,,0.1131,11.3%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6131,-140.0,Isaac Collins
BATTER HITS,2026-04-14,SD,SEA,,,,,,,0.1123,11.2%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6123,-204.0,Jackson Merrill
BATTER HITS,2026-04-14,LAD,NYM,,,,,,,0.1118,11.2%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6118,-137.0,Marcus Semien
BATTER HITS,2026-04-14,NYY,LAA,,,,,,,0.11,11.0%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.61,-185.0,Nolan Schanuel
BATTER HITS,2026-04-14,LAD,NYM,,,,,,,0.1073,10.7%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6073,-204.0,Bo Bichette
BATTER HITS,2026-04-14,PIT,WSH,,,,,,,0.1069,10.7%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6069,-217.0,Brady House
BATTER HITS,2026-04-14,DET,KC,,,,,,,0.1036,10.4%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6036,-156.0,Wenceel Perez
BATTER HITS,2026-04-14,PHI,CHC,,,,,,,0.103,10.3%,,MEDIUM,False,Strong value,UNDER 0.5 hits,0.5,0.603,124.0,Moisés Ballesteros
BATTER HITS,2026-04-14,HOU,COL,,,,,,,0.101,10.1%,,MEDIUM,False,Strong value,UNDER 0.5 hits,0.5,0.601,196.0,Tyler Freeman
BATTER HITS,2026-04-14,MIN,BOS,,,,,,,0.1006,10.1%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6006,-145.0,Carlos Narvaez
BATTER HITS,2026-04-14,NYY,LAA,,,,,,,0.1,10.0%,,MEDIUM,False,High BA; Strong value,OVER 0.5 hits,0.5,0.6,-204.0,Amed Rosario
BATTER HITS,2026-04-14,CWS,TB,,,,,,,0.0999,10.0%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5999,-205.0,Ben Williamson
BATTER HITS,2026-04-14,BAL,ARI,,,,,,,0.0998,10.0%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5998,-204.0,Samuel Basallo
BATTER HITS,2026-04-14,CWS,TB,,,,,,,0.0984,9.8%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5984,-217.0,Junior Caminero
BATTER HITS,2026-04-14,CWS,TB,,,,,,,0.0966,9.7%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5966,-132.0,Taylor Walls
BATTER HITS,2026-04-14,NYY,LAA,,,,,,,0.0939,9.4%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5939,-200.0,Cody Bellinger
BATTER HITS,2026-04-14,HOU,COL,,,,,,,0.0935,9.4%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5935,-178.0,Jordan Beck
BATTER HITS,2026-04-14,STL,CLE,,,,,,,0.0931,9.3%,,LOW,False,Standard play,UNDER 0.5 hits,0.5,0.5931,148.0,Rhys Hoskins
BATTER HITS,2026-04-14,CWS,TB,,,,,,,0.0931,9.3%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5931,-165.0,Edgar Quero
BATTER HITS,2026-04-14,PHI,CHC,,,,,,,0.0916,9.2%,,LOW,False,Standard play,UNDER 0.5 hits,0.5,0.5916,155.0,J.T. Realmuto
BATTER HITS,2026-04-14,CWS,TB,,,,,,,0.0912,9.1%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5912,-192.0,Jonathan Aranda
BATTER HITS,2026-04-14,PHI,CHC,,,,,,,0.0901,9.0%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5901,-238.0,Alec Bohm
BATTER HITS,2026-04-14,CIN,SF,,,,,,,0.09,9.0%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.59,-145.0,Noelvi Marte
BATTER HITS,2026-04-14,SD,SEA,,,,,,,0.0894,8.9%,,LOW,False,Cold streak,UNDER 0.5 hits,0.5,0.5894,160.0,Brendan Donovan
BATTER HITS,2026-04-14,MIN,BOS,,,,,,,0.0889,8.9%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5889,-112.0,Tristan Gray
BATTER HITS,2026-04-14,BAL,ARI,,,,,,,0.0883,8.8%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5883,-172.0,Dylan Beavers
BATTER HITS,2026-04-14,CIN,SF,,,,,,,0.0879,8.8%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5879,-204.0,Heliot Ramos
BATTER HITS,2026-04-14,LAD,NYM,,,,,,,0.0874,8.7%,,LOW,False,Standard play,UNDER 0.5 hits,0.5,0.5874,170.0,Freddie Freeman
BATTER HITS,2026-04-14,MIL,TOR,,,,,,,0.0847,8.5%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5847,-122.0,Jake Bauers
BATTER HITS,2026-04-14,DET,KC,,,,,,,0.0835,8.3%,,LOW,False,Standard play,UNDER 0.5 hits,0.5,0.5835,137.0,Dillon Dingler
BATTER HITS,2026-04-14,STL,CLE,,,,,,,0.0826,8.3%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5826,-136.0,Jose Fermin
BATTER HITS,2026-04-14,ATL,MIA,,,,,,,0.0813,8.1%,,LOW,False,Standard play,UNDER 0.5 hits,0.5,0.5813,122.0,Connor Norby
BATTER HITS,2026-04-14,NYY,LAA,,,,,,,0.0807,8.1%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5807,-227.0,Paul Goldschmidt
BATTER HITS,2026-04-14,MIN,BOS,,,,,,,0.0802,8.0%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5802,-217.0,Luke Keaschall
BATTER HITS,2026-04-14,CIN,SF,,,,,,,0.0793,7.9%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5793,-204.0,Matt McLain
BATTER HITS,2026-04-14,LAD,NYM,,,,,,,0.0792,7.9%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5792,145.0,Will Smith
BATTER HITS,2026-04-14,NYY,LAA,,,,,,,0.0784,7.8%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5784,-135.0,Logan O'Hoppe
BATTER HITS,2026-04-14,PIT,WSH,,,,,,,0.078,7.8%,,NO PLAY,False,Standard play,OVER 1.5 hits,1.5,0.578,177.0,Luis Garcia Jr.
BATTER HITS,2026-04-14,ATL,MIA,,,,,,,0.0772,7.7%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5772,-136.0,Owen Caissie
BATTER HITS,2026-04-14,MIN,BOS,,,,,,,0.0753,7.5%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5753,135.0,Josh Bell
BATTER HITS,2026-04-14,LAD,NYM,,,,,,,0.0752,7.5%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5752,-130.0,Brett Baty
BATTER HITS,2026-04-14,STL,CLE,,,,,,,0.0744,7.4%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5744,-120.0,Pedro Pages
BATTER HITS,2026-04-14,MIL,TOR,,,,,,,0.0741,7.4%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5741,108.0,Daulton Varsho
BATTER HITS,2026-04-14,STL,CLE,,,,,,,0.0737,7.4%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5737,-164.0,Masyn Winn
BATTER HITS,2026-04-14,SD,SEA,,,,,,,0.0678,6.8%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5678,-143.0,J.P. Crawford
BATTER HITS,2026-04-14,PIT,WSH,,,,,,,0.0666,6.7%,,NO PLAY,False,Standard play,UNDER 1.5 hits,1.5,0.5666,-208.0,Nick Yorke
BATTER HITS,2026-04-14,SD,SEA,,,,,,,0.0649,6.5%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5649,-110.0,Freddy Fermin
BATTER HITS,2026-04-14,LAD,NYM,,,,,,,0.0639,6.4%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5639,100.0,Hyeseong Kim
BATTER HITS,2026-04-14,HOU,COL,,,,,,,0.0635,6.4%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5635,155.0,Ezequiel Tovar
BATTER HITS,2026-04-14,MIL,TOR,,,,,,,0.0633,6.3%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5633,160.0,William Contreras
BATTER HITS,2026-04-14,PHI,CHC,,,,,,,0.061,6.1%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.561,143.0,Carson Kelly
BATTER HITS,2026-04-14,MIL,TOR,,,,,,,0.0585,5.8%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5585,-127.0,Joey Ortiz
BATTER HITS,2026-04-14,NYY,LAA,,,,,,,0.0582,5.8%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5582,-145.0,Jorge Soler
BATTER HITS,2026-04-14,SD,SEA,,,,,,,0.058,5.8%,,NO PLAY,False,High BA,OVER 0.5 hits,0.5,0.558,-139.0,Dominic Canzone
BATTER HITS,2026-04-14,ATL,MIA,,,,,,,0.0574,5.7%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5574,130.0,Liam Hicks
BATTER HITS,2026-04-14,STL,CLE,,,,,,,0.0572,5.7%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5572,162.0,Alec Burleson
BATTER HITS,2026-04-14,PIT,WSH,,,,,,,0.0567,5.7%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5567,-200.0,Spencer Horwitz
BATTER HITS,2026-04-14,HOU,COL,,,,,,,0.0567,5.7%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5567,-210.0,Brenton Doyle
BATTER HITS,2026-04-14,PHI,CHC,,,,,,,0.0564,5.6%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5564,-217.0,Adolis Garcia
BATTER HITS,2026-04-14,MIL,TOR,,,,,,,0.0539,5.4%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5539,-125.0,Gary Sanchez
BATTER HITS,2026-04-14,MIL,TOR,,,,,,,0.0538,5.4%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5538,150.0,Brice Turang
BATTER HITS,2026-04-14,PHI,CHC,,,,,,,0.0538,5.4%,,NO PLAY,False,Standard play,UNDER 1.5 hits,1.5,0.5538,-210.0,Trea Turner
BATTER HITS,2026-04-14,PIT,WSH,,,,,,,0.0536,5.4%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5536,145.0,Jacob Young
BATTER HITS,2026-04-14,HOU,COL,,,,,,,0.0529,5.3%,,NO PLAY,False,Low BA,UNDER 0.5 hits,0.5,0.5529,142.0,Willi Castro
BATTER HITS,2026-04-14,PIT,WSH,,,,,,,0.0521,5.2%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5521,-165.0,Keibert Ruiz
BATTER HITS,2026-04-14,HOU,COL,,,,,,,0.0519,5.2%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5519,150.0,Isaac Paredes
BATTER HITS,2026-04-14,HOU,COL,,,,,,,0.0514,5.1%,,NO PLAY,False,High BA,OVER 0.5 hits,0.5,0.5514,-225.0,Christian Walker
BATTER HITS,2026-04-14,DET,KC,,,,,,,0.0512,5.1%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5512,135.0,Riley Greene
BATTER HITS,2026-04-14,MIL,TOR,,,,,,,0.0503,5.0%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5503,-173.0,Sal Frelick
BATTER HITS,2026-04-14,PHI,CHC,,,,,,,0.0462,4.6%,,NO PLAY,False,Hot streak,OVER 0.5 hits,0.5,0.5462,-189.0,Kyle Schwarber
BATTER HITS,2026-04-14,NYY,LAA,,,,,,,0.0456,4.6%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5456,-238.0,Aaron Judge
BATTER HITS,2026-04-14,CIN,SF,,,,,,,0.0422,4.2%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5422,-149.0,Tyler Stephenson
BATTER HITS,2026-04-14,PHI,CHC,,,,,,,0.0419,4.2%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5419,-200.0,Seiya Suzuki
BATTER HITS,2026-04-14,SD,SEA,,,,,,,0.0417,4.2%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5417,-120.0,Nick Castellanos
BATTER HITS,2026-04-14,PHI,CHC,,,,,,,0.0399,4.0%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5399,-189.0,Ian Happ
BATTER HITS,2026-04-14,SD,SEA,,,,,,,0.0394,3.9%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5394,148.0,Fernando Tatis Jr.
BATTER HITS,2026-04-14,ATL,MIA,,,,,,,0.0351,3.5%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5351,155.0,Agustín Ramírez
BATTER HITS,2026-04-14,ATL,MIA,,,,,,,0.0344,3.4%,,NO PLAY,False,Low BA,UNDER 0.5 hits,0.5,0.5344,170.0,Austin Riley
BATTER HITS,2026-04-14,NYY,LAA,,,,,,,0.0344,3.4%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5344,-125.0,Austin Wells
BATTER HITS,2026-04-14,SD,SEA,,,,,,,0.0339,3.4%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5339,110.0,Randy Arozarena
BATTER HITS,2026-04-14,CIN,SF,,,,,,,0.0333,3.3%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5333,-172.0,Spencer Steer
BATTER HITS,2026-04-14,NYY,LAA,,,,,,,0.0327,3.3%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5327,-196.0,Mike Trout
BATTER HITS,2026-04-14,BAL,ARI,,,,,,,0.0323,3.2%,,NO PLAY,False,Hot streak,OVER 0.5 hits,0.5,0.5323,-190.0,Leody Taveras
BATTER HITS,2026-04-14,BAL,ARI,,,,,,,0.0316,3.2%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5316,-175.0,James McCann
BATTER HITS,2026-04-14,CIN,SF,,,,,,,0.0311,3.1%,,NO PLAY,False,Low BA,UNDER 0.5 hits,0.5,0.5311,169.0,Rafael Devers
BATTER HITS,2026-04-14,LAD,NYM,,,,,,,0.0287,2.9%,,NO PLAY,False,Low BA,UNDER 0.5 hits,0.5,0.5287,105.0,Max Muncy
BATTER HITS,2026-04-14,PHI,CHC,,,,,,,0.0287,2.9%,,NO PLAY,False,Low BA,UNDER 0.5 hits,0.5,0.5287,165.0,Alex Bregman
BATTER HITS,2026-04-14,SD,SEA,,,,,,,0.0284,2.8%,,NO PLAY,False,Hot streak,OVER 0.5 hits,0.5,0.5284,-123.0,Luis Campusano
BATTER HITS,2026-04-14,ATL,MIA,,,,,,,0.0277,2.8%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5277,-125.0,Heriberto Hernandez
BATTER HITS,2026-04-14,NYY,LAA,,,,,,,0.0264,2.6%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5264,-111.0,Yoan Moncada
BATTER HITS,2026-04-14,HOU,COL,,,,,,,0.0247,2.5%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5247,130.0,Joey Loperfido
BATTER HITS,2026-04-14,CIN,SF,,,,,,,0.0241,2.4%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5241,187.0,Sal Stewart
BATTER HITS,2026-04-14,MIN,BOS,,,,,,,0.022,2.2%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.522,157.0,Jarren Duran
BATTER HITS,2026-04-14,BAL,ARI,,,,,,,0.0211,2.1%,,NO PLAY,False,Standard play,OVER 1.5 hits,1.5,0.5211,195.0,Pete Alonso
BATTER HITS,2026-04-14,ATL,MIA,,,,,,,0.0198,2.0%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5198,158.0,Michael Harris II
BATTER HITS,2026-04-14,CIN,SF,,,,,,,0.0194,1.9%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5194,-154.0,Eugenio Suarez
