bet_type,game_date,home_team,away_team,underdog_team,home_sp_name,away_sp_name,underdog_odds,market_implied_prob,model_win_prob,edge,edge_pct,kelly_fraction,confidence,recommended,notes,pick,line,model_prob,odds,player_name
BATTER HITS,2026-04-17,SEA,TEX,,,,,,,0.2076,20.8%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7076,100.0,Randy Arozarena
BATTER HITS,2026-04-17,MIN,CIN,,,,,,,0.2068,20.7%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.7068,155.0,Elly De La Cruz
BATTER HITS,2026-04-17,HOU,STL,,,,,,,0.2041,20.4%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7041,-170.0,Nick Allen
BATTER HITS,2026-04-17,WSH,SF,,,,,,,0.2035,20.4%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7035,-130.0,Drew Gilbert
BATTER HITS,2026-04-17,LAA,SD,,,,,,,0.2013,20.1%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7013,-145.0,Logan O'Hoppe
BATTER HITS,2026-04-17,COL,LAD,,,,,,,0.2009,20.1%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.7009,-175.0,Alex Freeland
BATTER HITS,2026-04-17,WSH,SF,,,,,,,0.1993,19.9%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.6993,-257.0,Jung Hoo Lee
BATTER HITS,2026-04-17,LAA,SD,,,,,,,0.1959,19.6%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,0.5,0.6959,-152.0,Josh Lowe
BATTER HITS,2026-04-17,SEA,TEX,,,,,,,0.1934,19.3%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6934,-155.0,Wyatt Langford
BATTER HITS,2026-04-17,CLE,BAL,,,,,,,0.1917,19.2%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,0.5,0.6917,-160.0,Kyle Manzardo
BATTER HITS,2026-04-17,PIT,TB,,,,,,,0.1905,19.1%,,HIGH,False,Cold streak; Strong value,UNDER 1.5 hits,1.5,0.6905,-233.0,Chandler Simpson
BATTER HITS,2026-04-17,ARI,TOR,,,,,,,0.1901,19.0%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6901,155.0,Daulton Varsho
BATTER HITS,2026-04-17,LAA,SD,,,,,,,0.1892,18.9%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6892,125.0,Oswald Peraza
BATTER HITS,2026-04-17,ARI,TOR,,,,,,,0.1836,18.4%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6836,180.0,Corbin Carroll
BATTER HITS,2026-04-17,CHC,NYM,,,,,,,0.1829,18.3%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6829,-140.0,MJ Melendez
BATTER HITS,2026-04-17,WSH,SF,,,,,,,0.1767,17.7%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6767,149.0,James Wood
BATTER HITS,2026-04-17,NYY,KC,,,,,,,0.1762,17.6%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6762,-163.0,Vinnie Pasquantino
BATTER HITS,2026-04-17,CHC,NYM,,,,,,,0.1759,17.6%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6759,-123.0,Tyrone Taylor
BATTER HITS,2026-04-17,BOS,DET,,,,,,,0.1751,17.5%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6751,-145.0,Spencer Torkelson
BATTER HITS,2026-04-17,PIT,TB,,,,,,,0.1737,17.4%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6737,155.0,Brandon Lowe
BATTER HITS,2026-04-17,ARI,TOR,,,,,,,0.1734,17.3%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6734,-131.0,Tim Tawa
BATTER HITS,2026-04-17,HOU,STL,,,,,,,0.173,17.3%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.673,-210.0,JJ Wetherholt
BATTER HITS,2026-04-17,HOU,STL,,,,,,,0.1718,17.2%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6718,-217.0,Yainer Diaz
BATTER HITS,2026-04-17,HOU,STL,,,,,,,0.1708,17.1%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6708,-235.0,Ivan Herrera
BATTER HITS,2026-04-17,SEA,TEX,,,,,,,0.1707,17.1%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6707,-154.0,Julio Rodriguez
BATTER HITS,2026-04-17,COL,LAD,,,,,,,0.1706,17.1%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.6706,-200.0,Will Smith
BATTER HITS,2026-04-17,PHI,ATL,,,,,,,0.1702,17.0%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6702,-160.0,Mike Yastrzemski
BATTER HITS,2026-04-17,BOS,DET,,,,,,,0.1683,16.8%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6683,-161.0,Marcelo Mayer
BATTER HITS,2026-04-17,SEA,TEX,,,,,,,0.1682,16.8%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6682,-105.0,Danny Jansen
BATTER HITS,2026-04-17,MIA,MIL,,,,,,,0.1668,16.7%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6668,-192.0,Austin Slater
BATTER HITS,2026-04-17,SEA,TEX,,,,,,,0.1636,16.4%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6636,110.0,Cole Young
BATTER HITS,2026-04-17,CLE,BAL,,,,,,,0.1634,16.3%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6634,109.0,Daniel Schneemann
BATTER HITS,2026-04-17,NYY,KC,,,,,,,0.162,16.2%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.662,-117.0,Jonathan India
BATTER HITS,2026-04-17,PIT,TB,,,,,,,0.1619,16.2%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6619,-190.0,Jonathan Aranda
BATTER HITS,2026-04-17,MIN,CIN,,,,,,,0.161,16.1%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.661,149.0,Sal Stewart
BATTER HITS,2026-04-17,PHI,ATL,,,,,,,0.1609,16.1%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6609,110.0,Brandon Marsh
BATTER HITS,2026-04-17,MIA,MIL,,,,,,,0.159,15.9%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.659,-185.0,Brandon Lockridge
BATTER HITS,2026-04-17,BOS,DET,,,,,,,0.1586,15.9%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6586,150.0,Willson Contreras
BATTER HITS,2026-04-17,NYY,KC,,,,,,,0.1584,15.8%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6584,-175.0,Salvador Perez
BATTER HITS,2026-04-17,MIA,MIL,,,,,,,0.1578,15.8%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6578,188.0,Brice Turang
BATTER HITS,2026-04-17,SEA,TEX,,,,,,,0.1575,15.7%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,0.5,0.6575,-119.0,Cal Raleigh
BATTER HITS,2026-04-17,CHC,NYM,,,,,,,0.1568,15.7%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6568,179.0,Alex Bregman
BATTER HITS,2026-04-17,CHC,NYM,,,,,,,0.1567,15.7%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,0.5,0.6567,-155.0,Dansby Swanson
BATTER HITS,2026-04-17,ARI,TOR,,,,,,,0.156,15.6%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.656,136.0,Andres Gimenez
BATTER HITS,2026-04-17,MIA,MIL,,,,,,,0.156,15.6%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.656,134.0,Connor Norby
BATTER HITS,2026-04-17,HOU,STL,,,,,,,0.1555,15.6%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.6555,-247.0,Jose Altuve
BATTER HITS,2026-04-17,BOS,DET,,,,,,,0.1523,15.2%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6523,132.0,Riley Greene
BATTER HITS,2026-04-17,WSH,SF,,,,,,,0.1501,15.0%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.6501,-234.0,Daylen Lile
BATTER HITS,2026-04-17,MIN,CIN,,,,,,,0.1493,14.9%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6493,-147.0,Matt McLain
BATTER HITS,2026-04-17,HOU,STL,,,,,,,0.1484,14.8%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6484,-110.0,Taylor Trammell
BATTER HITS,2026-04-17,PHI,ATL,,,,,,,0.1478,14.8%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6478,167.0,Ozzie Albies
BATTER HITS,2026-04-17,SEA,TEX,,,,,,,0.144,14.4%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.644,134.0,Brendan Donovan
BATTER HITS,2026-04-17,WSH,SF,,,,,,,0.1432,14.3%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6432,-147.0,Nasim Nunez
BATTER HITS,2026-04-17,BOS,DET,,,,,,,0.1407,14.1%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6407,-175.0,Wenceel Perez
BATTER HITS,2026-04-17,CHC,NYM,,,,,,,0.1406,14.1%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6406,140.0,Moisés Ballesteros
BATTER HITS,2026-04-17,HOU,STL,,,,,,,0.1404,14.0%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6404,-190.0,Isaac Paredes
BATTER HITS,2026-04-17,MIN,CIN,,,,,,,0.1388,13.9%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6388,143.0,Ryan Jeffers
BATTER HITS,2026-04-17,SEA,TEX,,,,,,,0.1383,13.8%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6383,-119.0,Evan Carter
BATTER HITS,2026-04-17,WSH,SF,,,,,,,0.1359,13.6%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.6359,-215.0,Willy Adames
BATTER HITS,2026-04-17,PIT,TB,,,,,,,0.1359,13.6%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6359,-162.0,Jake Fraley
BATTER HITS,2026-04-17,WSH,SF,,,,,,,0.131,13.1%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.631,-220.0,Rafael Devers
BATTER HITS,2026-04-17,PIT,TB,,,,,,,0.1269,12.7%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6269,-180.0,Nick Yorke
BATTER HITS,2026-04-17,ARI,TOR,,,,,,,0.1264,12.6%,,HIGH,False,Strong value,OVER 1.5 hits,1.5,0.6264,190.0,Nathan Lukes
BATTER HITS,2026-04-17,CHC,NYM,,,,,,,0.126,12.6%,,HIGH,False,Strong value,UNDER 1.5 hits,1.5,0.626,-208.0,Nico Hoerner
BATTER HITS,2026-04-17,CHC,NYM,,,,,,,0.1248,12.5%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6248,-165.0,Marcus Semien
BATTER HITS,2026-04-17,SEA,TEX,,,,,,,0.1245,12.5%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6245,109.0,Josh Jung
BATTER HITS,2026-04-17,CLE,BAL,,,,,,,0.1242,12.4%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6242,-116.0,Bo Naylor
BATTER HITS,2026-04-17,CLE,BAL,,,,,,,0.1231,12.3%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6231,-175.0,Pete Alonso
BATTER HITS,2026-04-17,BOS,DET,,,,,,,0.1227,12.3%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,0.5,0.6227,-200.0,Trevor Story
BATTER HITS,2026-04-17,WSH,SF,,,,,,,0.1227,12.3%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6227,-263.0,Luis Garcia Jr.
BATTER HITS,2026-04-17,SEA,TEX,,,,,,,0.1219,12.2%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6219,124.0,Jake Burger
BATTER HITS,2026-04-17,SEA,TEX,,,,,,,0.1213,12.1%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6213,-159.0,Corey Seager
BATTER HITS,2026-04-17,MIA,MIL,,,,,,,0.1198,12.0%,,MEDIUM,False,Strong value,OVER 1.5 hits,1.5,0.6198,185.0,Sal Frelick
BATTER HITS,2026-04-17,HOU,STL,,,,,,,0.1197,12.0%,,MEDIUM,False,Cold streak; Strong value,UNDER 0.5 hits,0.5,0.6197,165.0,Christian Walker
BATTER HITS,2026-04-17,LAA,SD,,,,,,,0.1197,12.0%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6197,-145.0,Adam Frazier
BATTER HITS,2026-04-17,MIA,MIL,,,,,,,0.1193,11.9%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6193,-154.0,Garrett Mitchell
BATTER HITS,2026-04-17,BOS,DET,,,,,,,0.1185,11.8%,,MEDIUM,False,Strong value,UNDER 0.5 hits,0.5,0.6185,178.0,Dillon Dingler
BATTER HITS,2026-04-17,COL,LAD,,,,,,,0.1183,11.8%,,MEDIUM,False,Strong value,OVER 1.5 hits,1.5,0.6183,161.0,Kyle Tucker
BATTER HITS,2026-04-17,ARI,TOR,,,,,,,0.1168,11.7%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6168,-180.0,Jesus Sanchez
BATTER HITS,2026-04-17,BOS,DET,,,,,,,0.1163,11.6%,,MEDIUM,False,Cold streak; Strong value,UNDER 0.5 hits,0.5,0.6163,160.0,Wilyer Abreu
BATTER HITS,2026-04-17,NYY,KC,,,,,,,0.1155,11.6%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6155,-159.0,Jazz Chisholm Jr.
BATTER HITS,2026-04-17,ARI,TOR,,,,,,,0.1148,11.5%,,MEDIUM,False,High BA; Strong value,OVER 0.5 hits,0.5,0.6148,-130.0,Tyler Heineman
BATTER HITS,2026-04-17,SEA,TEX,,,,,,,0.1147,11.5%,,MEDIUM,False,Hot streak; Strong value,OVER 0.5 hits,0.5,0.6147,113.0,Joc Pederson
BATTER HITS,2026-04-17,BOS,DET,,,,,,,0.1146,11.5%,,MEDIUM,False,Strong value,UNDER 0.5 hits,0.5,0.6146,157.0,Kevin McGonigle
BATTER HITS,2026-04-17,SEA,TEX,,,,,,,0.1138,11.4%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6138,-154.0,Josh Naylor
BATTER HITS,2026-04-17,NYY,KC,,,,,,,0.1131,11.3%,,MEDIUM,False,Strong value,OVER 1.5 hits,1.5,0.6131,260.0,Isaac Collins
BATTER HITS,2026-04-17,SEA,TEX,,,,,,,0.112,11.2%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.612,-115.0,Dominic Canzone
BATTER HITS,2026-04-17,COL,LAD,,,,,,,0.1113,11.1%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6113,-175.0,TJ Rumfield
BATTER HITS,2026-04-17,COL,LAD,,,,,,,0.1103,11.0%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6103,-172.0,Ezequiel Tovar
BATTER HITS,2026-04-17,CHC,NYM,,,,,,,0.1073,10.7%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6073,-165.0,Francisco Alvarez
BATTER HITS,2026-04-17,WSH,SF,,,,,,,0.1056,10.6%,,MEDIUM,False,Strong value,UNDER 1.5 hits,1.5,0.6056,-183.0,Luis Arraez
BATTER HITS,2026-04-17,PIT,TB,,,,,,,0.1052,10.5%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6052,-175.0,Ben Williamson
BATTER HITS,2026-04-17,MIA,MIL,,,,,,,0.1044,10.4%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6044,-175.0,Jake Bauers
BATTER HITS,2026-04-17,CHC,NYM,,,,,,,0.1044,10.4%,,MEDIUM,False,Strong value,OVER 1.5 hits,1.5,0.6044,182.0,Bo Bichette
BATTER HITS,2026-04-17,PHI,ATL,,,,,,,0.103,10.3%,,MEDIUM,False,Strong value,UNDER 0.5 hits,0.5,0.603,164.0,J.T. Realmuto
BATTER HITS,2026-04-17,HOU,STL,,,,,,,0.1013,10.1%,,MEDIUM,False,Strong value,UNDER 1.5 hits,1.5,0.6013,-270.0,Carlos Correa
BATTER HITS,2026-04-17,HOU,STL,,,,,,,0.099,9.9%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.599,-141.0,Victor Scott II
BATTER HITS,2026-04-17,ARI,TOR,,,,,,,0.0987,9.9%,,LOW,False,Hot streak,OVER 0.5 hits,0.5,0.5987,-155.0,Jorge Barrosa
BATTER HITS,2026-04-17,COL,LAD,,,,,,,0.0987,9.9%,,LOW,False,Standard play,UNDER 0.5 hits,0.5,0.5987,131.0,Tyler Freeman
BATTER HITS,2026-04-17,CLE,BAL,,,,,,,0.0956,9.6%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5956,-155.0,Samuel Basallo
BATTER HITS,2026-04-17,CLE,BAL,,,,,,,0.0951,9.5%,,LOW,False,Standard play,UNDER 0.5 hits,0.5,0.5951,176.0,Chase DeLauter
BATTER HITS,2026-04-17,PHI,ATL,,,,,,,0.0943,9.4%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5943,-210.0,Alec Bohm
BATTER HITS,2026-04-17,COL,LAD,,,,,,,0.0931,9.3%,,LOW,False,Standard play,UNDER 0.5 hits,0.5,0.5931,108.0,Troy Johnston
BATTER HITS,2026-04-17,ARI,TOR,,,,,,,0.0931,9.3%,,LOW,False,Standard play,UNDER 0.5 hits,0.5,0.5931,155.0,Lenyn Sosa
BATTER HITS,2026-04-17,MIN,CIN,,,,,,,0.0924,9.2%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5924,-167.0,Victor Caratini
BATTER HITS,2026-04-17,COL,LAD,,,,,,,0.0919,9.2%,,LOW,False,Standard play,UNDER 1.5 hits,1.5,0.5919,-175.0,Freddie Freeman
BATTER HITS,2026-04-17,NYY,KC,,,,,,,0.0912,9.1%,,LOW,False,Standard play,UNDER 0.5 hits,0.5,0.5912,180.0,Bobby Witt Jr.
BATTER HITS,2026-04-17,CLE,BAL,,,,,,,0.0911,9.1%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5911,-136.0,Dylan Beavers
BATTER HITS,2026-04-17,COL,LAD,,,,,,,0.0907,9.1%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5907,-115.0,Brenton Doyle
BATTER HITS,2026-04-17,BOS,DET,,,,,,,0.09,9.0%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.59,-179.0,Jahmai Jones
BATTER HITS,2026-04-17,MIN,CIN,,,,,,,0.0895,9.0%,,LOW,False,Standard play,UNDER 0.5 hits,0.5,0.5895,141.0,Austin Martin
BATTER HITS,2026-04-17,HOU,STL,,,,,,,0.0892,8.9%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5892,-182.0,Masyn Winn
BATTER HITS,2026-04-17,LAA,SD,,,,,,,0.0884,8.8%,,LOW,False,Standard play,UNDER 0.5 hits,0.5,0.5884,150.0,Xander Bogaerts
BATTER HITS,2026-04-17,PIT,TB,,,,,,,0.0882,8.8%,,LOW,False,Standard play,UNDER 0.5 hits,0.5,0.5882,168.0,Bryan Reynolds
BATTER HITS,2026-04-17,COL,LAD,,,,,,,0.0873,8.7%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5873,-125.0,Edouard Julien
BATTER HITS,2026-04-17,WSH,SF,,,,,,,0.087,8.7%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.587,-186.0,Brady House
BATTER HITS,2026-04-17,PHI,ATL,,,,,,,0.0869,8.7%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5869,-225.0,Edmundo Sosa
BATTER HITS,2026-04-17,CLE,BAL,,,,,,,0.0863,8.6%,,LOW,False,Cold streak,UNDER 0.5 hits,0.5,0.5863,136.0,Taylor Ward
BATTER HITS,2026-04-17,MIN,CIN,,,,,,,0.0851,8.5%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5851,-115.0,Tyler Stephenson
BATTER HITS,2026-04-17,LAA,SD,,,,,,,0.0845,8.5%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5845,-200.0,Nolan Schanuel
BATTER HITS,2026-04-17,PHI,ATL,,,,,,,0.0844,8.4%,,LOW,False,Standard play,UNDER 0.5 hits,0.5,0.5844,179.0,Bryce Harper
BATTER HITS,2026-04-17,BOS,DET,,,,,,,0.0838,8.4%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5838,-147.0,Carlos Narvaez
BATTER HITS,2026-04-17,CHC,NYM,,,,,,,0.0822,8.2%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5822,-190.0,Luis Robert Jr.
BATTER HITS,2026-04-17,CLE,BAL,,,,,,,0.0798,8.0%,,NO PLAY,False,Hot streak,OVER 0.5 hits,0.5,0.5798,-135.0,Brayan Rocchio
BATTER HITS,2026-04-17,COL,LAD,,,,,,,0.0782,7.8%,,NO PLAY,False,Standard play,OVER 1.5 hits,1.5,0.5782,130.0,Shohei Ohtani
BATTER HITS,2026-04-17,PIT,TB,,,,,,,0.0751,7.5%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5751,-192.0,Marcell Ozuna
BATTER HITS,2026-04-17,SEA,TEX,,,,,,,0.0745,7.4%,,NO PLAY,False,Cold streak,UNDER 0.5 hits,0.5,0.5745,120.0,Brandon Nimmo
BATTER HITS,2026-04-17,PHI,ATL,,,,,,,0.0745,7.5%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5745,-190.0,Adolis Garcia
BATTER HITS,2026-04-17,BOS,DET,,,,,,,0.074,7.4%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.574,-200.0,Jarren Duran
BATTER HITS,2026-04-17,MIN,CIN,,,,,,,0.0718,7.2%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5718,-135.0,Spencer Steer
BATTER HITS,2026-04-17,HOU,STL,,,,,,,0.0717,7.2%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5717,-167.0,Joey Loperfido
BATTER HITS,2026-04-17,NYY,KC,,,,,,,0.0709,7.1%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5709,-220.0,Maikel Garcia
BATTER HITS,2026-04-17,COL,LAD,,,,,,,0.0706,7.1%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5706,-225.0,Max Muncy
BATTER HITS,2026-04-17,PIT,TB,,,,,,,0.0699,7.0%,,NO PLAY,False,Hot streak,OVER 0.5 hits,0.5,0.5699,-122.0,Taylor Walls
BATTER HITS,2026-04-17,HOU,STL,,,,,,,0.0678,6.8%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5678,-143.0,Pedro Pages
BATTER HITS,2026-04-17,CLE,BAL,,,,,,,0.0671,6.7%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5671,124.0,George Valera
BATTER HITS,2026-04-17,LAA,SD,,,,,,,0.0649,6.5%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5649,-155.0,Freddy Fermin
BATTER HITS,2026-04-17,SEA,TEX,,,,,,,0.0649,6.5%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5649,-108.0,J.P. Crawford
BATTER HITS,2026-04-17,WSH,SF,,,,,,,0.0638,6.4%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5638,-155.0,Keibert Ruiz
BATTER HITS,2026-04-17,BOS,DET,,,,,,,0.063,6.3%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.563,165.0,Roman Anthony
BATTER HITS,2026-04-17,MIA,MIL,,,,,,,0.0623,6.2%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5623,-182.0,Joey Ortiz
BATTER HITS,2026-04-17,PHI,ATL,,,,,,,0.0618,6.2%,,NO PLAY,False,Standard play,UNDER 1.5 hits,1.5,0.5618,-227.0,Ronald Acuna Jr.
BATTER HITS,2026-04-17,LAA,SD,,,,,,,0.0611,6.1%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5611,130.0,Gavin Sheets
BATTER HITS,2026-04-17,CLE,BAL,,,,,,,0.0606,6.1%,,NO PLAY,False,Hot streak,OVER 0.5 hits,0.5,0.5606,-165.0,Leody Taveras
BATTER HITS,2026-04-17,WSH,SF,,,,,,,0.0595,6.0%,,NO PLAY,False,Hot streak,OVER 0.5 hits,0.5,0.5595,-150.0,Jorbit Vivas
BATTER HITS,2026-04-17,NYY,KC,,,,,,,0.0593,5.9%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5593,-147.0,Carter Jensen
BATTER HITS,2026-04-17,BOS,DET,,,,,,,0.0581,5.8%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5581,-208.0,Matt Vierling
BATTER HITS,2026-04-17,WSH,SF,,,,,,,0.058,5.8%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.558,-230.0,Matt Chapman
BATTER HITS,2026-04-17,PHI,ATL,,,,,,,0.0574,5.7%,,NO PLAY,False,High BA,OVER 0.5 hits,0.5,0.5574,-149.0,Justin Crawford
BATTER HITS,2026-04-17,COL,LAD,,,,,,,0.0572,5.7%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5572,128.0,Mickey Moniak
BATTER HITS,2026-04-17,CHC,NYM,,,,,,,0.0565,5.7%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5565,132.0,Carson Kelly
BATTER HITS,2026-04-17,CLE,BAL,,,,,,,0.0539,5.4%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5539,-115.0,Blaze Alexander
BATTER HITS,2026-04-17,CHC,NYM,,,,,,,0.0536,5.4%,,NO PLAY,False,Low BA,UNDER 0.5 hits,0.5,0.5536,146.0,Ian Happ
BATTER HITS,2026-04-17,PHI,ATL,,,,,,,0.0523,5.2%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5523,-145.0,Otto Kemp
BATTER HITS,2026-04-17,NYY,KC,,,,,,,0.0506,5.1%,,NO PLAY,False,Low BA,UNDER 0.5 hits,0.5,0.5506,-106.0,Jose Caballero
BATTER HITS,2026-04-17,MIN,CIN,,,,,,,0.05,5.0%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.55,-169.0,Josh Bell
BATTER HITS,2026-04-17,MIN,CIN,,,,,,,0.049,4.9%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.549,128.0,Brooks Lee
BATTER HITS,2026-04-17,CLE,BAL,,,,,,,0.0488,4.9%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5488,-250.0,Gunnar Henderson
BATTER HITS,2026-04-17,PHI,ATL,,,,,,,0.0468,4.7%,,NO PLAY,False,Standard play,UNDER 1.5 hits,1.5,0.5468,-225.0,Trea Turner
BATTER HITS,2026-04-17,LAA,SD,,,,,,,0.0454,4.5%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5454,-222.0,Zach Neto
BATTER HITS,2026-04-17,PHI,ATL,,,,,,,0.0442,4.4%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5442,-185.0,Michael Harris II
