bet_type,game_date,home_team,away_team,home_sp_name,away_sp_name,pick,odds,model_prob,edge,edge_pct,confidence,recommended,notes,line
1ST INN ML,2026-08-09,PHI,TOR,Jesús Luzardo,Shane Bieber,PHI,-110,0.6132,0.0894,8.9%,HIGH,True,Standard play,
1ST INN ML,2026-08-09,WSH,CIN,Brad Lord,Brady Singer,WSH,-110,0.5912,0.0674,6.7%,HIGH,True,Standard play,
1ST INN ML,2026-08-09,STL,COL,Michael McGreevy,Michael Lorenzen,STL,-110,0.5793,0.0555,5.5%,MEDIUM,False,Standard play,
1ST INN ML,2026-08-09,MIA,LAA,Ryan Gusto,Grayson Rodriguez,MIA,-110,0.572,0.0482,4.8%,MEDIUM,False,Standard play,
1ST INN ML,2026-08-09,SF,DET,Logan Webb,Troy Melton,DET,-110,0.5637,0.0399,4.0%,LOW,False,Elite pitching matchup,
1ST INN ML,2026-08-09,ARI,LAD,Eduardo Rodriguez,Justin Wrobleski,LAD,-110,0.5599,0.0361,3.6%,LOW,False,Elite pitching matchup,
1ST INN ML,2026-08-09,SD,HOU,TBD,Cristian Javier,SD,-110,0.5599,0.0361,3.6%,LOW,False,Standard play,
1ST INN ML,2026-08-09,KC,CHC,Randy Dobnak,Matthew Boyd,CHC,-110,0.5375,0.0137,1.4%,NO PLAY,False,Elite pitching matchup,
1ST INN ML,2026-08-09,PIT,NYM,Jared Jones,Sean Manaea,PIT,-110,0.5315,0.0077,0.8%,NO PLAY,False,Standard play,
1ST INN ML,2026-08-09,CWS,CLE,Davis Martin,Joey Cantillo,CWS,-110,0.5308,0.0069,0.7%,NO PLAY,False,Standard play,
1ST INN ML,2026-08-09,MIL,MIN,Jacob Misiorowski,Connor Prielipp,MIL,-110,0.528,0.0042,0.4%,NO PLAY,False,Elite pitching matchup,
1ST INN ML,2026-08-09,TEX,BAL,Kumar Rocker,Cade Povich,BAL,-110,0.5187,-0.0051,-0.5%,NO PLAY,False,Standard play,
1ST INN ML,2026-08-09,SEA,TB,Emerson Hancock,Ian Seymour,SEA,-110,0.5153,-0.0085,-0.8%,NO PLAY,False,Standard play,
1ST INN ML,2026-08-09,BOS,OAK,Erik Miller,J.T. Ginn,OAK,-110,0.5025,-0.0213,-2.1%,NO PLAY,False,Elite pitching matchup,
1ST INN ML,2026-08-09,NYY,ATL,Cam Schlittler,Grant Holmes,NYY,-110,0.5003,-0.0235,-2.4%,NO PLAY,False,Elite pitching matchup,
1ST INN TOTAL,2026-08-09,KC,CHC,Randy Dobnak,Matthew Boyd,OVER 0.5,-110,0.5941,0.0703,7.0%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-09,NYY,ATL,Cam Schlittler,Grant Holmes,OVER 0.5,-110,0.5691,0.0453,4.5%,NO PLAY,False,Hitter-friendly park,0.5
1ST INN TOTAL,2026-08-09,STL,COL,Michael McGreevy,Michael Lorenzen,OVER 0.5,-110,0.5493,0.0255,2.6%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-09,BOS,OAK,Erik Miller,J.T. Ginn,OVER 0.5,-110,0.5473,0.0234,2.3%,NO PLAY,False,Hitter-friendly park,0.5
1ST INN TOTAL,2026-08-09,MIA,LAA,Ryan Gusto,Grayson Rodriguez,UNDER 0.5,-110,0.5442,0.0204,2.0%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-09,PHI,TOR,Jesús Luzardo,Shane Bieber,OVER 0.5,-110,0.536,0.0122,1.2%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-09,ARI,LAD,Eduardo Rodriguez,Justin Wrobleski,OVER 0.5,-110,0.5206,-0.0032,-0.3%,NO PLAY,False,Hitter-friendly park,0.5
1ST INN TOTAL,2026-08-09,SF,DET,Logan Webb,Troy Melton,UNDER 0.5,-110,0.5163,-0.0075,-0.8%,NO PLAY,False,Elite SPs keep 1st clean,0.5
1ST INN TOTAL,2026-08-09,SEA,TB,Emerson Hancock,Ian Seymour,UNDER 0.5,-110,0.5141,-0.0097,-1.0%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-09,MIL,MIN,Jacob Misiorowski,Connor Prielipp,OVER 0.5,-110,0.5135,-0.0103,-1.0%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-09,PIT,NYM,Jared Jones,Sean Manaea,OVER 0.5,-110,0.5129,-0.0109,-1.1%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-09,SD,HOU,TBD,Cristian Javier,UNDER 0.5,-110,0.5128,-0.011,-1.1%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-09,CWS,CLE,Davis Martin,Joey Cantillo,UNDER 0.5,-110,0.509,-0.0148,-1.5%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-09,WSH,CIN,Brad Lord,Brady Singer,UNDER 0.5,-110,0.5045,-0.0193,-1.9%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-09,TEX,BAL,Kumar Rocker,Cade Povich,UNDER 0.5,-110,0.5042,-0.0196,-2.0%,NO PLAY,False,Standard play,0.5
