bet_type,game_date,home_team,away_team,home_sp_name,away_sp_name,pick,odds,model_prob,edge,edge_pct,confidence,recommended,notes,line
1ST INN ML,2026-06-04,BOS,BAL,Brayan Bello,Trevor Rogers,BOS,-110,0.6165,0.0926,9.3%,HIGH,True,Standard play,
1ST INN ML,2026-06-04,HOU,PIT,Kai-Wei Teng,Jared Jones,HOU,-110,0.6045,0.0807,8.1%,HIGH,True,Standard play,
1ST INN ML,2026-06-04,MIL,SF,Coleman Crow,Adrian Houser,MIL,-110,0.604,0.0802,8.0%,HIGH,False,Standard play,
1ST INN ML,2026-06-04,CHC,OAK,Shota Imanaga,J.T. Ginn,OAK,-110,0.5871,0.0633,6.3%,HIGH,False,Standard play,
1ST INN ML,2026-06-04,NYY,CLE,Carlos Rodón,Slade Cecconi,NYY,-110,0.5847,0.0609,6.1%,HIGH,False,Standard play,
1ST INN ML,2026-06-04,PHI,SD,Zack Wheeler,Lucas Giolito,PHI,-110,0.5839,0.0601,6.0%,HIGH,False,Standard play,
1ST INN ML,2026-06-04,ARI,LAD,Ryne Nelson,Justin Wrobleski,LAD,-110,0.5703,0.0464,4.6%,MEDIUM,False,Standard play,
1ST INN ML,2026-06-04,ATL,TOR,Chris Sale,TBD,ATL,-110,0.5367,0.0129,1.3%,NO PLAY,False,Elite pitching matchup,
1ST INN ML,2026-06-04,MIN,KC,Andrew Morris,Seth Lugo,MIN,-110,0.5282,0.0044,0.4%,NO PLAY,False,Standard play,
1ST INN TOTAL,2026-06-04,ARI,LAD,Ryne Nelson,Justin Wrobleski,UNDER 0.5,-110,0.5555,0.0317,3.2%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-06-04,NYY,CLE,Carlos Rodón,Slade Cecconi,OVER 0.5,-110,0.5491,0.0253,2.5%,NO PLAY,False,Hitter-friendly park,0.5
1ST INN TOTAL,2026-06-04,MIL,SF,Coleman Crow,Adrian Houser,OVER 0.5,-110,0.5407,0.0169,1.7%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-06-04,BOS,BAL,Brayan Bello,Trevor Rogers,OVER 0.5,-110,0.5353,0.0114,1.1%,NO PLAY,False,Hitter-friendly park,0.5
1ST INN TOTAL,2026-06-04,MIN,KC,Andrew Morris,Seth Lugo,UNDER 0.5,-110,0.5261,0.0023,0.2%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-06-04,CHC,OAK,Shota Imanaga,J.T. Ginn,UNDER 0.5,-110,0.5196,-0.0042,-0.4%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-06-04,ATL,TOR,Chris Sale,TBD,OVER 0.5,-110,0.5157,-0.0081,-0.8%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-06-04,PHI,SD,Zack Wheeler,Lucas Giolito,OVER 0.5,-110,0.5039,-0.0199,-2.0%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-06-04,HOU,PIT,Kai-Wei Teng,Jared Jones,UNDER 0.5,-110,0.501,-0.0228,-2.3%,NO PLAY,False,Standard play,0.5
