bet_type,game_date,home_team,away_team,home_sp_name,away_sp_name,pick,odds,model_prob,edge,edge_pct,confidence,recommended,notes,line
1ST INN ML,2026-08-26,OAK,MIN,J.T. Ginn,Connor Prielipp,OAK,-110,0.569,0.0452,4.5%,MEDIUM,True,Standard play,
1ST INN ML,2026-08-26,SF,CIN,Landen Roupp,Nick Lodolo,SF,-110,0.5622,0.0384,3.8%,LOW,True,Standard play,
1ST INN ML,2026-08-26,SD,PIT,Randy Vásquez,Bubba Chandler,SD,-110,0.5546,0.0308,3.1%,LOW,False,Standard play,
1ST INN ML,2026-08-26,LAA,CLE,Grayson Rodriguez,Joey Cantillo,LAA,-110,0.5536,0.0298,3.0%,NO PLAY,False,Standard play,
1ST INN ML,2026-08-26,NYY,HOU,TBD,Peter Lambert,HOU,-110,0.5366,0.0128,1.3%,NO PLAY,False,Standard play,
1ST INN ML,2026-08-26,WSH,COL,Matt Waldron,Tanner Gordon,WSH,-110,0.5363,0.0125,1.2%,NO PLAY,False,Standard play,
1ST INN ML,2026-08-26,DET,TB,Troy Melton,Freddy Peralta,DET,-110,0.5249,0.0011,0.1%,NO PLAY,False,Standard play,
1ST INN ML,2026-08-26,ARI,CHC,Eduardo Rodriguez,Matthew Boyd,CHC,-110,0.5248,0.001,0.1%,NO PLAY,False,Elite pitching matchup,
1ST INN ML,2026-08-26,STL,BAL,Michael McGreevy,Kyle Bradish,STL,-110,0.5237,-0.0001,-0.0%,NO PLAY,False,Standard play,
1ST INN ML,2026-08-26,NYM,MIL,Robert Stock,Dustin May,NYM,-110,0.521,-0.0028,-0.3%,NO PLAY,False,Standard play,
1ST INN ML,2026-08-26,ATL,LAD,AJ Smith-Shawver,Roki Sasaki,ATL,-110,0.5205,-0.0033,-0.3%,NO PLAY,False,Standard play,
1ST INN ML,2026-08-26,TOR,KC,Spencer Miles,Randy Dobnak,TOR,-110,0.5111,-0.0127,-1.3%,NO PLAY,False,Elite pitching matchup,
1ST INN ML,2026-08-26,SEA,PHI,Bryan Woo,Jesús Luzardo,PHI,-110,0.5102,-0.0136,-1.4%,NO PLAY,False,Standard play,
1ST INN ML,2026-08-26,MIA,BOS,Ryan Gusto,Sonny Gray,BOS,-110,0.5096,-0.0142,-1.4%,NO PLAY,False,Standard play,
1ST INN ML,2026-08-26,CWS,TEX,Sean Burke,MacKenzie Gore,TEX,-110,0.5024,-0.0214,-2.1%,NO PLAY,False,Standard play,
1ST INN TOTAL,2026-08-26,TOR,KC,Spencer Miles,Randy Dobnak,OVER 0.5,-110,0.5676,0.0438,4.4%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-26,MIA,BOS,Ryan Gusto,Sonny Gray,UNDER 0.5,-110,0.5516,0.0278,2.8%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-26,SEA,PHI,Bryan Woo,Jesús Luzardo,UNDER 0.5,-110,0.5421,0.0183,1.8%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-26,DET,TB,Troy Melton,Freddy Peralta,OVER 0.5,-110,0.5375,0.0137,1.4%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-26,ARI,CHC,Eduardo Rodriguez,Matthew Boyd,OVER 0.5,-110,0.5368,0.0129,1.3%,NO PLAY,False,Hitter-friendly park,0.5
1ST INN TOTAL,2026-08-26,ATL,LAD,AJ Smith-Shawver,Roki Sasaki,OVER 0.5,-110,0.5314,0.0076,0.8%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-26,OAK,MIN,J.T. Ginn,Connor Prielipp,UNDER 0.5,-110,0.5236,-0.0002,-0.0%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-26,LAA,CLE,Grayson Rodriguez,Joey Cantillo,UNDER 0.5,-110,0.523,-0.0008,-0.1%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-26,STL,BAL,Michael McGreevy,Kyle Bradish,OVER 0.5,-110,0.5216,-0.0022,-0.2%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-26,SD,PIT,Randy Vásquez,Bubba Chandler,UNDER 0.5,-110,0.5185,-0.0053,-0.5%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-26,WSH,COL,Matt Waldron,Tanner Gordon,UNDER 0.5,-110,0.5183,-0.0055,-0.5%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-26,NYM,MIL,Robert Stock,Dustin May,UNDER 0.5,-110,0.5152,-0.0086,-0.9%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-26,CWS,TEX,Sean Burke,MacKenzie Gore,OVER 0.5,-110,0.5143,-0.0095,-0.9%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-26,NYY,HOU,TBD,Peter Lambert,UNDER 0.5,-110,0.5052,-0.0186,-1.9%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-26,SF,CIN,Landen Roupp,Nick Lodolo,UNDER 0.5,-110,0.5039,-0.0199,-2.0%,NO PLAY,False,Standard play,0.5
