bet_type,game_date,home_team,away_team,underdog_team,home_sp_name,away_sp_name,underdog_odds,market_implied_prob,model_win_prob,edge,edge_pct,kelly_fraction,confidence,recommended,notes,pick,odds,model_prob,line,player_name
FULL GAME TOTAL,2026-05-06,SF,SD,,Adrian Houser,Matt Waldron,,,,0.006,0.6%,,NO PLAY,False,"Pitcher-friendly park, but other factors favor OVER; Weak pitching matchup; Both teams travel-fatigued",OVER,,0.506,8.5,
FULL GAME TOTAL,2026-05-06,KC,CLE,,Cole Ragans,Joey Cantillo,,,,0.0007,0.1%,,NO PLAY,False,Both teams travel-fatigued,OVER,,0.5007,7.5,
F5 TOTAL,2026-05-06,NYY,TEX,,Will Warren,Nathan Eovaldi,,,,0.1338,13.4%,,LOW,True,"Hitter-friendly park, but other factors favor UNDER; Strong value; Both teams travel-fatigued",UNDER,,0.6338,4.7,
F5 TOTAL,2026-05-06,COL,NYM,,Michael Lorenzen,Freddy Peralta,,,,0.1057,10.6%,,NO PLAY,False,Hitter-friendly park favors OVER; Strong value; Both teams travel-fatigued,OVER,,0.6057,5.2,
F5 TOTAL,2026-05-06,SEA,ATL,,Bryan Woo,Martín Pérez,,,,0.0985,9.9%,,NO PLAY,False,Pitcher-friendly park favors UNDER; Elite SP matchup; Strong value; Both teams travel-fatigued,UNDER,,0.5985,4.4,
F5 TOTAL,2026-05-06,SF,SD,,Adrian Houser,Matt Waldron,,,,0.0847,8.5%,,NO PLAY,False,"Pitcher-friendly park favors UNDER; Weak pitching, but line already accounts for it; Strong value; Both teams travel-fatigued",UNDER,,0.5847,4.7,
F5 TOTAL,2026-05-06,CHC,CIN,,Colin Rea,Brady Singer,,,,0.0783,7.8%,,NO PLAY,False,Both teams travel-fatigued,UNDER,,0.5783,4.4,
F5 TOTAL,2026-05-06,STL,MIL,,Andre Pallante,Brandon Sproat,,,,0.0726,7.3%,,NO PLAY,False,"High-scoring teams, but line is inflated; Weak pitching, but line already accounts for it; Both teams travel-fatigued",UNDER,,0.5726,4.4,
F5 TOTAL,2026-05-06,WSH,MIN,,Miles Mikolas,Bailey Ober,,,,0.0386,3.9%,,NO PLAY,False,"Weak pitching, but line already accounts for it",UNDER,,0.5386,5.2,
F5 TOTAL,2026-05-06,TB,TOR,,Shane McClanahan,Patrick Corbin,,,,0.0298,3.0%,,NO PLAY,False,Elite SP matchup; Both teams travel-fatigued,UNDER,,0.5298,4.1,
F5 TOTAL,2026-05-06,HOU,LAD,,Lance McCullers Jr.,Tyler Glasnow,,,,0.0281,2.8%,,NO PLAY,False,"High-scoring teams, but line is inflated; Both teams travel-fatigued",UNDER,,0.5281,4.7,
F5 TOTAL,2026-05-06,MIA,BAL,,Eury Pérez,Brandon Young,,,,0.0239,2.4%,,NO PLAY,False,Pitcher-friendly park favors UNDER; Both teams travel-fatigued,UNDER,,0.5239,4.7,
F5 TOTAL,2026-05-06,KC,CLE,,Cole Ragans,Joey Cantillo,,,,0.0139,1.4%,,NO PLAY,False,Both teams travel-fatigued,UNDER,,0.5139,4.1,
F5 TOTAL,2026-05-06,LAA,CWS,,Walbert Ureña,Noah Schultz,,,,0.0116,1.2%,,NO PLAY,False,Elite SP matchup; Both teams travel-fatigued,UNDER,,0.5116,5.0,
F5 TOTAL,2026-05-06,DET,BOS,,Jack Flaherty,Sonny Gray,,,,0.0027,0.3%,,NO PLAY,False,"Weak pitching, but line already accounts for it; Both teams travel-fatigued",UNDER,,0.5027,4.7,
F5 TOTAL,2026-05-06,ARI,PIT,,Michael Soroka,Paul Skenes,,,,0.0023,0.2%,,NO PLAY,False,Hitter-friendly park favors OVER,OVER,,0.5023,4.1,
1ST INN ML,2026-05-06,CHC,CIN,,Colin Rea,Brady Singer,,,,0.0866,8.7%,,HIGH,True,Standard play,CHC,-110.0,0.6104,,
1ST INN ML,2026-05-06,STL,MIL,,Andre Pallante,Brandon Sproat,,,,0.0635,6.4%,,HIGH,True,Standard play,STL,-110.0,0.5873,,
1ST INN ML,2026-05-06,SF,SD,,Adrian Houser,Matt Waldron,,,,0.0623,6.2%,,HIGH,False,Standard play,SF,-110.0,0.5861,,
1ST INN ML,2026-05-06,ARI,PIT,,Michael Soroka,Paul Skenes,,,,0.0489,4.9%,,MEDIUM,False,Standard play,PIT,-110.0,0.5727,,
1ST INN ML,2026-05-06,SEA,ATL,,Bryan Woo,Martín Pérez,,,,0.0347,3.5%,,LOW,False,Elite pitching matchup,ATL,-110.0,0.5586,,
1ST INN ML,2026-05-06,LAA,CWS,,Walbert Ureña,Noah Schultz,,,,0.0135,1.4%,,NO PLAY,False,Elite pitching matchup,CWS,-110.0,0.5373,,
1ST INN ML,2026-05-06,COL,NYM,,Michael Lorenzen,Freddy Peralta,,,,0.0123,1.2%,,NO PLAY,False,Standard play,NYM,-110.0,0.5361,,
1ST INN ML,2026-05-06,NYY,TEX,,Will Warren,Nathan Eovaldi,,,,0.0103,1.0%,,NO PLAY,False,Standard play,NYY,-110.0,0.5341,,
1ST INN ML,2026-05-06,HOU,LAD,,Lance McCullers Jr.,Tyler Glasnow,,,,0.0051,0.5%,,NO PLAY,False,Standard play,HOU,-110.0,0.5289,,
1ST INN ML,2026-05-06,PHI,OAK,,Zack Wheeler,Jeffrey Springs,,,,0.0021,0.2%,,NO PLAY,False,Elite pitching matchup,OAK,-110.0,0.5259,,
1ST INN ML,2026-05-06,KC,CLE,,Cole Ragans,Joey Cantillo,,,,-0.0022,-0.2%,,NO PLAY,False,Standard play,KC,-110.0,0.5216,,
1ST INN ML,2026-05-06,DET,BOS,,Jack Flaherty,Sonny Gray,,,,-0.0037,-0.4%,,NO PLAY,False,Standard play,BOS,-110.0,0.5201,,
1ST INN ML,2026-05-06,MIA,BAL,,Eury Pérez,Brandon Young,,,,-0.0043,-0.4%,,NO PLAY,False,Standard play,MIA,-110.0,0.5195,,
1ST INN ML,2026-05-06,WSH,MIN,,Miles Mikolas,Bailey Ober,,,,-0.015,-1.5%,,NO PLAY,False,Standard play,WSH,-110.0,0.5088,,
1ST INN ML,2026-05-06,TB,TOR,,Shane McClanahan,Patrick Corbin,,,,-0.0235,-2.3%,,NO PLAY,False,Elite pitching matchup,TOR,-110.0,0.5004,,
1ST INN TOTAL,2026-05-06,TB,TOR,,Shane McClanahan,Patrick Corbin,,,,0.0466,4.7%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.5704,0.5,
1ST INN TOTAL,2026-05-06,ARI,PIT,,Michael Soroka,Paul Skenes,,,,0.0406,4.1%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.5644,0.5,
1ST INN TOTAL,2026-05-06,WSH,MIN,,Miles Mikolas,Bailey Ober,,,,0.0382,3.8%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.562,0.5,
1ST INN TOTAL,2026-05-06,STL,MIL,,Andre Pallante,Brandon Sproat,,,,0.029,2.9%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.5528,0.5,
1ST INN TOTAL,2026-05-06,LAA,CWS,,Walbert Ureña,Noah Schultz,,,,0.0209,2.1%,,NO PLAY,False,Elite SPs keep 1st clean,UNDER 0.5,-110.0,0.5447,0.5,
1ST INN TOTAL,2026-05-06,PHI,OAK,,Zack Wheeler,Jeffrey Springs,,,,0.0162,1.6%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.54,0.5,
1ST INN TOTAL,2026-05-06,CHC,CIN,,Colin Rea,Brady Singer,,,,0.0055,0.6%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.5293,0.5,
1ST INN TOTAL,2026-05-06,SEA,ATL,,Bryan Woo,Martín Pérez,,,,0.004,0.4%,,NO PLAY,False,Elite SPs keep 1st clean,UNDER 0.5,-110.0,0.5278,0.5,
1ST INN TOTAL,2026-05-06,SF,SD,,Adrian Houser,Matt Waldron,,,,0.002,0.2%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.5258,0.5,
1ST INN TOTAL,2026-05-06,DET,BOS,,Jack Flaherty,Sonny Gray,,,,-0.0047,-0.5%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.5191,0.5,
1ST INN TOTAL,2026-05-06,COL,NYM,,Michael Lorenzen,Freddy Peralta,,,,-0.0098,-1.0%,,NO PLAY,False,Hitter-friendly park,OVER 0.5,-110.0,0.514,0.5,
1ST INN TOTAL,2026-05-06,MIA,BAL,,Eury Pérez,Brandon Young,,,,-0.0114,-1.1%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.5124,0.5,
1ST INN TOTAL,2026-05-06,HOU,LAD,,Lance McCullers Jr.,Tyler Glasnow,,,,-0.0115,-1.2%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.5123,0.5,
1ST INN TOTAL,2026-05-06,NYY,TEX,,Will Warren,Nathan Eovaldi,,,,-0.0132,-1.3%,,NO PLAY,False,Hitter-friendly park,OVER 0.5,-110.0,0.5107,0.5,
1ST INN TOTAL,2026-05-06,KC,CLE,,Cole Ragans,Joey Cantillo,,,,-0.023,-2.3%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.5008,0.5,
PITCHER K,2026-05-06,TB,TOR,,,,,,,0.3384,33.8%,,HIGH,True,Facing low-K team; Strong value,UNDER 4.5 Ks,114.0,0.8384,4.5,Shane McClanahan
PITCHER K,2026-05-06,SF,SD,,,,,,,0.3363,33.6%,,HIGH,True,Facing high-K team; Strong value,OVER 3.5 Ks,120.0,0.8363,3.5,Adrian Houser
PITCHER K,2026-05-06,SEA,ATL,,,,,,,0.2592,25.9%,,HIGH,False,Facing high-K team; Strong value,OVER 3.2 Ks,-110.0,0.7592,3.2,Martín Pérez
PITCHER K,2026-05-06,HOU,LAD,,,,,,,0.2539,25.4%,,HIGH,False,Strong value,UNDER 7.5 Ks,-117.0,0.7539,7.5,Tyler Glasnow
PITCHER K,2026-05-06,ARI,PIT,,,,,,,0.2041,20.4%,,HIGH,False,Strong value,UNDER 5.5 Ks,116.0,0.7041,5.5,Paul Skenes
PITCHER K,2026-05-06,PHI,OAK,,,,,,,0.1816,18.2%,,HIGH,False,Strong value,UNDER 4.5 Ks,-110.0,0.6816,4.5,Jeffrey Springs
PITCHER K,2026-05-06,CHC,CIN,,,,,,,0.155,15.5%,,HIGH,False,Facing high-K team; Strong value,OVER 4.5 Ks,-137.0,0.655,4.5,Colin Rea
PITCHER K,2026-05-06,PHI,OAK,,,,,,,0.1348,13.5%,,HIGH,False,Strong value,UNDER 7.5 Ks,-110.0,0.6348,7.5,Zack Wheeler
PITCHER K,2026-05-06,DET,BOS,,,,,,,0.1318,13.2%,,HIGH,False,Facing high-K team; Strong value,OVER 4.5 Ks,116.0,0.6318,4.5,Sonny Gray
PITCHER K,2026-05-06,KC,CLE,,,,,,,0.1305,13.1%,,HIGH,False,Strong value,UNDER 6.5 Ks,-154.0,0.6305,6.5,Cole Ragans
PITCHER K,2026-05-06,SEA,ATL,,,,,,,0.1236,12.4%,,HIGH,False,Low K average; Strong value,UNDER 5.5 Ks,-139.0,0.6236,5.5,Bryan Woo
PITCHER K,2026-05-06,MIA,BAL,,,,,,,0.1055,10.5%,,MEDIUM,False,Facing high-K team; Strong value,OVER 5.1 Ks,-110.0,0.6055,5.1,Eury Pérez
PITCHER K,2026-05-06,WSH,MIN,,,,,,,0.1046,10.5%,,MEDIUM,False,Low K average; Strong value,UNDER 3.5 Ks,111.0,0.6046,3.5,Bailey Ober
PITCHER K,2026-05-06,NYY,TEX,,,,,,,0.0997,10.0%,,NO PLAY,False,Standard play,UNDER 5.5 Ks,-136.0,0.5997,5.5,Nathan Eovaldi
PITCHER K,2026-05-06,CHC,CIN,,,,,,,0.0962,9.6%,,NO PLAY,False,Standard play,OVER 3.5 Ks,-139.0,0.5962,3.5,Brady Singer
PITCHER K,2026-05-06,TB,TOR,,,,,,,0.0948,9.5%,,NO PLAY,False,Low K average,UNDER 3.5 Ks,-105.0,0.5948,3.5,Patrick Corbin
PITCHER K,2026-05-06,NYY,TEX,,,,,,,0.0669,6.7%,,NO PLAY,False,Facing high-K team,OVER 5.5 Ks,-154.0,0.5669,5.5,Will Warren
PITCHER K,2026-05-06,STL,MIL,,,,,,,0.0655,6.6%,,NO PLAY,False,Low K average,UNDER 3.5 Ks,118.0,0.5655,3.5,Brandon Sproat
PITCHER K,2026-05-06,KC,CLE,,,,,,,0.0567,5.7%,,NO PLAY,False,Standard play,UNDER 4.5 Ks,-115.0,0.5567,4.5,Joey Cantillo
PITCHER K,2026-05-06,HOU,LAD,,,,,,,0.0376,3.8%,,NO PLAY,False,Standard play,UNDER 5.5 Ks,-135.0,0.5376,5.5,Lance McCullers Jr.
PITCHER K,2026-05-06,MIA,BAL,,,,,,,0.0303,3.0%,,NO PLAY,False,Facing high-K team,OVER 3.5 Ks,-123.0,0.5303,3.5,Brandon Young
PITCHER K,2026-05-06,ARI,PIT,,,,,,,0.0257,2.6%,,NO PLAY,False,Standard play,UNDER 5.5 Ks,-135.0,0.5257,5.5,Michael Soroka
PITCHER K,2026-05-06,COL,NYM,,,,,,,0.017,1.7%,,NO PLAY,False,Facing high-K team,OVER 6.5 Ks,124.0,0.517,6.5,Freddy Peralta
PITCHER K,2026-05-06,COL,NYM,,,,,,,0.0128,1.3%,,NO PLAY,False,Standard play,OVER 3.5 Ks,-120.0,0.5128,3.5,Michael Lorenzen
PITCHER K,2026-05-06,DET,BOS,,,,,,,0.012,1.2%,,NO PLAY,False,Low K average,UNDER 5.5 Ks,-138.0,0.512,5.5,Jack Flaherty
PITCHER K,2026-05-06,WSH,MIN,,,,,,,0.0095,1.0%,,NO PLAY,False,Facing high-K team,OVER 3.5 Ks,116.0,0.5095,3.5,Miles Mikolas
PITCHER K,2026-05-06,STL,MIL,,,,,,,0.0012,0.1%,,NO PLAY,False,Standard play,OVER 3.5 Ks,-135.0,0.5012,3.5,Andre Pallante
PITCHER OUTS,2026-05-06,CHC,CIN,,,,,,,0.42,42.0%,,HIGH,True,Strong value,OVER 15.5 outs,107.0,0.92,15.5,Brady Singer
PITCHER OUTS,2026-05-06,COL,NYM,,,,,,,0.3927,39.3%,,HIGH,True,Strong value,OVER 15.5 outs,100.0,0.8927,15.5,Michael Lorenzen
PITCHER OUTS,2026-05-06,DET,BOS,,,,,,,0.3597,36.0%,,HIGH,False,Strong value,OVER 14.5 outs,-155.0,0.8597,14.5,Sonny Gray
PITCHER OUTS,2026-05-06,KC,CLE,,,,,,,0.3266,32.7%,,HIGH,False,Strong value,OVER 15.5 outs,119.0,0.8266,15.5,Joey Cantillo
PITCHER OUTS,2026-05-06,SF,SD,,,,,,,0.3209,32.1%,,HIGH,False,Strong value,OVER 17.5 outs,105.0,0.8209,17.5,Adrian Houser
PITCHER OUTS,2026-05-06,KC,CLE,,,,,,,0.3132,31.3%,,HIGH,False,Strong value,OVER 16.5 outs,-115.0,0.8132,16.5,Cole Ragans
PITCHER OUTS,2026-05-06,TB,TOR,,,,,,,0.2403,24.0%,,HIGH,False,Strong value,OVER 15.5 outs,-112.0,0.7403,15.5,Shane McClanahan
PITCHER OUTS,2026-05-06,HOU,LAD,,,,,,,0.2246,22.5%,,HIGH,False,Strong value,UNDER 17.5 outs,115.0,0.7246,17.5,Tyler Glasnow
PITCHER OUTS,2026-05-06,ARI,PIT,,,,,,,0.2123,21.2%,,HIGH,False,Strong value,OVER 15.5 outs,-122.0,0.7123,15.5,Michael Soroka
PITCHER OUTS,2026-05-06,NYY,TEX,,,,,,,0.207,20.7%,,HIGH,False,Strong value,OVER 15.6 outs,-110.0,0.707,15.6,Will Warren
PITCHER OUTS,2026-05-06,DET,BOS,,,,,,,0.2006,20.1%,,HIGH,False,Strong value,OVER 15.5 outs,-105.0,0.7006,15.5,Jack Flaherty
PITCHER OUTS,2026-05-06,WSH,MIN,,,,,,,0.2006,20.1%,,HIGH,False,Strong value,OVER 14.3 outs,-110.0,0.7006,14.3,Miles Mikolas
PITCHER OUTS,2026-05-06,PHI,OAK,,,,,,,0.2,20.0%,,HIGH,False,Strong value,UNDER 18.0 outs,-110.0,0.7,18.0,Zack Wheeler
PITCHER OUTS,2026-05-06,ARI,PIT,,,,,,,0.1825,18.2%,,HIGH,False,Strong value,OVER 17.5 outs,-164.0,0.6825,17.5,Paul Skenes
PITCHER OUTS,2026-05-06,HOU,LAD,,,,,,,0.1575,15.7%,,HIGH,False,Strong value,OVER 14.5 outs,-164.0,0.6575,14.5,Lance McCullers Jr.
PITCHER OUTS,2026-05-06,PHI,OAK,,,,,,,0.109,10.9%,,MEDIUM,False,Strong value,OVER 16.1 outs,-110.0,0.609,16.1,Jeffrey Springs
PITCHER OUTS,2026-05-06,SEA,ATL,,,,,,,0.1048,10.5%,,MEDIUM,False,Strong value,UNDER 18.0 outs,140.0,0.6048,18.0,Bryan Woo
PITCHER OUTS,2026-05-06,MIA,BAL,,,,,,,0.0886,8.9%,,NO PLAY,False,Standard play,OVER 15.1 outs,-110.0,0.5886,15.1,Eury Pérez
PITCHER OUTS,2026-05-06,NYY,TEX,,,,,,,0.0687,6.9%,,NO PLAY,False,Standard play,OVER 16.5 outs,-110.0,0.5687,16.5,Nathan Eovaldi
PITCHER OUTS,2026-05-06,CHC,CIN,,,,,,,0.0601,6.0%,,NO PLAY,False,Standard play,OVER 17.5 outs,-110.0,0.5601,17.5,Colin Rea
PITCHER OUTS,2026-05-06,STL,MIL,,,,,,,0.0582,5.8%,,NO PLAY,False,Standard play,OVER 14.5 outs,-170.0,0.5582,14.5,Brandon Sproat
PITCHER OUTS,2026-05-06,MIA,BAL,,,,,,,0.0491,4.9%,,NO PLAY,False,Standard play,OVER 15.5 outs,105.0,0.5491,15.5,Brandon Young
PITCHER OUTS,2026-05-06,COL,NYM,,,,,,,0.0397,4.0%,,NO PLAY,False,Standard play,OVER 16.5 outs,-130.0,0.5397,16.5,Freddy Peralta
PITCHER OUTS,2026-05-06,TB,TOR,,,,,,,0.0363,3.6%,,NO PLAY,False,Standard play,OVER 14.5 outs,-165.0,0.5363,14.5,Patrick Corbin
PITCHER OUTS,2026-05-06,STL,MIL,,,,,,,0.0305,3.1%,,NO PLAY,False,Standard play,OVER 15.5 outs,-113.0,0.5305,15.5,Andre Pallante
PITCHER OUTS,2026-05-06,SEA,ATL,,,,,,,0.0178,1.8%,,NO PLAY,False,Standard play,OVER 15.3 outs,-110.0,0.5178,15.3,Martín Pérez
PITCHER OUTS,2026-05-06,WSH,MIN,,,,,,,0.0158,1.6%,,NO PLAY,False,Standard play,OVER 17.5 outs,-120.0,0.5158,17.5,Bailey Ober
BATTER HITS,2026-05-06,SEA,ATL,,,,,,,0.345,34.5%,,HIGH,True,Strong value,OVER 0.5 hits,-115.0,0.845,0.5,Leo Rivas
BATTER HITS,2026-05-06,NYY,TEX,,,,,,,0.3203,32.0%,,HIGH,True,Strong value,UNDER 0.5 hits,158.0,0.8203,0.5,Ben Rice
BATTER HITS,2026-05-06,ARI,PIT,,,,,,,0.3056,30.6%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,-165.0,0.8056,0.5,Marcell Ozuna
BATTER HITS,2026-05-06,TB,TOR,,,,,,,0.301,30.1%,,HIGH,False,Strong value,UNDER 0.5 hits,135.0,0.801,0.5,Jonathan Aranda
BATTER HITS,2026-05-06,ARI,PIT,,,,,,,0.3,30.0%,,HIGH,False,Strong value,UNDER 0.5 hits,142.0,0.8,0.5,Ildemaro Vargas
BATTER HITS,2026-05-06,COL,NYM,,,,,,,0.2828,28.3%,,HIGH,False,Strong value,UNDER 0.5 hits,172.0,0.7828,0.5,Mickey Moniak
BATTER HITS,2026-05-06,SEA,ATL,,,,,,,0.2825,28.3%,,HIGH,False,Strong value,UNDER 0.5 hits,146.0,0.7825,0.5,Matt Olson
BATTER HITS,2026-05-06,SF,SD,,,,,,,0.2761,27.6%,,HIGH,False,Strong value,OVER 0.5 hits,-145.0,0.7761,0.5,Patrick Bailey
BATTER HITS,2026-05-06,NYY,TEX,,,,,,,0.2743,27.4%,,HIGH,False,Strong value,OVER 0.5 hits,-135.0,0.7743,0.5,Austin Wells
BATTER HITS,2026-05-06,SEA,ATL,,,,,,,0.2716,27.2%,,HIGH,False,Strong value,OVER 0.5 hits,-160.0,0.7716,0.5,J.P. Crawford
BATTER HITS,2026-05-06,NYY,TEX,,,,,,,0.271,27.1%,,HIGH,False,Strong value,UNDER 1.5 hits,150.0,0.771,1.5,Cody Bellinger
BATTER HITS,2026-05-06,DET,BOS,,,,,,,0.2662,26.6%,,HIGH,False,Strong value,UNDER 0.5 hits,134.0,0.7662,0.5,Colt Keith
BATTER HITS,2026-05-06,HOU,LAD,,,,,,,0.265,26.5%,,HIGH,False,Cold streak; Strong value,UNDER 0.5 hits,139.0,0.765,0.5,Dalton Rushing
BATTER HITS,2026-05-06,DET,BOS,,,,,,,0.2644,26.4%,,HIGH,False,Strong value,OVER 0.5 hits,-130.0,0.7644,0.5,Caleb Durbin
BATTER HITS,2026-05-06,SEA,ATL,,,,,,,0.264,26.4%,,HIGH,False,Strong value,OVER 0.5 hits,-120.0,0.764,0.5,Mitch Garver
BATTER HITS,2026-05-06,CHC,CIN,,,,,,,0.2629,26.3%,,HIGH,False,Strong value,OVER 0.5 hits,-130.0,0.7629,0.5,Matt McLain
BATTER HITS,2026-05-06,CHC,CIN,,,,,,,0.2626,26.3%,,HIGH,False,Strong value,UNDER 0.5 hits,133.0,0.7626,0.5,Carson Kelly
BATTER HITS,2026-05-06,KC,CLE,,,,,,,0.2626,26.3%,,HIGH,False,Strong value,OVER 0.5 hits,-137.0,0.7626,0.5,Lane Thomas
BATTER HITS,2026-05-06,NYY,TEX,,,,,,,0.2621,26.2%,,HIGH,False,Strong value,UNDER 0.5 hits,171.0,0.7621,0.5,Josh Jung
BATTER HITS,2026-05-06,LAA,CWS,,,,,,,0.2559,25.6%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,100.0,0.7559,0.5,Bryce Teodosio
BATTER HITS,2026-05-06,CHC,CIN,,,,,,,0.252,25.2%,,HIGH,False,Strong value,OVER 0.5 hits,-163.0,0.752,0.5,TJ Friedl
BATTER HITS,2026-05-06,DET,BOS,,,,,,,0.2503,25.0%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,-150.0,0.7503,0.5,Wenceel Perez
BATTER HITS,2026-05-06,SEA,ATL,,,,,,,0.25,25.0%,,HIGH,False,Strong value,OVER 0.5 hits,-155.0,0.75,0.5,Rob Refsnyder
BATTER HITS,2026-05-06,HOU,LAD,,,,,,,0.247,24.7%,,HIGH,False,Strong value,UNDER 1.5 hits,-220.0,0.747,1.5,Freddie Freeman
