bet_type,game_date,home_team,away_team,home_sp_name,away_sp_name,pick,odds,model_prob,edge,edge_pct,confidence,recommended,notes,line
1ST INN ML,2026-09-14,CLE,CWS,Gavin Williams,Sean Newcomb,CWS,-110,0.5578,0.0339,3.4%,LOW,True,Elite pitching matchup,
1ST INN ML,2026-09-14,TOR,DET,José Soriano,Troy Melton,DET,-110,0.5472,0.0233,2.3%,NO PLAY,False,Elite pitching matchup,
1ST INN ML,2026-09-14,CHC,ATL,David Peterson,Reynaldo López,CHC,-110,0.5399,0.0161,1.6%,NO PLAY,False,Standard play,
1ST INN ML,2026-09-14,COL,SD,Tomoyuki Sugano,Casey Mize,SD,-110,0.5399,0.0161,1.6%,NO PLAY,False,Standard play,
1ST INN ML,2026-09-14,CIN,LAD,Nick Lodolo,Tarik Skubal,LAD,-110,0.5331,0.0093,0.9%,NO PLAY,False,Standard play,
1ST INN ML,2026-09-14,LAA,SEA,Reid Detmers,Kade Anderson,LAA,-110,0.5234,-0.0005,-0.0%,NO PLAY,False,Standard play,
1ST INN ML,2026-09-14,MIN,NYY,Dean Kremer,Will Warren,MIN,-110,0.523,-0.0008,-0.1%,NO PLAY,False,Standard play,
1ST INN ML,2026-09-14,ARI,MIA,Corbin Burnes,Sandy Alcantara,ARI,-110,0.513,-0.0108,-1.1%,NO PLAY,False,Elite pitching matchup,
1ST INN ML,2026-09-14,STL,SF,Quinn Mathews,Landen Roupp,STL,-110,0.5114,-0.0124,-1.2%,NO PLAY,False,Standard play,
1ST INN ML,2026-09-14,NYM,BAL,Jonah Tong,Brandon Young,BAL,-110,0.5038,-0.02,-2.0%,NO PLAY,False,Standard play,
1ST INN TOTAL,2026-09-14,COL,SD,Tomoyuki Sugano,Casey Mize,OVER 0.5,-110,0.5687,0.0449,4.5%,NO PLAY,False,Hitter-friendly park,0.5
1ST INN TOTAL,2026-09-14,CIN,LAD,Nick Lodolo,Tarik Skubal,UNDER 0.5,-110,0.5436,0.0198,2.0%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-09-14,STL,SF,Quinn Mathews,Landen Roupp,UNDER 0.5,-110,0.5263,0.0025,0.3%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-09-14,CLE,CWS,Gavin Williams,Sean Newcomb,UNDER 0.5,-110,0.5122,-0.0116,-1.2%,NO PLAY,False,Elite SPs keep 1st clean,0.5
1ST INN TOTAL,2026-09-14,LAA,SEA,Reid Detmers,Kade Anderson,OVER 0.5,-110,0.5076,-0.0162,-1.6%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-09-14,MIN,NYY,Dean Kremer,Will Warren,OVER 0.5,-110,0.5062,-0.0176,-1.8%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-09-14,ARI,MIA,Corbin Burnes,Sandy Alcantara,OVER 0.5,-110,0.5045,-0.0193,-1.9%,NO PLAY,False,Hitter-friendly park,0.5
1ST INN TOTAL,2026-09-14,CHC,ATL,David Peterson,Reynaldo López,OVER 0.5,-110,0.5025,-0.0213,-2.1%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-09-14,NYM,BAL,Jonah Tong,Brandon Young,UNDER 0.5,-110,0.5006,-0.0232,-2.3%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-09-14,TOR,DET,José Soriano,Troy Melton,OVER 0.5,-110,0.5001,-0.0237,-2.4%,NO PLAY,False,Standard play,0.5
