bet_type,game_date,home_team,away_team,underdog_team,home_sp_name,away_sp_name,underdog_odds,market_implied_prob,model_win_prob,edge,edge_pct,kelly_fraction,confidence,recommended,notes,pick,line,model_prob,player_name,odds
BATTER HITS,2026-04-12,CHC,PIT,,,,,,,0.1383,13.8%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6383,Nick Yorke,180.0
BATTER HITS,2026-04-12,TB,NYY,,,,,,,0.1371,13.7%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6371,Cedric Mullins,-111.0
BATTER HITS,2026-04-12,MIL,WSH,,,,,,,0.1361,13.6%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6361,Nasim Nunez,-112.0
BATTER HITS,2026-04-12,SD,COL,,,,,,,0.1352,13.5%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6352,TJ Rumfield,105.0
BATTER HITS,2026-04-12,SEA,HOU,,,,,,,0.1348,13.5%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6348,Jeremy Pena,155.0
BATTER HITS,2026-04-12,TB,NYY,,,,,,,0.1343,13.4%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6343,Yandy Diaz,170.0
BATTER HITS,2026-04-12,LAD,TEX,,,,,,,0.1338,13.4%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6338,Danny Jansen,-120.0
BATTER HITS,2026-04-12,LAD,TEX,,,,,,,0.1333,13.3%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6333,Evan Carter,-150.0
BATTER HITS,2026-04-12,TOR,MIN,,,,,,,0.1326,13.3%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6326,Josh Bell,159.0
BATTER HITS,2026-04-12,STL,BOS,,,,,,,0.1296,13.0%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6296,Thomas Saggese,148.0
BATTER HITS,2026-04-12,MIL,WSH,,,,,,,0.1287,12.9%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6287,Drew Millas,-109.0
BATTER HITS,2026-04-12,MIL,WSH,,,,,,,0.1287,12.9%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6287,Luis Rengifo,-208.0
BATTER HITS,2026-04-12,MIL,WSH,,,,,,,0.1275,12.8%,,HIGH,False,Strong value,UNDER 0.5 hits,0.5,0.6275,Daylen Lile,147.0
BATTER HITS,2026-04-12,SD,COL,,,,,,,0.127,12.7%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.627,Hunter Goodman,-147.0
BATTER HITS,2026-04-12,TOR,MIN,,,,,,,0.1267,12.7%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6267,Nathan Lukes,-172.0
BATTER HITS,2026-04-12,BAL,SF,,,,,,,0.1263,12.6%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6263,Samuel Basallo,-204.0
BATTER HITS,2026-04-12,MIL,WSH,,,,,,,0.125,12.5%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.625,Jorbit Vivas,-120.0
BATTER HITS,2026-04-12,TOR,MIN,,,,,,,0.1246,12.5%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6246,Kody Clemens,-185.0
BATTER HITS,2026-04-12,KC,CWS,,,,,,,0.1245,12.5%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6245,Isaac Collins,-190.0
BATTER HITS,2026-04-12,CHC,PIT,,,,,,,0.124,12.4%,,HIGH,False,Cold streak; Strong value,UNDER 0.5 hits,0.5,0.624,Jake Mangum,180.0
BATTER HITS,2026-04-12,TOR,MIN,,,,,,,0.1235,12.3%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6235,James Outman,-105.0
BATTER HITS,2026-04-12,BAL,SF,,,,,,,0.1218,12.2%,,HIGH,False,Strong value,OVER 1.5 hits,1.5,0.6218,Colton Cowser,310.0
BATTER HITS,2026-04-12,LAD,TEX,,,,,,,0.1215,12.2%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6215,Jake Burger,-208.0
BATTER HITS,2026-04-12,DET,MIA,,,,,,,0.1201,12.0%,,HIGH,False,Strong value,OVER 0.5 hits,0.5,0.6201,Zach McKinstry,-150.0
BATTER HITS,2026-04-12,MIL,WSH,,,,,,,0.1174,11.7%,,MEDIUM,False,Hot streak; Strong value,OVER 0.5 hits,0.5,0.6174,Curtis Mead,-190.0
BATTER HITS,2026-04-12,DET,MIA,,,,,,,0.117,11.7%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.617,Riley Greene,-188.0
BATTER HITS,2026-04-12,BAL,SF,,,,,,,0.1166,11.7%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6166,Dylan Beavers,-165.0
BATTER HITS,2026-04-12,KC,CWS,,,,,,,0.1165,11.6%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6165,Vinnie Pasquantino,-244.0
BATTER HITS,2026-04-12,KC,CWS,,,,,,,0.1162,11.6%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6162,Chase Meidroth,-220.0
BATTER HITS,2026-04-12,CIN,LAA,,,,,,,0.1154,11.5%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6154,Ke'Bryan Hayes,-169.0
BATTER HITS,2026-04-12,TB,NYY,,,,,,,0.1129,11.3%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6129,Ryan McMahon,-105.0
BATTER HITS,2026-04-12,MIL,WSH,,,,,,,0.1128,11.3%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6128,Blake Perkins,-150.0
BATTER HITS,2026-04-12,PHI,ARI,,,,,,,0.112,11.2%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.612,Alek Thomas,-150.0
BATTER HITS,2026-04-12,LAD,TEX,,,,,,,0.1118,11.2%,,MEDIUM,False,Strong value,UNDER 0.5 hits,0.5,0.6118,Brandon Nimmo,175.0
BATTER HITS,2026-04-12,KC,CWS,,,,,,,0.1114,11.1%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6114,Munetaka Murakami,-158.0
BATTER HITS,2026-04-12,SD,COL,,,,,,,0.1094,10.9%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6094,Jackson Merrill,-263.0
BATTER HITS,2026-04-12,STL,BOS,,,,,,,0.1084,10.8%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6084,Ivan Herrera,-230.0
BATTER HITS,2026-04-12,BAL,SF,,,,,,,0.1081,10.8%,,MEDIUM,False,Strong value,UNDER 1.5 hits,1.5,0.6081,Gunnar Henderson,190.0
BATTER HITS,2026-04-12,PHI,ARI,,,,,,,0.1068,10.7%,,MEDIUM,False,Hot streak; Strong value,OVER 0.5 hits,0.5,0.6068,Jorge Barrosa,-139.0
BATTER HITS,2026-04-12,KC,CWS,,,,,,,0.1065,10.6%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6065,Jac Caglianone,-190.0
BATTER HITS,2026-04-12,MIL,WSH,,,,,,,0.1053,10.5%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6053,Jose Tena,-101.0
BATTER HITS,2026-04-12,DET,MIA,,,,,,,0.105,10.5%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.605,Gleyber Torres,-200.0
BATTER HITS,2026-04-12,SD,COL,,,,,,,0.1033,10.3%,,MEDIUM,False,Strong value,UNDER 0.5 hits,0.5,0.6033,Ezequiel Tovar,116.0
BATTER HITS,2026-04-12,TOR,MIN,,,,,,,0.1033,10.3%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6033,Jesus Sanchez,-165.0
BATTER HITS,2026-04-12,DET,MIA,,,,,,,0.1019,10.2%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6019,Heriberto Hernandez,-110.0
BATTER HITS,2026-04-12,LAD,TEX,,,,,,,0.1018,10.2%,,MEDIUM,False,Strong value,OVER 0.5 hits,0.5,0.6018,Miguel Rojas,-154.0
BATTER HITS,2026-04-12,TOR,MIN,,,,,,,0.0994,9.9%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5994,Tristan Gray,-103.0
BATTER HITS,2026-04-12,CIN,LAA,,,,,,,0.0988,9.9%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5988,Jorge Soler,-169.0
BATTER HITS,2026-04-12,LAD,TEX,,,,,,,0.0978,9.8%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5978,Josh Smith,-127.0
BATTER HITS,2026-04-12,TB,NYY,,,,,,,0.0976,9.8%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5976,Jose Caballero,-130.0
BATTER HITS,2026-04-12,SEA,HOU,,,,,,,0.0972,9.7%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5972,Randy Arozarena,-147.0
BATTER HITS,2026-04-12,PHI,ARI,,,,,,,0.0969,9.7%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5969,Bryson Stott,-182.0
BATTER HITS,2026-04-12,STL,BOS,,,,,,,0.0967,9.7%,,LOW,False,Standard play,UNDER 0.5 hits,0.5,0.5967,Wilyer Abreu,190.0
BATTER HITS,2026-04-12,CIN,LAA,,,,,,,0.0966,9.7%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5966,Nathaniel Lowe,-182.0
BATTER HITS,2026-04-12,PHI,ARI,,,,,,,0.0957,9.6%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5957,Rafael Marchan,-130.0
BATTER HITS,2026-04-12,SEA,HOU,,,,,,,0.0932,9.3%,,LOW,False,High BA,OVER 0.5 hits,0.5,0.5932,Dominic Canzone,-156.0
BATTER HITS,2026-04-12,CIN,LAA,,,,,,,0.0931,9.3%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5931,Nolan Schanuel,-185.0
BATTER HITS,2026-04-12,TB,NYY,,,,,,,0.0931,9.3%,,LOW,False,Hot streak,OVER 0.5 hits,0.5,0.5931,Nick Fortes,-160.0
BATTER HITS,2026-04-12,TOR,MIN,,,,,,,0.0928,9.3%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5928,Andres Gimenez,-160.0
BATTER HITS,2026-04-12,BAL,SF,,,,,,,0.0897,9.0%,,LOW,False,Standard play,UNDER 0.5 hits,0.5,0.5897,Taylor Ward,165.0
BATTER HITS,2026-04-12,KC,CWS,,,,,,,0.0876,8.8%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5876,Lenyn Sosa,-227.0
BATTER HITS,2026-04-12,ATL,CLE,,,,,,,0.0847,8.5%,,LOW,False,Standard play,UNDER 0.5 hits,0.5,0.5847,Ozzie Albies,138.0
BATTER HITS,2026-04-12,TB,NYY,,,,,,,0.0847,8.5%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5847,Ben Williamson,-165.0
BATTER HITS,2026-04-12,TB,NYY,,,,,,,0.0847,8.5%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5847,Amed Rosario,-172.0
BATTER HITS,2026-04-12,LAD,TEX,,,,,,,0.083,8.3%,,LOW,False,Standard play,UNDER 0.5 hits,0.5,0.583,Teoscar Hernandez,150.0
BATTER HITS,2026-04-12,TB,NYY,,,,,,,0.0823,8.2%,,LOW,False,High BA,OVER 0.5 hits,0.5,0.5823,Richie Palacios,-120.0
BATTER HITS,2026-04-12,DET,MIA,,,,,,,0.0816,8.2%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5816,Spencer Torkelson,-147.0
BATTER HITS,2026-04-12,SEA,HOU,,,,,,,0.0813,8.1%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.5813,Yainer Diaz,-179.0
BATTER HITS,2026-04-12,LAD,TEX,,,,,,,0.081,8.1%,,LOW,False,Standard play,OVER 0.5 hits,0.5,0.581,Kyle Higashioka,-135.0
BATTER HITS,2026-04-12,DET,MIA,,,,,,,0.0805,8.0%,,LOW,False,Standard play,UNDER 0.5 hits,0.5,0.5805,Kevin McGonigle,167.0
BATTER HITS,2026-04-12,SD,COL,,,,,,,0.0804,8.0%,,LOW,False,Standard play,UNDER 0.5 hits,0.5,0.5804,Xander Bogaerts,185.0
BATTER HITS,2026-04-12,SEA,HOU,,,,,,,0.0796,8.0%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5796,Joey Loperfido,100.0
BATTER HITS,2026-04-12,TB,NYY,,,,,,,0.0774,7.7%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5774,Paul Goldschmidt,-164.0
BATTER HITS,2026-04-12,MIL,WSH,,,,,,,0.0748,7.5%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5748,CJ Abrams,120.0
BATTER HITS,2026-04-12,STL,BOS,,,,,,,0.0732,7.3%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5732,Carlos Narvaez,-189.0
BATTER HITS,2026-04-12,MIL,WSH,,,,,,,0.0717,7.2%,,NO PLAY,False,Standard play,OVER 1.5 hits,1.5,0.5717,Joey Ortiz,270.0
BATTER HITS,2026-04-12,BAL,SF,,,,,,,0.0715,7.1%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5715,Rafael Devers,-204.0
BATTER HITS,2026-04-12,BAL,SF,,,,,,,0.0704,7.0%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5704,Pete Alonso,-235.0
BATTER HITS,2026-04-12,LAD,TEX,,,,,,,0.0695,7.0%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5695,Wyatt Langford,-200.0
BATTER HITS,2026-04-12,CIN,LAA,,,,,,,0.0694,6.9%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5694,Yoan Moncada,-115.0
BATTER HITS,2026-04-12,LAD,TEX,,,,,,,0.0688,6.9%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5688,Corey Seager,-227.0
BATTER HITS,2026-04-12,TOR,MIN,,,,,,,0.0656,6.6%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5656,Brooks Lee,125.0
BATTER HITS,2026-04-12,MIL,WSH,,,,,,,0.0652,6.5%,,NO PLAY,False,Standard play,UNDER 1.5 hits,1.5,0.5652,William Contreras,-244.0
BATTER HITS,2026-04-12,STL,BOS,,,,,,,0.0646,6.5%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5646,Ceddanne Rafaela,166.0
BATTER HITS,2026-04-12,STL,BOS,,,,,,,0.0639,6.4%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5639,Jose Fermin,-170.0
BATTER HITS,2026-04-12,SEA,HOU,,,,,,,0.0632,6.3%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5632,Isaac Paredes,-149.0
BATTER HITS,2026-04-12,PHI,ARI,,,,,,,0.0627,6.3%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5627,Brandon Marsh,-217.0
BATTER HITS,2026-04-12,CIN,LAA,,,,,,,0.0626,6.3%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5626,Noelvi Marte,-155.0
BATTER HITS,2026-04-12,ATL,CLE,,,,,,,0.0625,6.2%,,NO PLAY,False,High BA,OVER 0.5 hits,0.5,0.5625,Dominic Smith,-160.0
BATTER HITS,2026-04-12,KC,CWS,,,,,,,0.0623,6.2%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5623,Michael Massey,150.0
BATTER HITS,2026-04-12,SEA,HOU,,,,,,,0.062,6.2%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.562,J.P. Crawford,-160.0
BATTER HITS,2026-04-12,MIL,WSH,,,,,,,0.0619,6.2%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5619,Sal Frelick,140.0
BATTER HITS,2026-04-12,SD,COL,,,,,,,0.0604,6.0%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5604,Manny Machado,-250.0
BATTER HITS,2026-04-12,MIL,WSH,,,,,,,0.0602,6.0%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5602,Joey Wiemer,-110.0
BATTER HITS,2026-04-12,DET,MIA,,,,,,,0.0601,6.0%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5601,Otto Lopez,145.0
BATTER HITS,2026-04-12,CIN,LAA,,,,,,,0.06,6.0%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.56,Mike Trout,-200.0
BATTER HITS,2026-04-12,MIL,WSH,,,,,,,0.0597,6.0%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5597,Brady House,-162.0
BATTER HITS,2026-04-12,SD,COL,,,,,,,0.0586,5.9%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5586,Brenton Doyle,-123.0
BATTER HITS,2026-04-12,PHI,ARI,,,,,,,0.058,5.8%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.558,Nolan Arenado,-200.0
BATTER HITS,2026-04-12,STL,BOS,,,,,,,0.0567,5.7%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5567,Caleb Durbin,-235.0
BATTER HITS,2026-04-12,SD,COL,,,,,,,0.0566,5.7%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5566,Mickey Moniak,115.0
BATTER HITS,2026-04-12,CHC,PIT,,,,,,,0.0551,5.5%,,NO PLAY,False,Standard play,UNDER 1.5 hits,1.5,0.5551,Alex Bregman,-264.0
BATTER HITS,2026-04-12,CHC,PIT,,,,,,,0.0545,5.5%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5545,Dansby Swanson,-170.0
BATTER HITS,2026-04-12,TOR,MIN,,,,,,,0.0543,5.4%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5543,Trevor Larnach,-151.0
BATTER HITS,2026-04-12,BAL,SF,,,,,,,0.0532,5.3%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5532,Blaze Alexander,-161.0
BATTER HITS,2026-04-12,SD,COL,,,,,,,0.0529,5.3%,,NO PLAY,False,Low BA,UNDER 0.5 hits,0.5,0.5529,Willi Castro,-106.0
BATTER HITS,2026-04-12,TB,NYY,,,,,,,0.0522,5.2%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5522,Austin Wells,-115.0
BATTER HITS,2026-04-12,PHI,ARI,,,,,,,0.0522,5.2%,,NO PLAY,False,Cold streak,UNDER 1.5 hits,1.5,0.5522,Trea Turner,-244.0
BATTER HITS,2026-04-12,DET,MIA,,,,,,,0.0521,5.2%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5521,Connor Norby,-109.0
BATTER HITS,2026-04-12,CIN,LAA,,,,,,,0.0511,5.1%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5511,Matt McLain,-208.0
BATTER HITS,2026-04-12,LAD,TEX,,,,,,,0.0504,5.0%,,NO PLAY,False,Hot streak,OVER 0.5 hits,0.5,0.5504,Dalton Rushing,-115.0
BATTER HITS,2026-04-12,MIL,WSH,,,,,,,0.0502,5.0%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5502,Keibert Ruiz,-135.0
BATTER HITS,2026-04-12,DET,MIA,,,,,,,0.0496,5.0%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5496,Colt Keith,-190.0
BATTER HITS,2026-04-12,CHC,PIT,,,,,,,0.0494,4.9%,,NO PLAY,False,High BA,OVER 1.5 hits,1.5,0.5494,Ryan O'Hearn,190.0
BATTER HITS,2026-04-12,ATL,CLE,,,,,,,0.0488,4.9%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5488,Rhys Hoskins,-105.0
BATTER HITS,2026-04-12,TOR,MIN,,,,,,,0.0476,4.8%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5476,Luke Keaschall,-222.0
BATTER HITS,2026-04-12,TB,NYY,,,,,,,0.0474,4.7%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5474,Giancarlo Stanton,-148.0
BATTER HITS,2026-04-12,PHI,ARI,,,,,,,0.0473,4.7%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5473,Alec Bohm,-190.0
BATTER HITS,2026-04-12,CHC,PIT,,,,,,,0.0461,4.6%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5461,Carson Kelly,150.0
BATTER HITS,2026-04-12,CHC,PIT,,,,,,,0.0458,4.6%,,NO PLAY,False,Low BA,UNDER 1.5 hits,1.5,0.5458,Oneil Cruz,-220.0
BATTER HITS,2026-04-12,CIN,LAA,,,,,,,0.0452,4.5%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5452,TJ Friedl,-195.0
BATTER HITS,2026-04-12,TOR,MIN,,,,,,,0.0449,4.5%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5449,Byron Buxton,155.0
BATTER HITS,2026-04-12,MIL,WSH,,,,,,,0.0444,4.4%,,NO PLAY,False,High BA,OVER 0.5 hits,0.5,0.5444,Brice Turang,-238.0
BATTER HITS,2026-04-12,LAD,TEX,,,,,,,0.0431,4.3%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5431,Hyeseong Kim,104.0
BATTER HITS,2026-04-12,STL,BOS,,,,,,,0.0425,4.3%,,NO PLAY,False,Cold streak,UNDER 0.5 hits,0.5,0.5425,Roman Anthony,188.0
BATTER HITS,2026-04-12,ATL,CLE,,,,,,,0.0424,4.2%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5424,Mauricio Dubon,119.0
BATTER HITS,2026-04-12,LAD,TEX,,,,,,,0.0411,4.1%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5411,Max Muncy,105.0
BATTER HITS,2026-04-12,MIL,WSH,,,,,,,0.0404,4.0%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5404,Luis Garcia Jr.,-171.0
BATTER HITS,2026-04-12,STL,BOS,,,,,,,0.0398,4.0%,,NO PLAY,False,Standard play,UNDER 1.5 hits,1.5,0.5398,Alec Burleson,-250.0
BATTER HITS,2026-04-12,CIN,LAA,,,,,,,0.0392,3.9%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5392,Spencer Steer,-165.0
BATTER HITS,2026-04-12,KC,CWS,,,,,,,0.038,3.8%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.538,Salvador Perez,-256.0
BATTER HITS,2026-04-12,CHC,PIT,,,,,,,0.0373,3.7%,,NO PLAY,False,Standard play,UNDER 1.5 hits,1.5,0.5373,Bryan Reynolds,-227.0
BATTER HITS,2026-04-12,CHC,PIT,,,,,,,0.037,3.7%,,NO PLAY,False,Standard play,OVER 1.5 hits,1.5,0.537,Brandon Lowe,190.0
BATTER HITS,2026-04-12,TOR,MIN,,,,,,,0.0366,3.7%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5366,Victor Caratini,-189.0
BATTER HITS,2026-04-12,CHC,PIT,,,,,,,0.0364,3.6%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5364,Ian Happ,-200.0
BATTER HITS,2026-04-12,TB,NYY,,,,,,,0.0361,3.6%,,NO PLAY,False,Cold streak,UNDER 0.5 hits,0.5,0.5361,Aaron Judge,185.0
BATTER HITS,2026-04-12,CHC,PIT,,,,,,,0.0356,3.6%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5356,Spencer Horwitz,-217.0
BATTER HITS,2026-04-12,TB,NYY,,,,,,,0.0354,3.5%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5354,Ben Rice,135.0
BATTER HITS,2026-04-12,MIL,WSH,,,,,,,0.035,3.5%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.535,Jacob Young,-123.0
BATTER HITS,2026-04-12,MIL,WSH,,,,,,,0.0347,3.5%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5347,Christian Yelich,188.0
BATTER HITS,2026-04-12,CHC,PIT,,,,,,,0.0341,3.4%,,NO PLAY,False,High BA,OVER 0.5 hits,0.5,0.5341,Moisés Ballesteros,-168.0
BATTER HITS,2026-04-12,SD,COL,,,,,,,0.033,3.3%,,NO PLAY,False,Low BA,UNDER 0.5 hits,0.5,0.533,Fernando Tatis Jr.,198.0
BATTER HITS,2026-04-12,ATL,CLE,,,,,,,0.0323,3.2%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5323,Steven Kwan,190.0
BATTER HITS,2026-04-12,KC,CWS,,,,,,,0.0322,3.2%,,NO PLAY,False,Standard play,UNDER 1.5 hits,1.5,0.5322,Bobby Witt Jr.,-217.0
BATTER HITS,2026-04-12,STL,BOS,,,,,,,0.0314,3.1%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5314,Ramon Urias,150.0
BATTER HITS,2026-04-12,PHI,ARI,,,,,,,0.0293,2.9%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5293,Kyle Schwarber,130.0
BATTER HITS,2026-04-12,CHC,PIT,,,,,,,0.0289,2.9%,,NO PLAY,False,Standard play,OVER 1.5 hits,1.5,0.5289,Nick Gonzales,175.0
BATTER HITS,2026-04-12,TB,NYY,,,,,,,0.0285,2.9%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5285,Jazz Chisholm Jr.,-154.0
BATTER HITS,2026-04-12,SD,COL,,,,,,,0.0284,2.8%,,NO PLAY,False,Hot streak,OVER 0.5 hits,0.5,0.5284,Luis Campusano,-161.0
BATTER HITS,2026-04-12,ATL,CLE,,,,,,,0.0279,2.8%,,NO PLAY,False,Low BA,UNDER 0.5 hits,0.5,0.5279,Ronald Acuna Jr.,180.0
BATTER HITS,2026-04-12,CIN,LAA,,,,,,,0.0277,2.8%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5277,Logan O'Hoppe,-156.0
BATTER HITS,2026-04-12,KC,CWS,,,,,,,0.0274,2.7%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5274,Edgar Quero,-225.0
BATTER HITS,2026-04-12,MIL,WSH,,,,,,,0.026,2.6%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.526,Gary Sanchez,-150.0
BATTER HITS,2026-04-12,SEA,HOU,,,,,,,0.0257,2.6%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5257,Josh Naylor,-217.0
BATTER HITS,2026-04-12,CIN,LAA,,,,,,,0.0249,2.5%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5249,Eugenio Suarez,145.0
BATTER HITS,2026-04-12,SEA,HOU,,,,,,,0.0245,2.4%,,NO PLAY,False,Cold streak,UNDER 0.5 hits,0.5,0.5245,Brendan Donovan,183.0
BATTER HITS,2026-04-12,KC,CWS,,,,,,,0.0245,2.4%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5245,Carter Jensen,-189.0
BATTER HITS,2026-04-12,SEA,HOU,,,,,,,0.0243,2.4%,,NO PLAY,False,Standard play,OVER 0.5 hits,0.5,0.5243,Cole Young,-128.0
BATTER HITS,2026-04-12,BAL,SF,,,,,,,0.0225,2.2%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5225,Heliot Ramos,150.0
BATTER HITS,2026-04-12,TOR,MIN,,,,,,,0.0224,2.2%,,NO PLAY,False,Standard play,UNDER 0.5 hits,0.5,0.5224,Daulton Varsho,134.0
