bet_type,game_date,home_team,away_team,home_sp_name,away_sp_name,pick,odds,model_prob,edge,edge_pct,confidence,recommended,notes,line
1ST INN ML,2026-05-18,PHI,CIN,Andrew Painter,Nick Lodolo,PHI,-110,0.6277,0.1039,10.4%,HIGH,True,Strong value,
1ST INN ML,2026-05-18,MIN,HOU,Kendry Rojas,Tatsuya Imai,MIN,-110,0.6009,0.0771,7.7%,HIGH,True,Standard play,
1ST INN ML,2026-05-18,CHC,MIL,Shota Imanaga,Brandon Sproat,CHC,-110,0.5805,0.0567,5.7%,MEDIUM,False,Standard play,
1ST INN ML,2026-05-18,LAA,OAK,Walbert Ureña,J.T. Ginn,OAK,-110,0.5772,0.0534,5.3%,MEDIUM,False,Elite pitching matchup,
1ST INN ML,2026-05-18,TB,BAL,Shane McClanahan,Trevor Rogers,TB,-110,0.5762,0.0524,5.2%,MEDIUM,False,Standard play,
1ST INN ML,2026-05-18,ARI,SF,Zac Gallen,Robbie Ray,SF,-110,0.576,0.0522,5.2%,MEDIUM,False,Standard play,
1ST INN ML,2026-05-18,DET,CLE,Framber Valdez,Slade Cecconi,DET,-110,0.5629,0.0391,3.9%,LOW,False,Standard play,
1ST INN ML,2026-05-18,NYY,TOR,Ryan Weathers,Patrick Corbin,NYY,-110,0.5436,0.0198,2.0%,NO PLAY,False,Elite pitching matchup,
1ST INN ML,2026-05-18,MIA,ATL,Max Meyer,JR Ritchie,MIA,-110,0.5374,0.0136,1.4%,NO PLAY,False,Elite pitching matchup,
1ST INN ML,2026-05-18,SEA,CWS,Bryan Woo,Noah Schultz,SEA,-110,0.5368,0.013,1.3%,NO PLAY,False,Standard play,
1ST INN ML,2026-05-18,KC,BOS,Seth Lugo,Sonny Gray,BOS,-110,0.5224,-0.0014,-0.1%,NO PLAY,False,Elite pitching matchup,
1ST INN ML,2026-05-18,WSH,NYM,Jake Irvin,Christian Scott,WSH,-110,0.5195,-0.0044,-0.4%,NO PLAY,False,Standard play,
1ST INN ML,2026-05-18,SD,LAD,Michael King,Yoshinobu Yamamoto,LAD,-110,0.5146,-0.0092,-0.9%,NO PLAY,False,Elite pitching matchup,
1ST INN ML,2026-05-18,COL,TEX,Jose Quintana,MacKenzie Gore,COL,-110,0.5094,-0.0144,-1.4%,NO PLAY,False,Standard play,
1ST INN TOTAL,2026-05-18,KC,BOS,Seth Lugo,Sonny Gray,UNDER 0.5,-110,0.5724,0.0486,4.9%,NO PLAY,False,Elite SPs keep 1st clean,0.5
1ST INN TOTAL,2026-05-18,MIA,ATL,Max Meyer,JR Ritchie,UNDER 0.5,-110,0.5662,0.0424,4.2%,NO PLAY,False,Elite SPs keep 1st clean,0.5
1ST INN TOTAL,2026-05-18,COL,TEX,Jose Quintana,MacKenzie Gore,OVER 0.5,-110,0.5567,0.0329,3.3%,NO PLAY,False,Hitter-friendly park,0.5
1ST INN TOTAL,2026-05-18,SD,LAD,Michael King,Yoshinobu Yamamoto,OVER 0.5,-110,0.545,0.0212,2.1%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-05-18,ARI,SF,Zac Gallen,Robbie Ray,UNDER 0.5,-110,0.5447,0.0209,2.1%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-05-18,CHC,MIL,Shota Imanaga,Brandon Sproat,OVER 0.5,-110,0.5413,0.0175,1.7%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-05-18,PHI,CIN,Andrew Painter,Nick Lodolo,OVER 0.5,-110,0.5321,0.0083,0.8%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-05-18,WSH,NYM,Jake Irvin,Christian Scott,UNDER 0.5,-110,0.5299,0.0061,0.6%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-05-18,NYY,TOR,Ryan Weathers,Patrick Corbin,OVER 0.5,-110,0.5196,-0.0042,-0.4%,NO PLAY,False,Hitter-friendly park,0.5
1ST INN TOTAL,2026-05-18,SEA,CWS,Bryan Woo,Noah Schultz,OVER 0.5,-110,0.5126,-0.0112,-1.1%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-05-18,LAA,OAK,Walbert Ureña,J.T. Ginn,UNDER 0.5,-110,0.5115,-0.0123,-1.2%,NO PLAY,False,Elite SPs keep 1st clean,0.5
1ST INN TOTAL,2026-05-18,DET,CLE,Framber Valdez,Slade Cecconi,OVER 0.5,-110,0.5106,-0.0132,-1.3%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-05-18,TB,BAL,Shane McClanahan,Trevor Rogers,OVER 0.5,-110,0.5051,-0.0187,-1.9%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-05-18,MIN,HOU,Kendry Rojas,Tatsuya Imai,UNDER 0.5,-110,0.5038,-0.02,-2.0%,NO PLAY,False,Standard play,0.5
