bet_type,game_date,home_team,away_team,underdog_team,home_sp_name,away_sp_name,underdog_odds,market_implied_prob,model_win_prob,edge,edge_pct,kelly_fraction,confidence,recommended,notes,pick,odds,model_prob,line,player_name
BATTER HITS,2026-04-25,SF,MIA,,,,,,,0.1863,18.6%,,HIGH,False,Strong value,OVER 0.5 hits,-111.0,0.6863,0.5,Patrick Bailey
BATTER HITS,2026-04-25,SF,MIA,,,,,,,0.1847,18.5%,,HIGH,False,Strong value,UNDER 1.5 hits,-241.0,0.6847,1.5,Luis Arraez
BATTER HITS,2026-04-25,SF,MIA,,,,,,,0.1829,18.3%,,HIGH,False,Strong value,OVER 0.5 hits,-179.0,0.6829,0.5,Willy Adames
BATTER HITS,2026-04-25,ATL,PHI,,,,,,,0.1825,18.2%,,HIGH,False,Strong value,UNDER 0.5 hits,148.0,0.6825,0.5,Brandon Marsh
BATTER HITS,2026-04-25,TB,MIN,,,,,,,0.1825,18.2%,,HIGH,False,Cold streak; Strong value,UNDER 1.5 hits,-250.0,0.6825,1.5,Chandler Simpson
BATTER HITS,2026-04-25,BAL,BOS,,,,,,,0.1815,18.1%,,HIGH,False,Strong value,OVER 0.5 hits,-150.0,0.6815,0.5,Jarren Duran
BATTER HITS,2026-04-25,HOU,NYY,,,,,,,0.1815,18.2%,,HIGH,False,Strong value,OVER 0.5 hits,-105.0,0.6815,0.5,Dustin Harris
BATTER HITS,2026-04-25,STL,SEA,,,,,,,0.1813,18.1%,,HIGH,False,Strong value,OVER 0.5 hits,-185.0,0.6813,0.5,JJ Wetherholt
BATTER HITS,2026-04-25,TB,MIN,,,,,,,0.18,18.0%,,HIGH,False,Cold streak; Strong value,UNDER 1.5 hits,-268.0,0.68,1.5,Yandy Diaz
BATTER HITS,2026-04-25,HOU,NYY,,,,,,,0.1791,17.9%,,HIGH,False,Strong value,OVER 0.5 hits,100.0,0.6791,0.5,Brice Matthews
BATTER HITS,2026-04-25,CIN,DET,,,,,,,0.1753,17.5%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,-125.0,0.6753,0.5,Rece Hinds
BATTER HITS,2026-04-25,ATL,PHI,,,,,,,0.1748,17.5%,,HIGH,False,Strong value,OVER 1.5 hits,175.0,0.6748,1.5,Trea Turner
BATTER HITS,2026-04-25,TOR,CLE,,,,,,,0.1742,17.4%,,HIGH,False,Strong value,UNDER 0.5 hits,121.0,0.6742,0.5,Andres Gimenez
BATTER HITS,2026-04-25,KC,LAA,,,,,,,0.174,17.4%,,HIGH,False,Strong value,UNDER 0.5 hits,144.0,0.674,0.5,Carter Jensen
BATTER HITS,2026-04-25,CWS,WSH,,,,,,,0.1738,17.4%,,HIGH,False,Strong value,OVER 0.5 hits,-154.0,0.6738,0.5,Keibert Ruiz
BATTER HITS,2026-04-25,CWS,WSH,,,,,,,0.1736,17.4%,,HIGH,False,Cold streak; Strong value,UNDER 0.5 hits,-110.0,0.6736,0.5,Joey Wiemer
BATTER HITS,2026-04-25,LAD,CHC,,,,,,,0.1722,17.2%,,HIGH,False,Strong value,UNDER 0.5 hits,100.0,0.6722,0.5,Carson Kelly
BATTER HITS,2026-04-25,STL,SEA,,,,,,,0.1715,17.2%,,HIGH,False,Strong value,OVER 0.5 hits,-122.0,0.6715,0.5,Pedro Pages
BATTER HITS,2026-04-25,ATL,PHI,,,,,,,0.1706,17.1%,,HIGH,False,Strong value,UNDER 0.5 hits,149.0,0.6706,0.5,Ozzie Albies
BATTER HITS,2026-04-25,SF,MIA,,,,,,,0.1695,17.0%,,HIGH,False,Strong value,UNDER 0.5 hits,135.0,0.6695,0.5,Kyle Stowers
BATTER HITS,2026-04-25,LAD,CHC,,,,,,,0.1682,16.8%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,-118.0,0.6682,0.5,Dansby Swanson
BATTER HITS,2026-04-25,LAD,CHC,,,,,,,0.1658,16.6%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,-185.0,0.6658,0.5,Michael Busch
BATTER HITS,2026-04-25,MIL,PIT,,,,,,,0.1658,16.6%,,HIGH,False,Strong value,OVER 0.5 hits,-102.0,0.6658,0.5,Henry Davis
BATTER HITS,2026-04-25,TB,MIN,,,,,,,0.1655,16.5%,,HIGH,False,Strong value,UNDER 0.5 hits,185.0,0.6655,0.5,Junior Caminero
BATTER HITS,2026-04-25,LAD,CHC,,,,,,,0.1648,16.5%,,HIGH,False,Strong value,UNDER 0.5 hits,151.0,0.6648,0.5,Alex Bregman
BATTER HITS,2026-04-25,CIN,DET,,,,,,,0.1646,16.5%,,HIGH,False,Strong value,OVER 0.5 hits,-155.0,0.6646,0.5,Wenceel Perez
BATTER HITS,2026-04-25,MIL,PIT,,,,,,,0.1605,16.1%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,-139.0,0.6605,0.5,David Hamilton
BATTER HITS,2026-04-25,STL,SEA,,,,,,,0.1594,15.9%,,HIGH,False,Strong value,UNDER 0.5 hits,168.0,0.6594,0.5,Randy Arozarena
BATTER HITS,2026-04-25,ARI,SD,,,,,,,0.1579,15.8%,,HIGH,False,Strong value,OVER 1.5 hits,115.0,0.6579,1.5,Lourdes Gurriel Jr.
BATTER HITS,2026-04-25,KC,LAA,,,,,,,0.1576,15.8%,,HIGH,False,Strong value,OVER 0.5 hits,-135.0,0.6576,0.5,Logan O'Hoppe
BATTER HITS,2026-04-25,CWS,WSH,,,,,,,0.1553,15.5%,,HIGH,False,Strong value,OVER 0.5 hits,-141.0,0.6553,0.5,Reese McGuire
BATTER HITS,2026-04-25,ATL,PHI,,,,,,,0.1552,15.5%,,HIGH,False,Strong value,OVER 0.5 hits,-217.0,0.6552,0.5,Ronald Acuna Jr.
BATTER HITS,2026-04-25,MIL,PIT,,,,,,,0.1549,15.5%,,HIGH,False,Strong value,OVER 0.5 hits,-121.0,0.6549,0.5,Joey Ortiz
BATTER HITS,2026-04-25,ARI,SD,,,,,,,0.1521,15.2%,,HIGH,False,Strong value,OVER 1.5 hits,113.0,0.6521,1.5,Jackson Merrill
BATTER HITS,2026-04-25,TOR,CLE,,,,,,,0.1508,15.1%,,HIGH,False,Strong value,OVER 0.5 hits,-112.0,0.6508,0.5,Tyler Heineman
BATTER HITS,2026-04-25,TOR,CLE,,,,,,,0.1505,15.0%,,HIGH,False,Strong value,OVER 0.5 hits,-235.0,0.6505,0.5,Steven Kwan
BATTER HITS,2026-04-25,CIN,DET,,,,,,,0.1503,15.0%,,HIGH,False,Strong value,OVER 0.5 hits,-170.0,0.6503,0.5,Kerry Carpenter
BATTER HITS,2026-04-25,ARI,SD,,,,,,,0.1489,14.9%,,HIGH,False,Strong value,UNDER 1.5 hits,-149.0,0.6489,1.5,Xander Bogaerts
BATTER HITS,2026-04-25,BAL,BOS,,,,,,,0.1478,14.8%,,HIGH,False,Strong value,OVER 0.5 hits,-180.0,0.6478,0.5,Trevor Story
BATTER HITS,2026-04-25,ATL,PHI,,,,,,,0.1474,14.7%,,HIGH,False,Strong value,OVER 0.5 hits,-208.0,0.6474,0.5,Alec Bohm
BATTER HITS,2026-04-25,CWS,WSH,,,,,,,0.1468,14.7%,,HIGH,False,Strong value,UNDER 0.5 hits,136.0,0.6468,0.5,Munetaka Murakami
BATTER HITS,2026-04-25,TB,MIN,,,,,,,0.1462,14.6%,,HIGH,False,Strong value,OVER 0.5 hits,-190.0,0.6462,0.5,Luke Keaschall
BATTER HITS,2026-04-25,LAD,CHC,,,,,,,0.1434,14.3%,,HIGH,False,Strong value,UNDER 0.5 hits,194.0,0.6434,0.5,Freddie Freeman
BATTER HITS,2026-04-25,MIL,PIT,,,,,,,0.1432,14.3%,,HIGH,False,Cold streak; Strong value,UNDER 0.5 hits,114.0,0.6432,0.5,Oneil Cruz
BATTER HITS,2026-04-25,LAD,CHC,,,,,,,0.1428,14.3%,,HIGH,False,Strong value,UNDER 0.5 hits,112.0,0.6428,0.5,Ian Happ
BATTER HITS,2026-04-25,ARI,SD,,,,,,,0.1421,14.2%,,HIGH,False,Strong value,UNDER 1.5 hits,-170.0,0.6421,1.5,Geraldo Perdomo
BATTER HITS,2026-04-25,HOU,NYY,,,,,,,0.1414,14.1%,,HIGH,False,Strong value,OVER 0.5 hits,-175.0,0.6414,0.5,Paul Goldschmidt
BATTER HITS,2026-04-25,TOR,CLE,,,,,,,0.1403,14.0%,,HIGH,False,Strong value,OVER 0.5 hits,-135.0,0.6403,0.5,George Valera
BATTER HITS,2026-04-25,KC,LAA,,,,,,,0.1383,13.8%,,HIGH,False,Strong value,OVER 0.5 hits,-145.0,0.6383,0.5,Jorge Soler
BATTER HITS,2026-04-25,ATL,PHI,,,,,,,0.138,13.8%,,HIGH,False,Strong value,OVER 0.5 hits,100.0,0.638,0.5,Mike Yastrzemski
BATTER HITS,2026-04-25,STL,SEA,,,,,,,0.1341,13.4%,,HIGH,False,Strong value,OVER 0.5 hits,-175.0,0.6341,0.5,Rob Refsnyder
BATTER HITS,2026-04-25,SF,MIA,,,,,,,0.1339,13.4%,,HIGH,False,Cold streak; Strong value,UNDER 0.5 hits,137.0,0.6339,0.5,Matt Chapman
BATTER HITS,2026-04-25,HOU,NYY,,,,,,,0.1327,13.3%,,HIGH,False,Strong value,UNDER 0.5 hits,103.0,0.6327,0.5,Jose Caballero
BATTER HITS,2026-04-25,STL,SEA,,,,,,,0.1323,13.2%,,HIGH,False,Strong value,OVER 0.5 hits,-135.0,0.6323,0.5,Mitch Garver
BATTER HITS,2026-04-25,ARI,SD,,,,,,,0.1317,13.2%,,HIGH,False,Strong value,UNDER 1.5 hits,-211.0,0.6317,1.5,Nolan Arenado
BATTER HITS,2026-04-25,TB,MIN,,,,,,,0.1313,13.1%,,HIGH,False,Strong value,OVER 0.5 hits,-158.0,0.6313,0.5,Jake Fraley
BATTER HITS,2026-04-25,TB,MIN,,,,,,,0.1301,13.0%,,HIGH,False,Strong value,OVER 0.5 hits,-196.0,0.6301,0.5,Jonathan Aranda
BATTER HITS,2026-04-25,CIN,DET,,,,,,,0.1289,12.9%,,HIGH,False,Strong value,UNDER 0.5 hits,162.0,0.6289,0.5,Elly De La Cruz
BATTER HITS,2026-04-25,LAD,CHC,,,,,,,0.1278,12.8%,,HIGH,False,Strong value,UNDER 1.5 hits,-263.0,0.6278,1.5,Nico Hoerner
BATTER HITS,2026-04-25,BAL,BOS,,,,,,,0.1261,12.6%,,HIGH,False,Strong value,UNDER 0.5 hits,162.0,0.6261,0.5,Adley Rutschman
BATTER HITS,2026-04-25,SF,MIA,,,,,,,0.1253,12.5%,,HIGH,False,Strong value,UNDER 0.5 hits,134.0,0.6253,0.5,Casey Schmitt
BATTER HITS,2026-04-25,HOU,NYY,,,,,,,0.1244,12.4%,,HIGH,False,Strong value,UNDER 0.5 hits,149.0,0.6244,0.5,Christian Walker
BATTER HITS,2026-04-25,MIL,PIT,,,,,,,0.124,12.4%,,HIGH,False,Strong value,OVER 0.5 hits,-200.0,0.624,0.5,Luis Rengifo
BATTER HITS,2026-04-25,LAD,CHC,,,,,,,0.1235,12.4%,,HIGH,False,Strong value,OVER 0.5 hits,100.0,0.6235,0.5,Alex Freeland
BATTER HITS,2026-04-25,STL,SEA,,,,,,,0.1232,12.3%,,HIGH,False,Strong value,OVER 0.5 hits,-162.0,0.6232,0.5,Connor Joe
BATTER HITS,2026-04-25,ATL,PHI,,,,,,,0.1204,12.0%,,HIGH,False,Strong value,OVER 0.5 hits,-145.0,0.6204,0.5,Rafael Marchan
BATTER HITS,2026-04-25,TOR,CLE,,,,,,,0.1184,11.8%,,MEDIUM,False,Strong value,OVER 0.5 hits,-105.0,0.6184,0.5,Davis Schneider
BATTER HITS,2026-04-25,ATL,PHI,,,,,,,0.1182,11.8%,,MEDIUM,False,Strong value,OVER 0.5 hits,-158.0,0.6182,0.5,Justin Crawford
BATTER HITS,2026-04-25,CIN,DET,,,,,,,0.1179,11.8%,,MEDIUM,False,Strong value,OVER 0.5 hits,-225.0,0.6179,0.5,Gleyber Torres
BATTER HITS,2026-04-25,MIL,PIT,,,,,,,0.1171,11.7%,,MEDIUM,False,Strong value,OVER 0.5 hits,-154.0,0.6171,0.5,Marcell Ozuna
BATTER HITS,2026-04-25,TOR,CLE,,,,,,,0.1157,11.6%,,MEDIUM,False,Strong value,UNDER 0.5 hits,101.0,0.6157,0.5,Brayan Rocchio
BATTER HITS,2026-04-25,LAD,CHC,,,,,,,0.1144,11.4%,,MEDIUM,False,Strong value,UNDER 0.5 hits,141.0,0.6144,0.5,Seiya Suzuki
BATTER HITS,2026-04-25,CWS,WSH,,,,,,,0.1143,11.4%,,MEDIUM,False,Hot streak; Strong value,OVER 0.5 hits,-185.0,0.6143,0.5,Miguel Vargas
BATTER HITS,2026-04-25,TB,MIN,,,,,,,0.1126,11.3%,,MEDIUM,False,Strong value,UNDER 0.5 hits,114.0,0.6126,0.5,Brooks Lee
BATTER HITS,2026-04-25,MIL,PIT,,,,,,,0.1123,11.2%,,MEDIUM,False,Strong value,OVER 0.5 hits,-133.0,0.6123,0.5,Spencer Horwitz
BATTER HITS,2026-04-25,TB,MIN,,,,,,,0.1117,11.2%,,MEDIUM,False,Hot streak; Strong value,OVER 0.5 hits,-145.0,0.6117,0.5,Royce Lewis
BATTER HITS,2026-04-25,TOR,CLE,,,,,,,0.1103,11.0%,,MEDIUM,False,Strong value,OVER 0.5 hits,100.0,0.6103,0.5,Austin Hedges
BATTER HITS,2026-04-25,MIL,PIT,,,,,,,0.1087,10.9%,,MEDIUM,False,Strong value,OVER 0.5 hits,-165.0,0.6087,0.5,Sal Frelick
BATTER HITS,2026-04-25,BAL,BOS,,,,,,,0.1084,10.8%,,MEDIUM,False,Cold streak; Strong value,UNDER 0.5 hits,135.0,0.6084,0.5,Wilyer Abreu
BATTER HITS,2026-04-25,CIN,DET,,,,,,,0.107,10.7%,,MEDIUM,False,Strong value,UNDER 0.5 hits,126.0,0.607,0.5,Spencer Steer
BATTER HITS,2026-04-25,CWS,WSH,,,,,,,0.1057,10.6%,,MEDIUM,False,Hot streak; Strong value,OVER 0.5 hits,-150.0,0.6057,0.5,Everson Pereira
BATTER HITS,2026-04-25,CWS,WSH,,,,,,,0.1054,10.5%,,MEDIUM,False,Strong value,UNDER 0.5 hits,146.0,0.6054,0.5,James Wood
BATTER HITS,2026-04-25,SF,MIA,,,,,,,0.1028,10.3%,,MEDIUM,False,Strong value,UNDER 0.5 hits,129.0,0.6028,0.5,Heliot Ramos
BATTER HITS,2026-04-25,BAL,BOS,,,,,,,0.0972,9.7%,,LOW,False,Standard play,OVER 0.5 hits,-220.0,0.5972,0.5,Ceddanne Rafaela
BATTER HITS,2026-04-25,MIL,PIT,,,,,,,0.096,9.6%,,LOW,False,Standard play,OVER 0.5 hits,-164.0,0.596,0.5,Gary Sanchez
BATTER HITS,2026-04-25,MIL,PIT,,,,,,,0.0944,9.4%,,LOW,False,Standard play,UNDER 0.5 hits,165.0,0.5944,0.5,William Contreras
BATTER HITS,2026-04-25,STL,SEA,,,,,,,0.0922,9.2%,,LOW,False,Standard play,OVER 0.5 hits,-150.0,0.5922,0.5,Cole Young
BATTER HITS,2026-04-25,SF,MIA,,,,,,,0.0914,9.1%,,LOW,False,Standard play,OVER 0.5 hits,-150.0,0.5914,0.5,Agustín Ramírez
BATTER HITS,2026-04-25,HOU,NYY,,,,,,,0.091,9.1%,,LOW,False,Standard play,UNDER 1.5 hits,-245.0,0.591,1.5,Carlos Correa
BATTER HITS,2026-04-25,MIL,PIT,,,,,,,0.0905,9.0%,,LOW,False,Standard play,UNDER 0.5 hits,105.0,0.5905,0.5,Brandon Lowe
BATTER HITS,2026-04-25,STL,SEA,,,,,,,0.0896,9.0%,,LOW,False,Cold streak,UNDER 0.5 hits,135.0,0.5896,0.5,Jordan Walker
BATTER HITS,2026-04-25,ATL,PHI,,,,,,,0.088,8.8%,,LOW,False,Standard play,UNDER 0.5 hits,139.0,0.588,0.5,Adolis Garcia
BATTER HITS,2026-04-25,LAD,CHC,,,,,,,0.0846,8.5%,,LOW,False,Standard play,OVER 1.5 hits,174.0,0.5846,1.5,Shohei Ohtani
BATTER HITS,2026-04-25,LAD,CHC,,,,,,,0.0841,8.4%,,LOW,False,Cold streak,UNDER 0.5 hits,140.0,0.5841,0.5,Andy Pages
BATTER HITS,2026-04-25,CIN,DET,,,,,,,0.084,8.4%,,LOW,False,Standard play,UNDER 0.5 hits,180.0,0.584,0.5,Dillon Dingler
BATTER HITS,2026-04-25,LAD,CHC,,,,,,,0.0836,8.4%,,LOW,False,Standard play,OVER 0.5 hits,-210.0,0.5836,0.5,Will Smith
BATTER HITS,2026-04-25,CWS,WSH,,,,,,,0.0819,8.2%,,LOW,False,Standard play,OVER 0.5 hits,-210.0,0.5819,0.5,Curtis Mead
BATTER HITS,2026-04-25,MIL,PIT,,,,,,,0.0819,8.2%,,LOW,False,Standard play,OVER 0.5 hits,-155.0,0.5819,0.5,Jake Bauers
BATTER HITS,2026-04-25,ARI,SD,,,,,,,0.0816,8.2%,,LOW,False,Standard play,OVER 1.5 hits,164.0,0.5816,1.5,Freddy Fermin
BATTER HITS,2026-04-25,TOR,CLE,,,,,,,0.0794,7.9%,,NO PLAY,False,High BA,OVER 0.5 hits,-110.0,0.5794,0.5,Myles Straw
BATTER HITS,2026-04-25,BAL,BOS,,,,,,,0.0792,7.9%,,NO PLAY,False,Standard play,OVER 0.5 hits,-141.0,0.5792,0.5,Isiah Kiner-Falefa
BATTER HITS,2026-04-25,STL,SEA,,,,,,,0.0785,7.9%,,NO PLAY,False,Standard play,OVER 0.5 hits,-139.0,0.5785,0.5,Nolan Gorman
BATTER HITS,2026-04-25,SF,MIA,,,,,,,0.0782,7.8%,,NO PLAY,False,Standard play,OVER 0.5 hits,110.0,0.5782,0.5,Owen Caissie
BATTER HITS,2026-04-25,LAD,CHC,,,,,,,0.0777,7.8%,,NO PLAY,False,Standard play,OVER 0.5 hits,-189.0,0.5777,0.5,Kyle Tucker
BATTER HITS,2026-04-25,HOU,NYY,,,,,,,0.0769,7.7%,,NO PLAY,False,Standard play,OVER 0.5 hits,-235.0,0.5769,0.5,Aaron Judge
BATTER HITS,2026-04-25,SF,MIA,,,,,,,0.0746,7.5%,,NO PLAY,False,Standard play,UNDER 0.5 hits,138.0,0.5746,0.5,Jung Hoo Lee
BATTER HITS,2026-04-25,ARI,SD,,,,,,,0.071,7.1%,,NO PLAY,False,Standard play,UNDER 1.5 hits,-156.0,0.571,1.5,Corbin Carroll
BATTER HITS,2026-04-25,ARI,SD,,,,,,,0.0683,6.8%,,NO PLAY,False,Standard play,UNDER 1.5 hits,-115.0,0.5683,1.5,Ramon Laureano
BATTER HITS,2026-04-25,STL,SEA,,,,,,,0.0673,6.7%,,NO PLAY,False,Hot streak,OVER 0.5 hits,-200.0,0.5673,0.5,Cal Raleigh
BATTER HITS,2026-04-25,KC,LAA,,,,,,,0.0671,6.7%,,NO PLAY,False,Cold streak,UNDER 0.5 hits,152.0,0.5671,0.5,Jo Adell
BATTER HITS,2026-04-25,CIN,DET,,,,,,,0.0664,6.6%,,NO PLAY,False,Hot streak,OVER 0.5 hits,-165.0,0.5664,0.5,Matt McLain
BATTER HITS,2026-04-25,BAL,BOS,,,,,,,0.0663,6.6%,,NO PLAY,False,High BA,OVER 0.5 hits,-135.0,0.5663,0.5,Leody Taveras
BATTER HITS,2026-04-25,HOU,NYY,,,,,,,0.0659,6.6%,,NO PLAY,False,Standard play,UNDER 0.5 hits,120.0,0.5659,0.5,Giancarlo Stanton
BATTER HITS,2026-04-25,TOR,CLE,,,,,,,0.0655,6.6%,,NO PLAY,False,Standard play,UNDER 0.5 hits,158.0,0.5655,0.5,Jose Ramirez
BATTER HITS,2026-04-25,BAL,BOS,,,,,,,0.0622,6.2%,,NO PLAY,False,Standard play,UNDER 0.5 hits,130.0,0.5622,0.5,Jeremiah Jackson
BATTER HITS,2026-04-25,SF,MIA,,,,,,,0.0608,6.1%,,NO PLAY,False,Standard play,OVER 0.5 hits,-132.0,0.5608,0.5,Connor Norby
BATTER HITS,2026-04-25,KC,LAA,,,,,,,0.0605,6.0%,,NO PLAY,False,Standard play,UNDER 0.5 hits,119.0,0.5605,0.5,Oswald Peraza
BATTER HITS,2026-04-25,LAD,CHC,,,,,,,0.0601,6.0%,,NO PLAY,False,Standard play,OVER 0.5 hits,-184.0,0.5601,0.5,Teoscar Hernandez
BATTER HITS,2026-04-25,BAL,BOS,,,,,,,0.0576,5.8%,,NO PLAY,False,Standard play,OVER 0.5 hits,-119.0,0.5576,0.5,Coby Mayo
BATTER HITS,2026-04-25,LAD,CHC,,,,,,,0.0575,5.7%,,NO PLAY,False,Standard play,UNDER 0.5 hits,110.0,0.5575,0.5,Hyeseong Kim
BATTER HITS,2026-04-25,SF,MIA,,,,,,,0.0567,5.7%,,NO PLAY,False,Standard play,OVER 0.5 hits,-147.0,0.5567,0.5,Rafael Devers
BATTER HITS,2026-04-25,CWS,WSH,,,,,,,0.0561,5.6%,,NO PLAY,False,Standard play,OVER 0.5 hits,-160.0,0.5561,0.5,CJ Abrams
BATTER HITS,2026-04-25,KC,LAA,,,,,,,0.0544,5.4%,,NO PLAY,False,Standard play,OVER 0.5 hits,-155.0,0.5544,0.5,Mike Trout
BATTER HITS,2026-04-25,TB,MIN,,,,,,,0.0534,5.3%,,NO PLAY,False,Standard play,UNDER 0.5 hits,145.0,0.5534,0.5,Josh Bell
BATTER HITS,2026-04-25,ARI,SD,,,,,,,0.0533,5.3%,,NO PLAY,False,Hot streak,OVER 1.5 hits,176.0,0.5533,1.5,Alek Thomas
BATTER HITS,2026-04-25,BAL,BOS,,,,,,,0.0524,5.2%,,NO PLAY,False,Standard play,OVER 0.5 hits,-155.0,0.5524,0.5,Pete Alonso
BATTER HITS,2026-04-25,HOU,NYY,,,,,,,0.0523,5.2%,,NO PLAY,False,Standard play,UNDER 0.5 hits,164.0,0.5523,0.5,Jose Altuve
BATTER HITS,2026-04-25,MIL,PIT,,,,,,,0.0518,5.2%,,NO PLAY,False,Standard play,OVER 0.5 hits,-140.0,0.5518,0.5,Bryan Reynolds
BATTER HITS,2026-04-25,CIN,DET,,,,,,,0.0508,5.1%,,NO PLAY,False,Standard play,UNDER 0.5 hits,176.0,0.5508,0.5,Sal Stewart
BATTER HITS,2026-04-25,STL,SEA,,,,,,,0.0494,4.9%,,NO PLAY,False,Hot streak,OVER 0.5 hits,-190.0,0.5494,0.5,Ivan Herrera
BATTER HITS,2026-04-25,TOR,CLE,,,,,,,0.0492,4.9%,,NO PLAY,False,Standard play,OVER 0.5 hits,-115.0,0.5492,0.5,Rhys Hoskins
BATTER HITS,2026-04-25,HOU,NYY,,,,,,,0.0487,4.9%,,NO PLAY,False,Standard play,OVER 0.5 hits,-148.0,0.5487,0.5,Cam Smith
BATTER HITS,2026-04-25,BAL,BOS,,,,,,,0.0482,4.8%,,NO PLAY,False,Standard play,OVER 0.5 hits,-189.0,0.5482,0.5,Willson Contreras
BATTER HITS,2026-04-25,HOU,NYY,,,,,,,0.048,4.8%,,NO PLAY,False,Standard play,OVER 0.5 hits,-165.0,0.548,0.5,Amed Rosario
BATTER HITS,2026-04-25,KC,LAA,,,,,,,0.0475,4.7%,,NO PLAY,False,Standard play,OVER 0.5 hits,-190.0,0.5475,0.5,Zach Neto
BATTER HITS,2026-04-25,MIL,PIT,,,,,,,0.0464,4.6%,,NO PLAY,False,Standard play,OVER 0.5 hits,-125.0,0.5464,0.5,Brandon Lockridge
BATTER HITS,2026-04-25,HOU,NYY,,,,,,,0.0463,4.6%,,NO PLAY,False,Standard play,OVER 0.5 hits,-225.0,0.5463,0.5,Cody Bellinger
BATTER HITS,2026-04-25,HOU,NYY,,,,,,,0.0452,4.5%,,NO PLAY,False,Low BA,UNDER 0.5 hits,131.0,0.5452,0.5,Jazz Chisholm Jr.
BATTER HITS,2026-04-25,MIL,PIT,,,,,,,0.0449,4.5%,,NO PLAY,False,Standard play,OVER 0.5 hits,-120.0,0.5449,0.5,Konnor Griffin
BATTER HITS,2026-04-25,TOR,CLE,,,,,,,0.0441,4.4%,,NO PLAY,False,Standard play,OVER 0.5 hits,-145.0,0.5441,0.5,Daulton Varsho
BATTER HITS,2026-04-25,KC,LAA,,,,,,,0.0437,4.4%,,NO PLAY,False,Standard play,UNDER 0.5 hits,143.0,0.5437,0.5,Michael Massey
BATTER HITS,2026-04-25,BAL,BOS,,,,,,,0.0429,4.3%,,NO PLAY,False,Standard play,OVER 0.5 hits,-138.0,0.5429,0.5,Andruw Monasterio
BATTER HITS,2026-04-25,ATL,PHI,,,,,,,0.0428,4.3%,,NO PLAY,False,Standard play,OVER 0.5 hits,-175.0,0.5428,0.5,Bryson Stott
BATTER HITS,2026-04-25,TB,MIN,,,,,,,0.0421,4.2%,,NO PLAY,False,Standard play,UNDER 0.5 hits,147.0,0.5421,0.5,Austin Martin
BATTER HITS,2026-04-25,HOU,NYY,,,,,,,0.0411,4.1%,,NO PLAY,False,Low BA,UNDER 0.5 hits,129.0,0.5411,0.5,Isaac Paredes
BATTER HITS,2026-04-25,KC,LAA,,,,,,,0.039,3.9%,,NO PLAY,False,Standard play,UNDER 1.5 hits,-256.0,0.539,1.5,Maikel Garcia
BATTER HITS,2026-04-25,MIL,PIT,,,,,,,0.0365,3.6%,,NO PLAY,False,Standard play,OVER 0.5 hits,-209.0,0.5365,0.5,Brice Turang
BATTER HITS,2026-04-25,STL,SEA,,,,,,,0.0355,3.5%,,NO PLAY,False,Standard play,UNDER 0.5 hits,176.0,0.5355,0.5,Alec Burleson
BATTER HITS,2026-04-25,KC,LAA,,,,,,,0.0345,3.4%,,NO PLAY,False,Standard play,OVER 0.5 hits,-165.0,0.5345,0.5,Nolan Schanuel
BATTER HITS,2026-04-25,TB,MIN,,,,,,,0.0334,3.3%,,NO PLAY,False,Standard play,OVER 0.5 hits,-190.0,0.5334,0.5,Byron Buxton
BATTER HITS,2026-04-25,TOR,CLE,,,,,,,0.033,3.3%,,NO PLAY,False,Low BA,UNDER 0.5 hits,115.0,0.533,0.5,Kazuma Okamoto
BATTER HITS,2026-04-25,CIN,DET,,,,,,,0.0309,3.1%,,NO PLAY,False,Low BA,UNDER 0.5 hits,133.0,0.5309,0.5,Nathaniel Lowe
BATTER HITS,2026-04-25,TOR,CLE,,,,,,,0.0304,3.0%,,NO PLAY,False,Low BA,UNDER 0.5 hits,175.0,0.5304,0.5,Chase DeLauter
BATTER HITS,2026-04-25,BAL,BOS,,,,,,,0.0303,3.0%,,NO PLAY,False,Standard play,OVER 0.5 hits,-175.0,0.5303,0.5,Gunnar Henderson
BATTER HITS,2026-04-25,ATL,PHI,,,,,,,0.0288,2.9%,,NO PLAY,False,Standard play,OVER 0.5 hits,-160.0,0.5288,0.5,Kyle Schwarber
BATTER HITS,2026-04-25,CWS,WSH,,,,,,,0.0285,2.9%,,NO PLAY,False,Hot streak,OVER 0.5 hits,-110.0,0.5285,0.5,Tristan Peters
BATTER HITS,2026-04-25,KC,LAA,,,,,,,0.0278,2.8%,,NO PLAY,False,Standard play,UNDER 0.5 hits,120.0,0.5278,0.5,Kyle Isbel
BATTER HITS,2026-04-25,CIN,DET,,,,,,,0.0273,2.7%,,NO PLAY,False,Standard play,UNDER 0.5 hits,161.0,0.5273,0.5,Javier Baez
BATTER HITS,2026-04-25,CIN,DET,,,,,,,0.0266,2.7%,,NO PLAY,False,Standard play,OVER 0.5 hits,-135.0,0.5266,0.5,Jake Rogers
BATTER HITS,2026-04-25,ARI,SD,,,,,,,0.0262,2.6%,,NO PLAY,False,Standard play,UNDER 1.5 hits,-201.0,0.5262,1.5,Adrian Del Castillo
