bet_type,game_date,home_team,away_team,underdog_team,home_sp_name,away_sp_name,underdog_odds,market_implied_prob,model_win_prob,edge,edge_pct,kelly_fraction,confidence,recommended,notes,pick,odds,model_prob,line,player_name
FULL GAME TOTAL,2026-04-25,SF,MIA,,Robbie Ray,Eury Pérez,,,,0.0591,5.9%,,NO PLAY,False,Pitcher-friendly park favors UNDER; Home team travel-fatigued,UNDER,,0.5591,7.5,
FULL GAME TOTAL,2026-04-25,HOU,NYY,,Mike Burrows,Ryan Weathers,,,,0.0533,5.3%,,NO PLAY,False,"High-scoring teams, but line is inflated; Away team travel-fatigued",UNDER,,0.5533,9.0,
FULL GAME TOTAL,2026-04-25,TB,MIN,,Shane McClanahan,Bailey Ober,,,,0.0357,3.6%,,NO PLAY,False,Away team travel-fatigued,UNDER,,0.5357,8.5,
FULL GAME TOTAL,2026-04-25,MIL,PIT,,Jacob Misiorowski,Mitch Keller,,,,0.0338,3.4%,,NO PLAY,False,"Elite SPs, but line overreacts; Both teams travel-fatigued",OVER,,0.5338,8.0,
FULL GAME TOTAL,2026-04-25,KC,LAA,,Cole Ragans,Walbert Urena,,,,0.0308,3.1%,,NO PLAY,False,Standard play,UNDER,,0.5308,8.5,
FULL GAME TOTAL,2026-04-25,STL,SEA,,Matthew Liberatore,Bryan Woo,,,,0.0279,2.8%,,NO PLAY,False,"Elite SPs, but line overreacts",OVER,,0.5279,7.5,
FULL GAME TOTAL,2026-04-25,TOR,CLE,,Kevin Gausman,Joey Cantillo,,,,0.02,2.0%,,NO PLAY,False,"Elite SPs, but line overreacts",OVER,,0.52,7.0,
FULL GAME TOTAL,2026-04-25,ARI,SD,,Zac Gallen,Germán Márquez,,,,0.0178,1.8%,,NO PLAY,False,Hitter-friendly park favors OVER; Both teams travel-fatigued,OVER,,0.5178,16.0,
FULL GAME TOTAL,2026-04-25,BAL,BOS,,Trevor Rogers,Garrett Crochet,,,,0.008,0.8%,,NO PLAY,False,"Weak pitching, but line already accounts for it; Away team travel-fatigued",UNDER,,0.508,7.5,
F5 TOTAL,2026-04-25,LAD,CHC,,Roki Sasaki,Colin Rea,,,,0.1346,13.5%,,LOW,True,"High-scoring teams, but line is inflated; Strong value; Both teams travel-fatigued",UNDER,,0.6346,5.2,
F5 TOTAL,2026-04-25,SF,MIA,,Robbie Ray,Eury Pérez,,,,0.0666,6.7%,,NO PLAY,False,Pitcher-friendly park favors UNDER; Home team travel-fatigued,UNDER,,0.5666,4.1,
F5 TOTAL,2026-04-25,CIN,DET,,Brady Singer,Jack Flaherty,,,,0.0601,6.0%,,NO PLAY,False,Hitter-friendly park favors OVER; Away team travel-fatigued,OVER,,0.5601,5.2,
F5 TOTAL,2026-04-25,TB,MIN,,Shane McClanahan,Bailey Ober,,,,0.0547,5.5%,,NO PLAY,False,Away team travel-fatigued,UNDER,,0.5547,4.7,
F5 TOTAL,2026-04-25,BAL,BOS,,Trevor Rogers,Garrett Crochet,,,,0.0469,4.7%,,NO PLAY,False,Weak pitching matchup; Away team travel-fatigued,OVER,,0.5469,4.1,
F5 TOTAL,2026-04-25,HOU,NYY,,Mike Burrows,Ryan Weathers,,,,0.042,4.2%,,NO PLAY,False,"High-scoring teams, but line is inflated; Away team travel-fatigued",UNDER,,0.542,5.0,
F5 TOTAL,2026-04-25,STL,SEA,,Matthew Liberatore,Bryan Woo,,,,0.0417,4.2%,,NO PLAY,False,Elite SP matchup,UNDER,,0.5417,4.1,
F5 TOTAL,2026-04-25,ATL,PHI,,Bryce Elder,Zack Wheeler,,,,0.0406,4.1%,,NO PLAY,False,Elite SP matchup; Both teams travel-fatigued,UNDER,,0.5406,4.7,
F5 TOTAL,2026-04-25,CWS,WSH,,Noah Schultz,Jake Irvin,,,,0.0212,2.1%,,NO PLAY,False,Both teams travel-fatigued,UNDER,,0.5212,4.7,
F5 TOTAL,2026-04-25,TOR,CLE,,Kevin Gausman,Joey Cantillo,,,,0.0168,1.7%,,NO PLAY,False,Elite SP matchup,UNDER,,0.5168,3.9,
F5 TOTAL,2026-04-25,ARI,SD,,Zac Gallen,Germán Márquez,,,,0.0077,0.8%,,NO PLAY,False,"Hitter-friendly park, but other factors favor UNDER; Both teams travel-fatigued",UNDER,,0.5077,8.8,
F5 TOTAL,2026-04-25,MIL,PIT,,Jacob Misiorowski,Mitch Keller,,,,0.004,0.4%,,NO PLAY,False,Elite SP matchup; Both teams travel-fatigued,UNDER,,0.504,4.4,
F5 TOTAL,2026-04-25,KC,LAA,,Cole Ragans,Walbert Urena,,,,0.0035,0.4%,,NO PLAY,False,Standard play,UNDER,,0.5035,4.7,
1ST INN ML,2026-04-25,BAL,BOS,,Trevor Rogers,Garrett Crochet,,,,0.1033,10.3%,,HIGH,True,Strong value,BAL,-110.0,0.6271,,
1ST INN ML,2026-04-25,ATL,PHI,,Bryce Elder,Zack Wheeler,,,,0.06,6.0%,,HIGH,True,Elite pitching matchup,PHI,-110.0,0.5838,,
1ST INN ML,2026-04-25,STL,SEA,,Matthew Liberatore,Bryan Woo,,,,0.0273,2.7%,,NO PLAY,False,Elite pitching matchup,SEA,-110.0,0.5512,,
1ST INN ML,2026-04-25,LAD,CHC,,Roki Sasaki,Colin Rea,,,,0.0233,2.3%,,NO PLAY,False,Standard play,CHC,-110.0,0.5471,,
1ST INN ML,2026-04-25,NYM,COL,,Kodai Senga,Jose Quintana,,,,0.023,2.3%,,NO PLAY,False,Standard play,NYM,-110.0,0.5468,,
1ST INN ML,2026-04-25,MIL,PIT,,Jacob Misiorowski,Mitch Keller,,,,0.0192,1.9%,,NO PLAY,False,Elite pitching matchup,PIT,-110.0,0.543,,
1ST INN ML,2026-04-25,TOR,CLE,,Kevin Gausman,Joey Cantillo,,,,0.0181,1.8%,,NO PLAY,False,Elite pitching matchup,CLE,-110.0,0.5419,,
1ST INN ML,2026-04-25,CWS,WSH,,Noah Schultz,Jake Irvin,,,,0.0165,1.6%,,NO PLAY,False,Standard play,CWS,-110.0,0.5403,,
1ST INN ML,2026-04-25,KC,LAA,,Cole Ragans,Walbert Urena,,,,0.0127,1.3%,,NO PLAY,False,Standard play,LAA,-110.0,0.5365,,
1ST INN ML,2026-04-25,TEX,OAK,,MacKenzie Gore,Jeffrey Springs,,,,0.0109,1.1%,,NO PLAY,False,Standard play,OAK,-110.0,0.5347,,
1ST INN ML,2026-04-25,ARI,SD,,Zac Gallen,Germán Márquez,,,,0.0103,1.0%,,NO PLAY,False,Standard play,ARI,-110.0,0.5341,,
1ST INN ML,2026-04-25,CIN,DET,,Brady Singer,Jack Flaherty,,,,-0.0196,-2.0%,,NO PLAY,False,Standard play,CIN,-110.0,0.5043,,
1ST INN ML,2026-04-25,HOU,NYY,,Mike Burrows,Ryan Weathers,,,,-0.0206,-2.1%,,NO PLAY,False,Standard play,HOU,-110.0,0.5032,,
1ST INN ML,2026-04-25,TB,MIN,,Shane McClanahan,Bailey Ober,,,,-0.0221,-2.2%,,NO PLAY,False,Standard play,TB,-110.0,0.5017,,
1ST INN ML,2026-04-25,SF,MIA,,Robbie Ray,Eury Pérez,,,,-0.0222,-2.2%,,NO PLAY,False,Standard play,SF,-110.0,0.5016,,
1ST INN TOTAL,2026-04-25,HOU,NYY,,Mike Burrows,Ryan Weathers,,,,0.0518,5.2%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.5756,0.5,
1ST INN TOTAL,2026-04-25,ATL,PHI,,Bryce Elder,Zack Wheeler,,,,0.0219,2.2%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.5457,0.5,
1ST INN TOTAL,2026-04-25,CIN,DET,,Brady Singer,Jack Flaherty,,,,0.0163,1.6%,,NO PLAY,False,Hitter-friendly park,OVER 0.5,-110.0,0.5401,0.5,
1ST INN TOTAL,2026-04-25,TB,MIN,,Shane McClanahan,Bailey Ober,,,,0.0086,0.9%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.5324,0.5,
1ST INN TOTAL,2026-04-25,KC,LAA,,Cole Ragans,Walbert Urena,,,,0.0075,0.8%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.5313,0.5,
1ST INN TOTAL,2026-04-25,BAL,BOS,,Trevor Rogers,Garrett Crochet,,,,0.0049,0.5%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.5287,0.5,
1ST INN TOTAL,2026-04-25,TOR,CLE,,Kevin Gausman,Joey Cantillo,,,,0.0032,0.3%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.527,0.5,
1ST INN TOTAL,2026-04-25,NYM,COL,,Kodai Senga,Jose Quintana,,,,0.0026,0.3%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.5264,0.5,
1ST INN TOTAL,2026-04-25,LAD,CHC,,Roki Sasaki,Colin Rea,,,,0.0009,0.1%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.5247,0.5,
1ST INN TOTAL,2026-04-25,MIL,PIT,,Jacob Misiorowski,Mitch Keller,,,,0.0003,0.0%,,NO PLAY,False,Standard play,OVER 0.5,-110.0,0.5241,0.5,
1ST INN TOTAL,2026-04-25,STL,SEA,,Matthew Liberatore,Bryan Woo,,,,-0.0018,-0.2%,,NO PLAY,False,Elite SPs keep 1st clean,UNDER 0.5,-110.0,0.522,0.5,
1ST INN TOTAL,2026-04-25,TEX,OAK,,MacKenzie Gore,Jeffrey Springs,,,,-0.0089,-0.9%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.515,0.5,
1ST INN TOTAL,2026-04-25,CWS,WSH,,Noah Schultz,Jake Irvin,,,,-0.019,-1.9%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.5048,0.5,
1ST INN TOTAL,2026-04-25,SF,MIA,,Robbie Ray,Eury Pérez,,,,-0.0206,-2.1%,,NO PLAY,False,Standard play,UNDER 0.5,-110.0,0.5032,0.5,
1ST INN TOTAL,2026-04-25,ARI,SD,,Zac Gallen,Germán Márquez,,,,-0.0227,-2.3%,,NO PLAY,False,Hitter-friendly park,OVER 0.5,-110.0,0.5011,0.5,
PITCHER K,2026-04-25,TOR,CLE,,,,,,,0.3764,37.6%,,HIGH,True,Facing low-K team; Strong value,UNDER 4.5 Ks,-113.0,0.8764,4.5,Joey Cantillo
PITCHER K,2026-04-25,ATL,PHI,,,,,,,0.2851,28.5%,,HIGH,True,Strong value,UNDER 5.5 Ks,-130.0,0.7851,5.5,Zack Wheeler
PITCHER K,2026-04-25,SF,MIA,,,,,,,0.2369,23.7%,,HIGH,True,Strong value,UNDER 5.5 Ks,115.0,0.7369,5.5,Robbie Ray
PITCHER K,2026-04-25,HOU,NYY,,,,,,,0.1853,18.5%,,HIGH,False,Strong value,UNDER 5.5 Ks,-145.0,0.6853,5.5,Ryan Weathers
PITCHER K,2026-04-25,MIL,PIT,,,,,,,0.1712,17.1%,,HIGH,False,Strong value,UNDER 7.5 Ks,-125.0,0.6712,7.5,Jacob Misiorowski
PITCHER K,2026-04-25,TB,MIN,,,,,,,0.1709,17.1%,,HIGH,False,Low K average; Strong value,UNDER 4.5 Ks,-155.0,0.6709,4.5,Bailey Ober
PITCHER K,2026-04-25,SF,MIA,,,,,,,0.1601,16.0%,,HIGH,False,Strong value,UNDER 4.9 Ks,-110.0,0.6601,4.9,Eury Pérez
PITCHER K,2026-04-25,ARI,SD,,,,,,,0.1264,12.6%,,HIGH,False,Facing high-K team; Strong value,OVER 3.5 Ks,119.0,0.6264,3.5,Zac Gallen
PITCHER K,2026-04-25,TOR,CLE,,,,,,,0.103,10.3%,,MEDIUM,False,Strong value,UNDER 5.5 Ks,-148.0,0.603,5.5,Kevin Gausman
PITCHER K,2026-04-25,MIL,PIT,,,,,,,0.0986,9.9%,,LOW,False,Facing high-K team,OVER 4.5 Ks,-113.0,0.5986,4.5,Mitch Keller
PITCHER K,2026-04-25,BAL,BOS,,,,,,,0.0877,8.8%,,LOW,False,Standard play,UNDER 5.5 Ks,-145.0,0.5877,5.5,Trevor Rogers
PITCHER K,2026-04-25,NYM,COL,,,,,,,0.0868,8.7%,,LOW,False,Facing high-K team,OVER 4.5 Ks,-110.0,0.5868,4.5,Kodai Senga
PITCHER K,2026-04-25,CIN,DET,,,,,,,0.0751,7.5%,,NO PLAY,False,Low K average,UNDER 5.5 Ks,105.0,0.5751,5.5,Jack Flaherty
PITCHER K,2026-04-25,KC,LAA,,,,,,,0.0734,7.3%,,NO PLAY,False,Facing high-K team,OVER 6.5 Ks,-114.0,0.5734,6.5,Cole Ragans
PITCHER K,2026-04-25,CIN,DET,,,,,,,0.0722,7.2%,,NO PLAY,False,Low K average,UNDER 4.5 Ks,107.0,0.5722,4.5,Brady Singer
PITCHER K,2026-04-25,LAD,CHC,,,,,,,0.0699,7.0%,,NO PLAY,False,Low K average,UNDER 4.5 Ks,112.0,0.5699,4.5,Colin Rea
PITCHER K,2026-04-25,TEX,OAK,,,,,,,0.0571,5.7%,,NO PLAY,False,Facing high-K team,OVER 4.9 Ks,-110.0,0.5571,4.9,Jeffrey Springs
PITCHER K,2026-04-25,TEX,OAK,,,,,,,0.0494,4.9%,,NO PLAY,False,Standard play,UNDER 6.5 Ks,-110.0,0.5494,6.5,MacKenzie Gore
PITCHER K,2026-04-25,LAD,CHC,,,,,,,0.0481,4.8%,,NO PLAY,False,Low K average,UNDER 4.5 Ks,-143.0,0.5481,4.5,Roki Sasaki
PITCHER K,2026-04-25,CWS,WSH,,,,,,,0.0473,4.7%,,NO PLAY,False,Standard play,UNDER 4.5 Ks,-145.0,0.5473,4.5,Jake Irvin
PITCHER K,2026-04-25,HOU,NYY,,,,,,,0.0321,3.2%,,NO PLAY,False,Facing high-K team,OVER 5.5 Ks,105.0,0.5321,5.5,Mike Burrows
PITCHER K,2026-04-25,ATL,PHI,,,,,,,0.0263,2.6%,,NO PLAY,False,Standard play,UNDER 4.5 Ks,-114.0,0.5263,4.5,Bryce Elder
PITCHER K,2026-04-25,STL,SEA,,,,,,,0.0236,2.4%,,NO PLAY,False,Standard play,UNDER 5.5 Ks,-140.0,0.5236,5.5,Bryan Woo
PITCHER K,2026-04-25,BAL,BOS,,,,,,,0.0147,1.5%,,NO PLAY,False,Facing high-K team,OVER 7.5 Ks,-112.0,0.5147,7.5,Garrett Crochet
PITCHER K,2026-04-25,NYM,COL,,,,,,,0.0049,0.5%,,NO PLAY,False,Standard play,OVER 2.9 Ks,-110.0,0.5049,2.9,Jose Quintana
PITCHER K,2026-04-25,STL,SEA,,,,,,,0.0021,0.2%,,NO PLAY,False,Low K average,UNDER 4.5 Ks,-145.0,0.5021,4.5,Matthew Liberatore
PITCHER K,2026-04-25,ARI,SD,,,,,,,0.0011,0.1%,,NO PLAY,False,Standard play,OVER 2.8 Ks,-110.0,0.5011,2.8,Germán Márquez
BATTER HITS,2026-04-25,HOU,NYY,,,,,,,0.3714,37.1%,,HIGH,True,Strong value,OVER 0.5 hits,-137.0,0.8714,0.5,Ryan McMahon
BATTER HITS,2026-04-25,STL,SEA,,,,,,,0.3601,36.0%,,HIGH,True,Strong value,OVER 0.5 hits,-122.0,0.8601,0.5,Leo Rivas
BATTER HITS,2026-04-25,HOU,NYY,,,,,,,0.3473,34.7%,,HIGH,True,Strong value,OVER 0.5 hits,-128.0,0.8473,0.5,Shay Whitcomb
BATTER HITS,2026-04-25,TB,MIN,,,,,,,0.3251,32.5%,,HIGH,False,Strong value,OVER 0.5 hits,105.0,0.8251,0.5,Hunter Feduccia
BATTER HITS,2026-04-25,CWS,WSH,,,,,,,0.3202,32.0%,,HIGH,False,Strong value,OVER 0.5 hits,-165.0,0.8202,0.5,Edgar Quero
BATTER HITS,2026-04-25,SF,MIA,,,,,,,0.3118,31.2%,,HIGH,False,Strong value,UNDER 0.5 hits,137.0,0.8118,0.5,Javier Sanoja
BATTER HITS,2026-04-25,SF,MIA,,,,,,,0.3083,30.8%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,-150.0,0.8083,0.5,Jakob Marsee
BATTER HITS,2026-04-25,MIL,PIT,,,,,,,0.3053,30.5%,,HIGH,False,Strong value,UNDER 0.5 hits,142.0,0.8053,0.5,Nick Gonzales
BATTER HITS,2026-04-25,HOU,NYY,,,,,,,0.2975,29.7%,,HIGH,False,Strong value,OVER 0.5 hits,-160.0,0.7975,0.5,Trent Grisham
BATTER HITS,2026-04-25,CIN,DET,,,,,,,0.2869,28.7%,,HIGH,False,Strong value,OVER 0.5 hits,-140.0,0.7869,0.5,Tyler Stephenson
BATTER HITS,2026-04-25,LAD,CHC,,,,,,,0.2856,28.6%,,HIGH,False,Strong value,UNDER 0.5 hits,118.0,0.7856,0.5,Moisés Ballesteros
BATTER HITS,2026-04-25,ATL,PHI,,,,,,,0.2818,28.2%,,HIGH,False,Strong value,UNDER 0.5 hits,124.0,0.7818,0.5,Dominic Smith
BATTER HITS,2026-04-25,CIN,DET,,,,,,,0.2756,27.6%,,HIGH,False,Strong value,UNDER 0.5 hits,145.0,0.7756,0.5,Colt Keith
BATTER HITS,2026-04-25,ATL,PHI,,,,,,,0.2744,27.4%,,HIGH,False,Strong value,UNDER 0.5 hits,140.0,0.7744,0.5,Matt Olson
BATTER HITS,2026-04-25,STL,SEA,,,,,,,0.2699,27.0%,,HIGH,False,Strong value,OVER 0.5 hits,-160.0,0.7699,0.5,J.P. Crawford
BATTER HITS,2026-04-25,KC,LAA,,,,,,,0.265,26.5%,,HIGH,False,Strong value,OVER 0.5 hits,-147.0,0.765,0.5,Isaac Collins
BATTER HITS,2026-04-25,SF,MIA,,,,,,,0.2629,26.3%,,HIGH,False,Strong value,UNDER 0.5 hits,170.0,0.7629,0.5,Xavier Edwards
BATTER HITS,2026-04-25,STL,SEA,,,,,,,0.2611,26.1%,,HIGH,False,Strong value,UNDER 0.5 hits,123.0,0.7611,0.5,Masyn Winn
BATTER HITS,2026-04-25,HOU,NYY,,,,,,,0.2606,26.1%,,HIGH,False,Strong value,UNDER 0.5 hits,161.0,0.7606,0.5,Ben Rice
BATTER HITS,2026-04-25,SF,MIA,,,,,,,0.2593,25.9%,,HIGH,False,Strong value,UNDER 1.5 hits,-271.0,0.7593,1.5,Otto Lopez
BATTER HITS,2026-04-25,BAL,BOS,,,,,,,0.2589,25.9%,,HIGH,False,Strong value,OVER 0.5 hits,-150.0,0.7589,0.5,Caleb Durbin
BATTER HITS,2026-04-25,ARI,SD,,,,,,,0.2585,25.8%,,HIGH,False,Strong value,OVER 1.5 hits,174.0,0.7585,1.5,Jake Cronenworth
BATTER HITS,2026-04-25,TOR,CLE,,,,,,,0.2576,25.8%,,HIGH,False,Strong value,OVER 0.5 hits,-132.0,0.7576,0.5,Kyle Manzardo
BATTER HITS,2026-04-25,TB,MIN,,,,,,,0.2564,25.6%,,HIGH,False,Strong value,OVER 0.5 hits,-115.0,0.7564,0.5,Matt Wallner
BATTER HITS,2026-04-25,TOR,CLE,,,,,,,0.2555,25.6%,,HIGH,False,Strong value,UNDER 0.5 hits,110.0,0.7555,0.5,Daniel Schneemann
BATTER HITS,2026-04-25,MIL,PIT,,,,,,,0.2522,25.2%,,HIGH,False,Strong value,UNDER 0.5 hits,121.0,0.7522,0.5,Ryan O'Hearn
BATTER HITS,2026-04-25,TB,MIN,,,,,,,0.2481,24.8%,,HIGH,False,Strong value,OVER 0.5 hits,-135.0,0.7481,0.5,Cedric Mullins
BATTER HITS,2026-04-25,KC,LAA,,,,,,,0.247,24.7%,,HIGH,False,Strong value,UNDER 1.5 hits,-235.0,0.747,1.5,Bobby Witt Jr.
BATTER HITS,2026-04-25,CWS,WSH,,,,,,,0.2415,24.1%,,HIGH,False,Strong value,UNDER 0.5 hits,147.0,0.7415,0.5,Colson Montgomery
BATTER HITS,2026-04-25,HOU,NYY,,,,,,,0.2411,24.1%,,HIGH,False,Strong value,UNDER 1.5 hits,-250.0,0.7411,1.5,Yordan Alvarez
BATTER HITS,2026-04-25,CIN,DET,,,,,,,0.2397,24.0%,,HIGH,False,Strong value,OVER 0.5 hits,-175.0,0.7397,0.5,TJ Friedl
BATTER HITS,2026-04-25,BAL,BOS,,,,,,,0.2285,22.9%,,HIGH,False,Strong value,UNDER 0.5 hits,141.0,0.7285,0.5,Taylor Ward
BATTER HITS,2026-04-25,HOU,NYY,,,,,,,0.2269,22.7%,,HIGH,False,Strong value,OVER 0.5 hits,-135.0,0.7269,0.5,Austin Wells
BATTER HITS,2026-04-25,STL,SEA,,,,,,,0.2239,22.4%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,-240.0,0.7239,0.5,Josh Naylor
BATTER HITS,2026-04-25,BAL,BOS,,,,,,,0.2218,22.2%,,HIGH,False,Strong value,OVER 0.5 hits,-143.0,0.7218,0.5,Connor Wong
BATTER HITS,2026-04-25,CIN,DET,,,,,,,0.2209,22.1%,,HIGH,False,Strong value,UNDER 1.5 hits,-250.0,0.7209,1.5,Kevin McGonigle
BATTER HITS,2026-04-25,KC,LAA,,,,,,,0.22,22.0%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,115.0,0.72,0.5,Bryce Teodosio
BATTER HITS,2026-04-25,SF,MIA,,,,,,,0.2189,21.9%,,HIGH,False,Strong value,OVER 0.5 hits,-105.0,0.7189,0.5,Drew Gilbert
BATTER HITS,2026-04-25,TOR,CLE,,,,,,,0.2174,21.7%,,HIGH,False,Strong value,UNDER 1.5 hits,189.0,0.7174,1.5,Ernie Clement
BATTER HITS,2026-04-25,KC,LAA,,,,,,,0.2167,21.7%,,HIGH,False,Strong value,OVER 0.5 hits,-210.0,0.7167,0.5,Salvador Perez
BATTER HITS,2026-04-25,KC,LAA,,,,,,,0.2145,21.5%,,HIGH,False,Strong value,OVER 0.5 hits,-233.0,0.7145,0.5,Vinnie Pasquantino
BATTER HITS,2026-04-25,ARI,SD,,,,,,,0.2142,21.4%,,HIGH,False,Strong value,OVER 1.5 hits,107.0,0.7142,1.5,Manny Machado
BATTER HITS,2026-04-25,BAL,BOS,,,,,,,0.2135,21.4%,,HIGH,False,Hot streak; Strong value,OVER 0.5 hits,-150.0,0.7135,0.5,Tyler O'Neill
BATTER HITS,2026-04-25,STL,SEA,,,,,,,0.2108,21.1%,,HIGH,False,Strong value,OVER 0.5 hits,-105.0,0.7108,0.5,Victor Scott II
BATTER HITS,2026-04-25,ARI,SD,,,,,,,0.2107,21.1%,,HIGH,False,Strong value,UNDER 1.5 hits,-196.0,0.7107,1.5,Miguel Andujar
BATTER HITS,2026-04-25,TOR,CLE,,,,,,,0.2098,21.0%,,HIGH,False,Strong value,OVER 0.5 hits,-110.0,0.7098,0.5,Bo Naylor
BATTER HITS,2026-04-25,ATL,PHI,,,,,,,0.2086,20.9%,,HIGH,False,Strong value,UNDER 0.5 hits,175.0,0.7086,0.5,Drake Baldwin
BATTER HITS,2026-04-25,SF,MIA,,,,,,,0.208,20.8%,,HIGH,False,Strong value,OVER 0.5 hits,-145.0,0.708,0.5,Heriberto Hernandez
BATTER HITS,2026-04-25,CIN,DET,,,,,,,0.2068,20.7%,,HIGH,False,Strong value,UNDER 0.5 hits,168.0,0.7068,0.5,Riley Greene
BATTER HITS,2026-04-25,BAL,BOS,,,,,,,0.2055,20.5%,,HIGH,False,Strong value,OVER 0.5 hits,-105.0,0.7055,0.5,Blaze Alexander
BATTER HITS,2026-04-25,LAD,CHC,,,,,,,0.2052,20.5%,,HIGH,False,Strong value,UNDER 0.5 hits,117.0,0.7052,0.5,Max Muncy
BATTER HITS,2026-04-25,ATL,PHI,,,,,,,0.2044,20.4%,,HIGH,False,Strong value,UNDER 0.5 hits,164.0,0.7044,0.5,Michael Harris II
BATTER HITS,2026-04-25,TB,MIN,,,,,,,0.2007,20.1%,,HIGH,False,Strong value,OVER 0.5 hits,-119.0,0.7007,0.5,Richie Palacios
BATTER HITS,2026-04-25,ARI,SD,,,,,,,0.2003,20.0%,,HIGH,False,Strong value,UNDER 1.5 hits,-220.0,0.7003,1.5,Jose Fernandez
BATTER HITS,2026-04-25,ATL,PHI,,,,,,,0.1969,19.7%,,HIGH,False,Strong value,OVER 0.5 hits,-186.0,0.6969,0.5,Austin Riley
BATTER HITS,2026-04-25,ARI,SD,,,,,,,0.1964,19.6%,,HIGH,False,Strong value,UNDER 1.5 hits,-209.0,0.6964,1.5,Ildemaro Vargas
BATTER HITS,2026-04-25,CWS,WSH,,,,,,,0.1957,19.6%,,HIGH,False,Strong value,OVER 0.5 hits,-120.0,0.6957,0.5,Nasim Nunez
BATTER HITS,2026-04-25,TOR,CLE,,,,,,,0.1951,19.5%,,HIGH,False,Strong value,UNDER 1.5 hits,-256.0,0.6951,1.5,Vladimir Guerrero Jr.
BATTER HITS,2026-04-25,CWS,WSH,,,,,,,0.1909,19.1%,,HIGH,False,Strong value,UNDER 0.5 hits,161.0,0.6909,0.5,Daylen Lile
BATTER HITS,2026-04-25,CIN,DET,,,,,,,0.1894,18.9%,,HIGH,False,Strong value,OVER 0.5 hits,-135.0,0.6894,0.5,Ke'Bryan Hayes
BATTER HITS,2026-04-25,TB,MIN,,,,,,,0.1878,18.8%,,HIGH,False,Strong value,OVER 0.5 hits,-108.0,0.6878,0.5,Taylor Walls
