bet_type,game_date,home_team,away_team,home_sp_name,away_sp_name,pick,odds,model_prob,edge,edge_pct,confidence,recommended,notes,line
1ST INN ML,2026-06-12,BOS,TEX,Sonny Gray,Jack Leiter,BOS,-110,0.6412,0.1174,11.7%,HIGH,True,Strong value,
1ST INN ML,2026-06-12,MIN,STL,Joe Ryan,Kyle Leahy,MIN,-110,0.6281,0.1043,10.4%,HIGH,True,Strong value,
1ST INN ML,2026-06-12,LAA,TB,Sam Aldegheri,Shane McClanahan,TB,-110,0.5893,0.0655,6.6%,HIGH,False,Elite pitching matchup,
1ST INN ML,2026-06-12,WSH,SEA,Zack Littell,Bryce Miller,SEA,-110,0.5848,0.061,6.1%,HIGH,False,Elite pitching matchup,
1ST INN ML,2026-06-12,BAL,SD,Shane Baz,Griffin Canning,BAL,-110,0.5751,0.0513,5.1%,MEDIUM,False,Standard play,
1ST INN ML,2026-06-12,CLE,DET,Tanner Bibee,Jack Flaherty,CLE,-110,0.568,0.0442,4.4%,MEDIUM,False,Standard play,
1ST INN ML,2026-06-12,MIL,PHI,Jacob Misiorowski,Andrew Painter,MIL,-110,0.5596,0.0357,3.6%,LOW,False,Standard play,
1ST INN ML,2026-06-12,TOR,NYY,TBD,Ryan Weathers,NYY,-110,0.5431,0.0192,1.9%,NO PLAY,False,Standard play,
1ST INN ML,2026-06-12,PIT,MIA,Braxton Ashcraft,Sandy Alcantara,PIT,-110,0.5368,0.013,1.3%,NO PLAY,False,Standard play,
1ST INN ML,2026-06-12,KC,HOU,Luinder Avila,Tatsuya Imai,KC,-110,0.5347,0.0109,1.1%,NO PLAY,False,Standard play,
1ST INN ML,2026-06-12,SF,CHC,Landen Roupp,Javier Assad,CHC,-110,0.5247,0.0009,0.1%,NO PLAY,False,Standard play,
1ST INN ML,2026-06-12,CIN,ARI,Nick Lodolo,Eduardo Rodriguez,ARI,-110,0.5091,-0.0147,-1.5%,NO PLAY,False,Standard play,
1ST INN ML,2026-06-12,CWS,LAD,Anthony Kay,Roki Sasaki,CWS,-110,0.506,-0.0178,-1.8%,NO PLAY,False,Standard play,
1ST INN ML,2026-06-12,NYM,ATL,Nolan McLean,Spencer Strider,ATL,-110,0.5043,-0.0195,-1.9%,NO PLAY,False,Standard play,
1ST INN ML,2026-06-12,OAK,COL,Gage Jump,TBD,OAK,-110,0.5005,-0.0233,-2.3%,NO PLAY,False,Elite pitching matchup,
1ST INN TOTAL,2026-06-12,BAL,SD,Shane Baz,Griffin Canning,OVER 0.5,-110,0.5589,0.0351,3.5%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-06-12,CIN,ARI,Nick Lodolo,Eduardo Rodriguez,UNDER 0.5,-110,0.5369,0.0131,1.3%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-06-12,WSH,SEA,Zack Littell,Bryce Miller,UNDER 0.5,-110,0.5349,0.0111,1.1%,NO PLAY,False,Elite SPs keep 1st clean,0.5
1ST INN TOTAL,2026-06-12,OAK,COL,Gage Jump,TBD,UNDER 0.5,-110,0.5288,0.005,0.5%,NO PLAY,False,Elite SPs keep 1st clean,0.5
1ST INN TOTAL,2026-06-12,LAA,TB,Sam Aldegheri,Shane McClanahan,OVER 0.5,-110,0.5285,0.0047,0.5%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-06-12,TOR,NYY,TBD,Ryan Weathers,UNDER 0.5,-110,0.5282,0.0043,0.4%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-06-12,NYM,ATL,Nolan McLean,Spencer Strider,OVER 0.5,-110,0.5169,-0.0069,-0.7%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-06-12,MIN,STL,Joe Ryan,Kyle Leahy,UNDER 0.5,-110,0.5152,-0.0086,-0.9%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-06-12,KC,HOU,Luinder Avila,Tatsuya Imai,UNDER 0.5,-110,0.5139,-0.0099,-1.0%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-06-12,PIT,MIA,Braxton Ashcraft,Sandy Alcantara,OVER 0.5,-110,0.5118,-0.012,-1.2%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-06-12,CLE,DET,Tanner Bibee,Jack Flaherty,OVER 0.5,-110,0.5073,-0.0165,-1.7%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-06-12,CWS,LAD,Anthony Kay,Roki Sasaki,UNDER 0.5,-110,0.507,-0.0168,-1.7%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-06-12,SF,CHC,Landen Roupp,Javier Assad,OVER 0.5,-110,0.5052,-0.0186,-1.9%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-06-12,MIL,PHI,Jacob Misiorowski,Andrew Painter,OVER 0.5,-110,0.5013,-0.0225,-2.2%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-06-12,BOS,TEX,Sonny Gray,Jack Leiter,UNDER 0.5,-110,0.501,-0.0228,-2.3%,NO PLAY,False,Standard play,0.5
