bet_type,game_date,home_team,away_team,home_sp_name,away_sp_name,pick,odds,model_prob,edge,edge_pct,confidence,recommended,notes,line
1ST INN ML,2026-08-03,CHC,LAD,Matthew Boyd,TBD,CHC,-110,0.6369,0.1131,11.3%,HIGH,True,Strong value,
1ST INN ML,2026-08-03,MIL,PIT,Brandon Sproat,Bubba Chandler,MIL,-110,0.5515,0.0277,2.8%,NO PLAY,False,Standard play,
1ST INN ML,2026-08-03,ARI,SD,Brandon Pfaadt,Michael King,SD,-110,0.5489,0.0251,2.5%,NO PLAY,False,Standard play,
1ST INN ML,2026-08-03,TEX,SF,TBD,Logan Webb,SF,-110,0.5452,0.0214,2.1%,NO PLAY,False,Standard play,
1ST INN ML,2026-08-03,PHI,WSH,Aaron Nola,Andrew Alvarez,PHI,-110,0.5422,0.0184,1.8%,NO PLAY,False,Standard play,
1ST INN ML,2026-08-03,HOU,TOR,Cristian Javier,Shane Bieber,HOU,-110,0.5363,0.0125,1.2%,NO PLAY,False,Standard play,
1ST INN ML,2026-08-03,COL,TB,Michael Lorenzen,Ian Seymour,TB,-110,0.5202,-0.0036,-0.4%,NO PLAY,False,Standard play,
1ST INN ML,2026-08-03,NYY,STL,Cam Schlittler,Michael McGreevy,STL,-110,0.5156,-0.0082,-0.8%,NO PLAY,False,Elite pitching matchup,
1ST INN TOTAL,2026-08-03,NYY,STL,Cam Schlittler,Michael McGreevy,OVER 0.5,-110,0.5718,0.048,4.8%,NO PLAY,False,Hitter-friendly park,0.5
1ST INN TOTAL,2026-08-03,TEX,SF,TBD,Logan Webb,UNDER 0.5,-110,0.5379,0.0141,1.4%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-03,COL,TB,Michael Lorenzen,Ian Seymour,OVER 0.5,-110,0.5287,0.0049,0.5%,NO PLAY,False,Hitter-friendly park,0.5
1ST INN TOTAL,2026-08-03,HOU,TOR,Cristian Javier,Shane Bieber,UNDER 0.5,-110,0.5183,-0.0055,-0.5%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-03,CHC,LAD,Matthew Boyd,TBD,UNDER 0.5,-110,0.5101,-0.0138,-1.4%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-03,ARI,SD,Brandon Pfaadt,Michael King,UNDER 0.5,-110,0.507,-0.0169,-1.7%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-03,PHI,WSH,Aaron Nola,Andrew Alvarez,UNDER 0.5,-110,0.5062,-0.0176,-1.8%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-08-03,MIL,PIT,Brandon Sproat,Bubba Chandler,OVER 0.5,-110,0.5061,-0.0177,-1.8%,NO PLAY,False,Standard play,0.5
