bet_type,game_date,home_team,away_team,home_sp_name,away_sp_name,pick,odds,model_prob,edge,edge_pct,confidence,recommended,notes,line
1ST INN ML,2026-07-02,MIL,CIN,Jacob Misiorowski,Chase Burns,CIN,-110,0.5838,0.06,6.0%,HIGH,True,Elite pitching matchup,
1ST INN ML,2026-07-02,CLE,CWS,Slade Cecconi,Davis Martin,CWS,-110,0.5772,0.0534,5.3%,MEDIUM,True,Standard play,
1ST INN ML,2026-07-02,PHI,PIT,Alan Rangel,Jared Jones,PHI,-110,0.5541,0.0303,3.0%,LOW,False,Standard play,
1ST INN ML,2026-07-02,LAD,SD,Roki Sasaki,Randy Vásquez,LAD,-110,0.5486,0.0248,2.5%,NO PLAY,False,Standard play,
1ST INN ML,2026-07-02,SEA,LAA,Bryce Miller,Walbert Ureña,LAA,-110,0.5202,-0.0036,-0.4%,NO PLAY,False,Elite pitching matchup,
1ST INN ML,2026-07-02,ATL,STL,Hurston Waldrep,Dustin May,STL,-110,0.5196,-0.0042,-0.4%,NO PLAY,False,Elite pitching matchup,
1ST INN ML,2026-07-02,COL,MIA,Michael Lorenzen,Ryan Gusto,MIA,-110,0.5158,-0.008,-0.8%,NO PLAY,False,Standard play,
1ST INN ML,2026-07-02,TEX,DET,Nathan Eovaldi,Framber Valdez,TEX,-110,0.5101,-0.0137,-1.4%,NO PLAY,False,Standard play,
1ST INN ML,2026-07-02,KC,TB,Stephen Kolek,Ian Seymour,KC,-110,0.5042,-0.0196,-2.0%,NO PLAY,False,Standard play,
1ST INN TOTAL,2026-07-02,CLE,CWS,Slade Cecconi,Davis Martin,UNDER 0.5,-110,0.5488,0.025,2.5%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-07-02,MIL,CIN,Jacob Misiorowski,Chase Burns,OVER 0.5,-110,0.5457,0.0219,2.2%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-07-02,COL,MIA,Michael Lorenzen,Ryan Gusto,OVER 0.5,-110,0.5341,0.0103,1.0%,NO PLAY,False,Hitter-friendly park,0.5
1ST INN TOTAL,2026-07-02,ATL,STL,Hurston Waldrep,Dustin May,UNDER 0.5,-110,0.5238,-0.0001,-0.0%,NO PLAY,False,Elite SPs keep 1st clean,0.5
1ST INN TOTAL,2026-07-02,PHI,PIT,Alan Rangel,Jared Jones,OVER 0.5,-110,0.5215,-0.0023,-0.2%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-07-02,TEX,DET,Nathan Eovaldi,Framber Valdez,OVER 0.5,-110,0.5137,-0.0102,-1.0%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-07-02,SEA,LAA,Bryce Miller,Walbert Ureña,UNDER 0.5,-110,0.5112,-0.0126,-1.3%,NO PLAY,False,Elite SPs keep 1st clean,0.5
1ST INN TOTAL,2026-07-02,LAD,SD,Roki Sasaki,Randy Vásquez,UNDER 0.5,-110,0.5099,-0.0139,-1.4%,NO PLAY,False,Standard play,0.5
1ST INN TOTAL,2026-07-02,KC,TB,Stephen Kolek,Ian Seymour,UNDER 0.5,-110,0.5027,-0.0211,-2.1%,NO PLAY,False,Standard play,0.5
